Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,David Montgomery (CHI),17,72,4.2,13,0,2,4,4,39,9.8,0,0,1,25.1,25.1,95.9%,2020,13
2,Aaron Jones (GB),15,130,8.7,77,4,1,3,3,18,6,0,0,1,22.3,22.3,99.2%,2020,13
3,Jonathan Taylor (IND),13,91,7,24,1,0,3,3,44,14.7,1,0,1,21,21,80.5%,2020,13
4,Dalvin Cook (MIN),32,120,3.8,12,0,0,6,9,59,9.8,0,0,1,20.9,20.9,99.9%,2020,13
5,James Robinson (NYJ),18,78,4.3,15,0,1,6,6,30,5,0,0,1,19.8,19.8,35.9%,2020,13
6,Ty Johnson (NYJ),22,104,4.7,16,0,1,2,2,13,6.5,0,0,1,18.7,18.7,2.7%,2020,13
7,Chris Carson (FA),13,65,5,11,0,0,3,6,45,15,1,0,1,18.5,18.5,0.3%,2020,13
8,Adrian Peterson (FA),16,57,3.6,15,0,2,0,1,0,0,0,0,1,17.7,17.7,2.1%,2020,13
9,Nick Chubb (CLE),18,80,4.4,29,1,1,1,1,26,26,0,0,1,17.1,17.1,99.9%,2020,13
10,Alfred Morris (FA),8,39,4.9,13,0,1,1,1,6,6,1,0,1,17,17,0.0%,2020,13
11,Alvin Kamara (NO),15,88,5.9,37,2,1,2,3,9,4.5,0,0,1,16.7,16.7,99.3%,2020,13
12,Cam Akers (LAR),21,72,3.4,12,0,1,1,1,22,22,0,0,1,15.9,15.9,87.1%,2020,13
13,Melvin Gordon III (KC),15,131,8.7,65,4,0,1,2,11,11,0,0,1,14.7,14.7,27.2%,2020,13
14,Darrell Henderson Jr. (FA),3,49,16.3,38,2,1,2,3,25,12.5,0,0,1,14.4,14.4,22.3%,2020,13
15,Wayne Gallman Jr. (SEA),16,135,8.4,60,5,0,0,0,0,0,0,0,1,13.5,13.5,0.0%,2020,13
16,J.K. Dobbins (BAL),11,71,6.5,30,2,1,0,0,0,0,0,0,1,13.1,13.1,83.2%,2020,13
17,Myles Gaskin (MIA),21,90,4.3,26,1,0,2,2,51,25.5,0,1,1,13.1,13.1,0.3%,2020,13
18,J.D. McKissic (WAS),5,8,1.6,8,0,0,10,10,70,7,0,0,1,12.8,12.8,8.2%,2020,13
19,Kenyan Drake (BAL),10,49,4.9,27,1,1,2,3,9,4.5,0,0,1,12.8,12.8,22.0%,2020,13
20,Ezekiel Elliott (DAL),18,77,4.3,14,0,0,4,6,18,4.5,0,0,1,11.5,11.5,97.4%,2020,13
21,Nyheim Hines (BUF),6,10,1.7,5,0,1,3,3,22,7.3,0,0,1,10.7,10.7,28.2%,2020,13
22,David Johnson (NO),10,44,4.4,19,0,1,0,2,0,0,0,0,1,10.4,10.4,0.1%,2020,13
23,Gus Edwards (BAL),7,101,14.4,36,4,0,0,0,0,0,0,0,1,10.1,10.1,34.8%,2020,13
24,Damien Harris (NE),16,80,5,12,0,0,1,1,15,15,0,0,1,10,10,50.3%,2020,13
25,Devin Singletary (BUF),18,61,3.4,15,0,0,3,4,22,7.3,0,0,1,9.8,9.8,91.5%,2020,13
26,Jeremy McNichols (PIT),2,2,1,1,0,1,3,4,15,5,0,0,1,9.2,9.2,0.0%,2020,13
27,Austin Ekeler (LAC),8,36,4.5,9,0,0,4,9,32,8,0,0,1,8.8,8.8,100.0%,2020,13
28,Peyton Barber (FA),14,23,1.6,5,0,1,0,0,0,0,0,0,1,8.3,8.3,1.0%,2020,13
29,C.J. Ham (MIN),0,0,0,0,0,0,1,1,12,12,1,0,1,7.7,7.7,0.1%,2020,13
30,Kyle Juszczyk (SF),2,5,2.5,5,0,0,1,1,6,6,1,0,1,7.6,7.6,0.4%,2020,13
31,Josh Adams (FA),8,74,9.3,25,1,0,0,0,0,0,0,0,1,7.4,7.4,0.0%,2020,13
32,Kareem Hunt (CLE),14,33,2.4,8,0,0,3,3,24,8,0,0,1,7.2,7.2,71.2%,2020,13
33,Jeff Wilson Jr. (MIA),7,47,6.7,18,0,0,2,5,12,6,0,0,1,6.9,6.9,70.1%,2020,13
34,Le'Veon Bell (FA),11,40,3.6,16,0,0,2,3,15,7.5,0,0,1,6.5,6.5,0.1%,2020,13
35,Sony Michel (FA),10,35,3.5,10,0,0,1,1,23,23,0,0,1,6.3,6.3,2.1%,2020,13
36,Duke Johnson Jr. (BUF),2,8,4,4,0,0,6,6,24,4,0,0,1,6.2,6.2,0.0%,2020,13
37,Devontae Booker (FA),16,50,3.1,14,0,0,1,2,1,1,0,0,1,5.6,5.6,0.0%,2020,13
38,Derrick Henry (TEN),15,60,4,10,0,0,1,1,9,9,0,1,1,5.4,5.4,98.4%,2020,13
39,Kalen Ballage (FA),7,34,4.9,8,0,0,3,4,5,1.7,0,0,1,5.4,5.4,0.0%,2020,13
40,Chase Edmonds (DEN),6,28,4.7,13,0,0,2,5,15,7.5,0,0,1,5.3,5.3,24.1%,2020,13
41,Darrel Williams (ARI),6,38,6.3,12,0,0,1,2,5,5,0,0,1,4.8,4.8,1.5%,2020,13
42,Raheem Mostert (MIA),9,42,4.7,16,0,0,1,1,1,1,0,0,1,4.8,4.8,81.6%,2020,13
43,Jamaal Williams (DET),5,26,5.2,18,0,0,2,2,10,5,0,0,1,4.6,4.6,88.5%,2020,13
