Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jonathan Taylor (IND),30,253,8.4,56,9,2,1,2,1,1,0,0,1,37.9,37.9,80.5%,2020,17
2,Derrick Henry (TEN),34,250,7.4,52,8,2,0,0,0,0,0,1,1,35,35,98.4%,2020,17
3,Alexander Mattison (MIN),21,95,4.5,20,1,1,3,3,50,16.7,1,0,1,28,28,25.1%,2020,17
4,J.K. Dobbins (BAL),13,160,12.3,72,6,2,0,0,0,0,0,0,1,28,28,83.2%,2020,17
5,Darwin Thompson (SEA),14,45,3.2,10,0,1,7,7,65,9.3,1,0,1,26.5,26.5,0.0%,2020,17
6,David Montgomery (CHI),22,69,3.1,8,0,1,9,9,63,7,0,0,1,23.7,23.7,95.9%,2020,17
7,Jeff Wilson Jr. (MIA),20,76,3.8,18,0,1,3,7,12,4,1,0,1,22.3,22.3,70.1%,2020,17
8,Sony Michel (FA),16,76,4.8,13,0,0,3,3,60,20,1,0,1,21.1,21.1,2.1%,2020,17
9,Josh Jacobs (LV),15,89,5.9,28,1,2,0,1,0,0,0,0,1,20.9,20.9,99.4%,2020,17
10,Antonio Williams (FA),12,63,5.3,18,0,2,1,1,20,20,0,0,1,20.8,20.8,0.0%,2020,17
11,David Johnson (NO),14,84,6,26,1,1,3,5,36,12,0,0,1,19.5,19.5,0.1%,2020,17
12,Melvin Gordon III (KC),26,93,3.6,15,0,1,4,6,17,4.3,0,0,1,19,19,27.2%,2020,17
13,Nick Chubb (CLE),14,108,7.7,47,3,1,0,1,0,0,0,0,1,16.8,16.8,99.9%,2020,17
14,Aaron Jones (GB),11,42,3.8,10,0,1,4,5,43,10.8,0,0,1,16.5,16.5,99.2%,2020,17
15,Myles Gaskin (MIA),7,20,2.9,7,0,1,4,5,57,14.3,0,0,1,15.7,15.7,0.3%,2020,17
16,Brian Hill (FA),9,94,10.4,62,4,0,3,3,42,14,0,0,1,15.1,15.1,0.0%,2020,17
17,D'Andre Swift (DET),12,54,4.5,13,0,1,3,3,16,5.3,0,0,1,14.5,14.5,97.7%,2020,17
18,Austin Ekeler (LAC),7,18,2.6,6,0,0,6,7,33,5.5,1,0,1,14.1,14.1,100.0%,2020,17
19,Ronald Jones II (KC),12,78,6.5,16,0,1,0,0,0,0,0,0,1,13.8,13.8,2.5%,2020,17
20,Ezekiel Elliott (DAL),14,42,3,13,0,1,3,4,19,6.3,0,0,1,13.6,13.6,97.4%,2020,17
