Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Alvin Kamara (NO),8,15,1.9,8,0,2,7,8,83,11.9,1,0,1,31.3,31.3,99.3%,2020,10
2,Josh Jacobs (LV),21,112,5.3,24,1,2,4,4,24,6,0,0,1,27.6,27.6,99.4%,2020,10
3,Nyheim Hines (BUF),12,70,5.8,14,0,1,5,6,45,9,1,0,1,26,26,28.2%,2020,10
4,Ronald Jones II (KC),23,192,8.3,98,4,1,1,2,6,6,0,1,1,24.3,24.3,2.5%,2020,10
5,D'Andre Swift (DET),16,81,5.1,17,0,0,5,5,68,13.6,1,0,1,23.4,23.4,97.7%,2020,10
6,Devontae Booker (FA),16,81,5.1,23,1,2,1,1,2,2,0,0,1,20.8,20.8,0.0%,2020,10
7,Rex Burkhead (HOU),6,31,5.2,9,0,0,4,5,35,8.8,2,0,1,20.6,20.6,9.1%,2020,10
8,Antonio Gibson (WAS),13,45,3.5,12,0,2,4,4,20,5,0,0,1,20.5,20.5,77.4%,2020,10
9,Nick Chubb (CLE),19,126,6.6,59,4,1,0,1,0,0,0,0,1,18.6,18.6,99.9%,2020,10
10,Wayne Gallman Jr. (SEA),18,53,2.9,17,0,2,1,2,7,7,0,0,1,18.5,18.5,0.0%,2020,10
11,Malcolm Brown (LAR),6,33,5.5,13,0,2,2,2,18,9,0,0,1,18.1,18.1,0.1%,2020,10
12,Salvon Ahmed (MIA),21,85,4,18,0,1,1,1,5,5,0,0,1,15.5,15.5,0.1%,2020,10
13,Kareem Hunt (CLE),19,104,5.5,19,0,0,3,4,28,9.3,0,0,1,14.7,14.7,71.2%,2020,10
14,J.D. McKissic (WAS),8,6,0.8,5,0,1,7,15,43,6.1,0,0,1,14.4,14.4,8.2%,2020,10
15,Boston Scott (PHI),3,63,21,56,4,1,1,1,11,11,0,0,1,13.9,13.9,1.2%,2020,10
16,Dalvin Cook (MIN),30,96,3.2,14,0,0,4,4,16,4,0,0,1,13.2,13.2,99.9%,2020,10
17,Kalen Ballage (FA),18,68,3.8,11,0,0,5,6,34,6.8,0,0,1,12.7,12.7,0.0%,2020,10
18,Miles Sanders (PHI),15,85,5.7,14,0,0,2,5,10,5,0,0,1,12.5,12.5,96.7%,2020,10
19,James Robinson (NYJ),23,109,4.7,20,1,0,2,5,3,1.5,0,0,1,12.2,12.2,35.9%,2020,10
20,Damien Harris (NE),22,121,5.5,25,1,0,0,0,0,0,0,0,1,12.1,12.1,50.3%,2020,10
21,Aaron Jones (GB),13,46,3.5,20,1,0,5,6,49,9.8,0,0,1,12,12,99.2%,2020,10
22,Derrick Henry (TEN),19,103,5.4,20,1,0,1,2,6,6,0,0,1,11.4,11.4,98.4%,2020,10
23,Alex Collins (FA),11,43,3.9,13,0,1,1,2,4,4,0,0,1,11.2,11.2,19.0%,2020,10
24,Darrell Henderson Jr. (FA),7,28,4,16,0,1,1,1,5,5,0,0,1,9.8,9.8,22.3%,2020,10
25,Kenyan Drake (BAL),16,100,6.3,20,1,0,1,1,9,9,0,1,1,9.4,9.4,22.0%,2020,10
26,Chase Edmonds (DEN),8,56,7,25,1,0,3,3,21,7,0,0,1,9.2,9.2,24.1%,2020,10
27,D'Onta Foreman (CAR),7,18,2.6,8,0,0,1,1,5,5,1,0,1,8.8,8.8,80.2%,2020,10
28,Gus Edwards (BAL),7,42,6,11,0,0,1,1,31,31,0,0,1,7.8,7.8,34.8%,2020,10
29,Jamaal Williams (DET),8,30,3.8,7,0,0,3,4,25,8.3,0,0,1,7,7,88.5%,2020,10
30,Giovani Bernard (TB),8,30,3.8,11,0,0,4,7,17,4.3,0,0,1,6.7,6.7,0.2%,2020,10
31,Corey Clement (ARI),1,5,5,5,0,1,0,0,0,0,0,0,1,6.5,6.5,0.2%,2020,10
32,Mike Davis (FA),7,32,4.6,7,0,0,4,5,12,3,0,0,1,6.4,6.4,1.0%,2020,10
33,Samaje Perine (CIN),7,48,6.9,15,0,0,1,1,7,7,0,0,1,6,6,46.7%,2020,10
34,James Conner (ARI),13,36,2.8,16,0,0,2,2,12,6,0,0,1,5.8,5.8,97.1%,2020,10
35,Latavius Murray (DEN),9,57,6.3,18,0,0,0,0,0,0,0,0,1,5.7,5.7,76.1%,2020,10
36,Duke Johnson Jr. (BUF),14,54,3.9,23,1,0,0,1,0,0,0,0,1,5.4,5.4,0.0%,2020,10
37,Jerick McKinnon (KC),18,33,1.8,9,0,0,1,3,13,13,0,0,1,5.1,5.1,86.0%,2020,10
38,Jonathan Taylor (IND),7,12,1.7,4,0,0,2,2,25,12.5,0,0,1,4.7,4.7,80.5%,2020,10
39,Melvin Gordon III (KC),11,46,4.2,11,0,0,0,2,0,0,0,0,1,4.6,4.6,27.2%,2020,10
40,DeeJay Dallas (SEA),2,8,4,5,0,0,2,3,23,11.5,0,0,1,4.1,4.1,4.0%,2020,10
41,Leonard Fournette (TB),8,19,2.4,14,0,0,2,3,11,5.5,0,0,1,4,4,97.5%,2020,10
42,Mark Ingram II (NO),5,5,1,5,0,0,2,2,24,12,0,0,1,3.9,3.9,4.2%,2020,10
43,Jeremy McNichols (PIT),3,26,8.7,16,0,0,1,1,8,8,0,0,1,3.9,3.9,0.0%,2020,10
44,Cam Akers (LAR),10,38,3.8,17,0,0,0,0,0,0,0,0,1,3.8,3.8,87.1%,2020,10
45,Royce Freeman (HOU),2,11,5.5,9,0,0,2,2,15,7.5,0,0,1,3.6,3.6,1.5%,2020,10
46,Austin Walter (LV),1,3,3,3,0,0,1,1,27,27,0,0,1,3.5,3.5,0.0%,2020,10
47,Adrian Peterson (FA),4,21,5.3,13,0,0,1,1,9,9,0,0,1,3.5,3.5,2.1%,2020,10
48,Travis Homer (SEA),0,0,0,0,0,0,3,3,19,6.3,0,0,1,3.4,3.4,15.5%,2020,10
49,Alfred Morris (FA),8,34,4.3,10,0,0,0,0,0,0,0,0,1,3.4,3.4,0.0%,2020,10
50,Jakob Johnson (LV),0,0,0,0,0,0,2,2,20,10,0,0,1,3,3,0.0%,2020,10
51,Jordan Wilkins (FA),8,28,3.5,18,0,0,0,1,0,0,0,0,1,2.8,2.8,0.1%,2020,10
52,Dion Lewis (FA),0,0,0,0,0,0,2,2,17,8.5,0,0,1,2.7,2.7,2.0%,2020,10
53,Ryan Nall (FA),1,0,0,0,0,0,1,2,18,18,0,0,1,2.3,2.3,0.0%,2020,10
54,Zack Moss (IND),7,20,2.9,14,0,0,1,2,-3,-3,0,0,1,2.2,2.2,46.2%,2020,10
55,Trayveon Williams (CIN),5,22,4.4,8,0,0,0,0,0,0,0,0,1,2.2,2.2,0.1%,2020,10
56,Joshua Kelley (LAC),7,21,3,8,0,0,0,0,0,0,0,0,1,2.1,2.1,6.7%,2020,10
57,Rodney Smith (FA),3,13,4.3,10,0,0,1,1,2,2,0,0,1,2,2,0.0%,2020,10
58,J.K. Dobbins (BAL),5,13,2.6,4,0,0,1,2,1,1,0,0,1,1.9,1.9,83.2%,2020,10
59,Peyton Barber (FA),2,7,3.5,6,0,0,1,1,7,7,0,0,1,1.9,1.9,1.0%,2020,10
60,Patrick Laird (TB),2,19,9.5,17,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,10
61,JaMycal Hasty (JAC),3,13,4.3,8,0,0,2,2,-4,-2,0,0,1,1.9,1.9,4.2%,2020,10
62,James White (FA),0,0,0,0,0,0,2,2,8,4,0,0,1,1.8,1.8,0.1%,2020,10
63,Khari Blasingame (CHI),0,0,0,0,0,0,1,1,13,13,0,0,1,1.8,1.8,0.0%,2020,10
64,Lamar Miller (FA),0,0,0,0,0,0,2,2,6,3,0,0,1,1.6,1.6,0.0%,2020,10
65,Devin Singletary (BUF),4,15,3.8,13,0,0,1,3,-5,-5,0,0,1,1.5,1.5,91.5%,2020,10
66,Gabe Nabers (FA),0,0,0,0,0,0,1,1,9,9,0,0,1,1.4,1.4,0.0%,2020,10
67,C.J. Ham (MIN),0,0,0,0,0,0,1,1,8,8,0,0,1,1.3,1.3,0.1%,2020,10
68,Benny Snell Jr. (PIT),3,12,4,8,0,0,0,0,0,0,0,0,1,1.2,1.2,1.3%,2020,10
69,Dare Ogunbowale (HOU),0,0,0,0,0,0,1,2,5,5,0,0,1,1,1,2.7%,2020,10
70,Artavis Pierce (FA),3,9,3,6,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2020,10
71,Tyler Ervin (FA),1,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,0.0%,2020,10
72,Justice Hill (BAL),0,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,0.8%,2020,10
73,Patrick Ricard (BAL),0,0,0,0,0,0,1,1,2,2,0,0,1,0.7,0.7,0.1%,2020,10
74,Alex Armah Jr. (WAS),0,0,0,0,0,0,2,2,-5,-2.5,0,0,1,0.5,0.5,0.0%,2020,10
75,Kyle Juszczyk (SF),1,5,5,5,0,0,0,1,0,0,0,0,1,0.5,0.5,0.4%,2020,10
76,Alexander Mattison (MIN),2,4,2,4,0,0,0,0,0,0,0,0,1,0.4,0.4,25.1%,2020,10
77,Kerryon Johnson (FA),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%,2020,10
78,C.J. Prosise (FA),0,0,0,0,0,0,1,1,-2,-2,0,0,1,0.3,0.3,0.0%,2020,10
79,DeAndre Washington (FA),2,2,1,3,0,0,0,0,0,0,0,0,1,0.2,0.2,11.0%,2020,10
80,Phillip Lindsay (FA),4,2,0.5,4,0,0,0,1,0,0,0,0,1,0.2,0.2,0.3%,2020,10
81,Reggie Gilliam (BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,10
82,Jonathan Ward (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
83,Alec Ingold (MIA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,10
84,Mike Boone (DEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0%,2020,10
85,Xavier Jones (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
86,Cullen Gillaspia (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
87,D'Ernest Johnson (CLE),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,10
88,Jeremy Cox (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
89,Nick Bellore (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,10
90,Cordarrelle Patterson (ATL),12,30,2.5,6,0,0,2,2,19,9.5,0,0,1,0,0,83.0%,2020,10
91,Chris Thompson (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
92,LeSean McCoy (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0%,2020,10
93,Buddy Howell (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
94,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
95,Elijhaa Penny (FA),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
96,Troymaine Pope (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
97,Jalen Richard (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0%,2020,10
98,Derek Watt (PIT),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,10
99,Andy Janovich (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
100,D.J. Foster (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
101,Jonathan Williams (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0%,2020,10
102,Trey Edmunds (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
103,Jaylen Samuels (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
104,Trenton Cannon (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,10
