Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Nick Folk (NE),5,6,83.3,52,0,2,1,1,1,3,3,1,21,21,66.2%,2021,12
2,Daniel Carlson (LV),5,5,100,56,0,2,1,1,1,3,3,1,21,21,89.9%,2021,12
3,Mason Crosby (GB),3,4,75,45,0,2,0,1,0,3,3,1,13,13,23.3%,2021,12
4,Justin Tucker (BAL),3,3,100,52,0,1,0,1,1,1,1,1,13,13,99.5%,2021,12
5,Evan McPherson (CIN),2,2,100,51,0,0,1,0,1,5,5,1,13,13,93.5%,2021,12
6,Robbie Gould (SF),2,3,66.7,46,0,1,0,1,0,4,4,1,11,11,32.9%,2021,12
7,Cairo Santos (CHI),3,4,75,43,0,2,0,1,0,1,1,1,11,11,0.7%,2021,12
8,Jason Sanders (MIA),2,2,100,46,0,0,1,1,0,3,4,1,10,10,9.0%,2021,12
9,Matt Gay (LAR),2,2,100,39,0,0,2,0,0,2,2,1,8,8,78.3%,2021,12
10,Michael Badgley (FA),1,1,100,45,0,0,0,1,0,4,4,1,8,8,15.6%,2021,12
11,Ryan Succop (TB),1,1,100,25,0,1,0,0,0,5,5,1,8,8,16.1%,2021,12
12,Greg Zuerlein (NYJ),2,3,66.7,45,0,1,0,1,0,1,2,1,8,8,17.8%,2021,12
13,Matt Ammendola (FA),2,3,66.7,37,0,0,2,0,0,1,1,1,7,7,0.1%,2021,12
14,Graham Gano (NYG),2,3,66.7,39,0,0,2,0,0,1,1,1,7,7,34.0%,2021,12
15,Tyler Bass (BUF),1,1,100,34,0,0,1,0,0,4,4,1,7,7,83.0%,2021,12
16,Matthew Wright (FA),2,2,100,34,0,1,1,0,0,0,0,1,6,6,1.3%,2021,12
17,Zane Gonzalez (CAR),1,1,100,41,0,0,0,1,0,1,1,1,5,5,0.5%,2021,12
18,Chris Boswell (PIT),1,1,100,40,0,0,0,1,0,1,1,1,5,5,10.7%,2021,12
19,Chase McLaughlin (FA),1,2,50,46,0,0,0,1,0,1,1,1,5,5,0.2%,2021,12
20,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,49.4%,2021,12
21,Joey Slye (WAS),1,1,100,23,0,1,0,0,0,0,1,1,3,3,0.6%,2021,12
22,Younghoe Koo (ATL),0,0,0,0,0,0,0,0,0,3,3,1,3,3,42.3%,2021,12
23,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,2,2,1,2,2,0.3%,2021,12
24,Greg Joseph (MIN),0,0,0,0,0,0,0,0,0,2,3,1,2,2,5.5%,2021,12
25,Riley Patterson (DET),0,0,0,0,0,0,0,0,0,2,2,1,2,2,1.0%,2021,12
26,Dustin Hopkins (LAC),0,1,0,0,0,0,0,0,0,1,1,1,1,1,3.2%,2021,12
27,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,1,1,1,1,1,14.1%,2021,12
28,Randy Bullock (TEN),0,1,0,0,0,0,0,0,0,1,2,1,1,1,2.0%,2021,12
29,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,3.6%,2021,12
31,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,12
64,Brett Maher (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0%,2021,12
67,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,12
