Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Jake Elliott (PHI),4,4,100,46,0,0,2,2,0,3,3,1,17,17,14.1%,2021,13
2,Matt Gay (LAR),3,3,100,44,0,0,1,2,0,4,4,1,15,15,78.3%,2021,13
3,Riley Patterson (DET),3,3,100,49,0,0,1,2,0,2,2,1,13,13,1.0%,2021,13
4,Harrison Butker (KC),3,3,100,56,0,1,0,1,1,1,2,1,13,13,81.3%,2021,13
5,Graham Gano (NYG),3,4,75,51,0,0,2,0,1,0,0,1,11,11,34.0%,2021,13
6,Dustin Hopkins (LAC),2,2,100,43,0,0,0,2,0,3,4,1,11,11,3.2%,2021,13
7,Greg Zuerlein (NYJ),2,2,100,55,0,0,1,0,1,3,3,1,11,11,17.8%,2021,13
8,Daniel Carlson (LV),3,3,100,52,0,0,2,0,1,0,0,1,11,11,89.9%,2021,13
9,Greg Joseph (MIN),3,3,100,41,0,0,2,1,0,0,0,1,10,10,5.5%,2021,13
10,Jason Sanders (MIA),2,3,66.7,48,0,0,0,2,0,2,2,1,10,10,9.0%,2021,13
11,Matt Prater (ARI),2,2,100,33,0,1,1,0,0,3,3,1,9,9,53.5%,2021,13
12,Chris Boswell (PIT),2,2,100,53,0,0,0,1,1,0,1,1,9,9,10.7%,2021,13
13,Nick Folk (NE),2,2,100,41,0,0,1,1,0,0,0,1,7,7,66.2%,2021,13
14,Robbie Gould (SF),1,1,100,50,0,0,0,0,1,2,3,1,7,7,32.9%,2021,13
15,Michael Badgley (FA),1,2,50,23,0,1,0,0,0,4,4,1,7,7,15.6%,2021,13
16,Justin Tucker (BAL),2,2,100,35,0,1,1,0,0,1,1,1,7,7,99.5%,2021,13
17,Brett Maher (FA),1,2,50,42,0,0,0,1,0,2,2,1,6,6,2.0%,2021,13
18,Ryan Succop (TB),1,1,100,31,0,0,1,0,0,3,4,1,6,6,16.1%,2021,13
19,Brian Johnson (WAS),1,1,100,48,0,0,0,1,0,2,2,1,6,6,0.1%,2021,13
20,Younghoe Koo (ATL),1,1,100,21,0,1,0,0,0,2,2,1,5,5,42.3%,2021,13
21,Evan McPherson (CIN),1,1,100,48,0,0,0,1,0,1,2,1,5,5,93.5%,2021,13
22,Tyler Bass (BUF),1,2,50,35,0,0,1,0,0,1,1,1,4,4,83.0%,2021,13
23,Jason Myers (SEA),0,1,0,0,0,0,0,0,0,4,4,1,4,4,3.6%,2021,13
24,Brandon McManus (DEN),1,1,100,42,0,0,0,1,0,0,0,1,4,4,49.4%,2021,13
25,Cairo Santos (CHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.7%,2021,13
26,Matthew Wright (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.3%,2021,13
27,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,13
34,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2021,13
39,Alex Kessman (FA),0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.1%,2021,13
66,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,13
