Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Graham Gano (NYG),5,5,100,55,0,1,1,1,2,2,2,1,22,22,34.0%,2021,2
2,Daniel Carlson (LV),4,4,100,46,0,0,1,3,0,2,2,1,17,17,89.9%,2021,2
3,Nick Folk (NE),4,4,100,49,0,1,1,2,0,1,2,1,15,15,66.2%,2021,2
4,Randy Bullock (TEN),4,5,80,36,0,1,3,0,0,3,3,1,15,15,2.0%,2021,2
5,Dustin Hopkins (LAC),3,3,100,49,0,0,1,2,0,3,3,1,14,14,3.2%,2021,2
6,Brandon McManus (DEN),3,3,100,46,0,0,1,2,0,2,2,1,13,13,49.4%,2021,2
7,Greg Joseph (MIN),2,3,66.7,52,0,0,0,0,2,3,4,1,13,13,5.5%,2021,2
8,Rodrigo Blankenship (IND),3,3,100,48,0,0,1,2,0,1,1,1,12,12,7.5%,2021,2
9,Matt Prater (ARI),2,2,100,62,0,1,0,0,1,4,4,1,12,12,53.5%,2021,2
10,Greg Zuerlein (NYJ),2,2,100,56,0,0,1,0,1,2,2,1,10,10,17.8%,2021,2
11,Tristan Vizcaino (FA),3,4,75,46,0,1,1,1,0,0,0,1,10,10,0.0%,2021,2
12,Matt Gay (LAR),2,2,100,38,0,0,2,0,0,3,3,1,9,9,78.3%,2021,2
13,Zane Gonzalez (CAR),2,3,66.7,42,0,1,0,1,0,2,3,1,9,9,0.5%,2021,2
14,Cairo Santos (CHI),2,2,100,28,0,2,0,0,0,2,2,1,8,8,0.7%,2021,2
15,Justin Tucker (BAL),1,1,100,43,0,0,0,1,0,3,3,1,7,7,99.5%,2021,2
16,Evan McPherson (CIN),1,1,100,53,0,0,0,0,1,2,2,1,7,7,93.5%,2021,2
17,Chris Boswell (PIT),1,1,100,56,0,0,0,0,1,2,2,1,7,7,10.7%,2021,2
18,Chase McLaughlin (FA),1,1,100,30,0,0,1,0,0,4,4,1,7,7,0.2%,2021,2
19,Jason Myers (SEA),1,1,100,31,0,0,1,0,0,3,4,1,6,6,3.6%,2021,2
20,Austin Seibert (DET),1,1,100,43,0,0,0,1,0,2,2,1,6,6,0.1%,2021,2
21,Matt Ammendola (FA),2,3,66.7,35,0,1,1,0,0,0,0,1,6,6,0.1%,2021,2
22,Robbie Gould (SF),1,1,100,46,0,0,0,1,0,2,2,1,6,6,32.9%,2021,2
23,Ryan Succop (TB),0,0,0,0,0,0,0,0,0,6,7,1,6,6,16.1%,2021,2
24,Tyler Bass (BUF),0,1,0,0,0,0,0,0,0,5,5,1,5,5,83.0%,2021,2
25,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,5,5,1,5,5,23.3%,2021,2
26,Younghoe Koo (ATL),1,1,100,36,0,0,1,0,0,2,2,1,5,5,42.3%,2021,2
27,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,5,5,1,5,5,81.3%,2021,2
28,Jake Elliott (PHI),1,2,50,45,0,0,0,1,0,0,0,1,4,4,14.1%,2021,2
29,Joey Slye (WAS),0,1,0,0,0,0,0,0,0,3,3,1,3,3,0.6%,2021,2
30,Josh Lambo (FA),0,2,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2021,2
31,Aldrick Rosas (DET),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2021,2
32,Cameron Nizialek (PIT),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,2
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,2
35,Jason Sanders (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0%,2021,2
66,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,2
