Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Austin Seibert (DET),4,4,100,47,0,0,2,2,0,1,1,1,15,15,0.1%,2021,7
2,Graham Gano (NYG),3,3,100,53,0,0,0,2,1,2,2,1,15,15,34.0%,2021,7
3,Nick Folk (NE),2,2,100,50,0,0,1,0,1,6,7,1,14,14,66.2%,2021,7
4,Evan McPherson (CIN),2,2,100,52,0,0,1,0,1,5,5,1,13,13,93.5%,2021,7
5,Younghoe Koo (ATL),3,3,100,36,0,0,3,0,0,3,3,1,12,12,42.3%,2021,7
6,Randy Bullock (TEN),2,2,100,51,0,0,1,0,1,3,3,1,11,11,2.0%,2021,7
7,Daniel Carlson (LV),2,2,100,39,0,1,1,0,0,3,4,1,9,9,89.9%,2021,7
8,Matt Gay (LAR),2,2,100,47,0,0,1,1,0,2,2,1,9,9,78.3%,2021,7
9,Joey Slye (WAS),2,2,100,56,0,0,1,0,1,0,1,1,8,8,0.6%,2021,7
10,Ryan Succop (TB),1,2,50,22,0,1,0,0,0,5,5,1,8,8,16.1%,2021,7
11,Matt Prater (ARI),1,1,100,31,0,0,1,0,0,4,4,1,7,7,53.5%,2021,7
12,Brian Johnson (WAS),2,2,100,33,0,1,1,0,0,1,1,1,7,7,0.1%,2021,7
13,Michael Badgley (FA),1,1,100,42,0,0,0,1,0,3,3,1,7,7,15.6%,2021,7
14,Chase McLaughlin (FA),1,2,50,52,0,0,0,0,1,2,2,1,7,7,0.2%,2021,7
15,Justin Tucker (BAL),1,1,100,45,0,0,0,1,0,2,2,1,6,6,99.5%,2021,7
16,Jason Myers (SEA),1,3,33.3,50,0,0,0,0,1,1,1,1,6,6,3.6%,2021,7
17,Mason Crosby (GB),1,2,50,39,0,0,1,0,0,3,3,1,6,6,23.3%,2021,7
18,Chris Blewitt (FA),1,2,50,45,0,0,0,1,0,1,1,1,5,5,0.2%,2021,7
19,Ka'imi Fairbairn (HOU),1,1,100,53,0,0,0,0,1,0,0,1,5,5,0.3%,2021,7
20,Harrison Butker (KC),1,2,50,42,0,0,0,1,0,0,0,1,4,4,81.3%,2021,7
21,Zane Gonzalez (CAR),1,1,100,45,0,0,0,1,0,0,0,1,4,4,0.5%,2021,7
22,Jason Sanders (MIA),0,1,0,0,0,0,0,0,0,4,4,1,4,4,9.0%,2021,7
23,Cairo Santos (CHI),1,1,100,28,0,1,0,0,0,0,0,1,3,3,0.7%,2021,7
24,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,2,2,1,2,2,49.4%,2021,7
25,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,14.1%,2021,7
26,Matt Ammendola (FA),0,1,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2021,7
60,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,7
