Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Zane Gonzalez (CAR),4,4,100,57,0,2,0,0,2,1,1,1,17,17,0.5%,2021,8
2,Jake Elliott (PHI),3,3,100,43,0,1,0,2,0,5,5,1,16,16,14.1%,2021,8
3,Joey Slye (WAS),4,5,80,52,0,1,1,1,1,1,2,1,16,16,0.6%,2021,8
4,Nick Folk (NE),4,4,100,48,0,1,1,2,0,1,1,1,15,15,66.2%,2021,8
5,Greg Joseph (MIN),3,3,100,45,0,1,0,2,0,1,1,1,12,12,5.5%,2021,8
6,Brian Johnson (WAS),3,3,100,35,0,2,1,0,0,3,4,1,12,12,0.1%,2021,8
7,Randy Bullock (TEN),2,2,100,46,0,0,0,2,0,4,4,1,12,12,2.0%,2021,8
8,Cairo Santos (CHI),3,3,100,40,0,1,1,1,0,1,2,1,11,11,0.7%,2021,8
9,Younghoe Koo (ATL),2,3,66.7,53,0,0,0,1,1,1,1,1,10,10,42.3%,2021,8
10,Tyler Bass (BUF),2,2,100,57,0,0,1,0,1,2,2,1,10,10,83.0%,2021,8
11,Matt Gay (LAR),1,1,100,27,0,1,0,0,0,5,5,1,8,8,78.3%,2021,8
12,Greg Zuerlein (NYJ),2,3,66.7,39,0,0,2,0,0,2,2,1,8,8,17.8%,2021,8
13,Harrison Butker (KC),2,2,100,36,0,0,2,0,0,2,2,1,8,8,81.3%,2021,8
14,Matt Ammendola (FA),2,3,66.7,24,0,2,0,0,0,2,2,1,8,8,0.1%,2021,8
15,Michael Badgley (FA),1,1,100,34,0,0,1,0,0,4,4,1,7,7,15.6%,2021,8
16,Dustin Hopkins (LAC),1,1,100,48,0,0,0,1,0,3,3,1,7,7,3.2%,2021,8
17,Evan McPherson (CIN),1,1,100,21,0,1,0,0,0,4,4,1,7,7,93.5%,2021,8
18,Jason Myers (SEA),1,1,100,31,0,0,1,0,0,4,4,1,7,7,3.6%,2021,8
19,Brandon McManus (DEN),1,2,50,45,0,0,0,1,0,2,2,1,6,6,49.4%,2021,8
20,Chris Blewitt (FA),1,3,33.3,52,0,0,0,0,1,1,1,1,6,6,0.2%,2021,8
21,Mason Crosby (GB),1,1,100,21,0,1,0,0,0,3,3,1,6,6,23.3%,2021,8
22,Graham Gano (NYG),1,1,100,23,0,1,0,0,0,2,2,1,5,5,34.0%,2021,8
23,Jason Sanders (MIA),1,2,50,51,0,0,0,0,1,0,0,1,5,5,9.0%,2021,8
24,Chase McLaughlin (FA),1,1,100,30,0,0,1,0,0,1,1,1,4,4,0.2%,2021,8
25,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,3,3,1,3,3,53.5%,2021,8
26,Chris Boswell (PIT),1,1,100,31,0,0,1,0,0,0,0,1,3,3,10.7%,2021,8
27,Ryan Succop (TB),0,0,0,0,0,0,0,0,0,3,3,1,3,3,16.1%,2021,8
28,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,2,2,1,2,2,0.3%,2021,8
29,Matthew Wright (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.3%,2021,8
31,Austin Seibert (DET),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,8
32,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,8
67,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,8
