Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Chris Boswell (PIT),3,3,100,54,0,0,0,1,2,2,3,1,16,16,10.7%,2021,9
2,Brandon McManus (DEN),3,4,75,53,0,1,0,1,1,1,2,1,13,13,49.4%,2021,9
3,Matt Gay (LAR),3,3,100,54,0,1,1,0,1,1,1,1,12,12,78.3%,2021,9
4,Graham Gano (NYG),3,3,100,38,0,0,3,0,0,2,2,1,11,11,34.0%,2021,9
5,Chase McLaughlin (FA),2,3,66.7,28,0,2,0,0,0,5,5,1,11,11,0.2%,2021,9
6,Matthew Wright (FA),3,4,75,55,0,1,1,0,1,0,0,1,11,11,1.3%,2021,9
7,Ka'imi Fairbairn (HOU),3,3,100,40,0,1,1,1,0,0,0,1,10,10,0.3%,2021,9
8,Daniel Carlson (LV),3,4,75,32,0,2,1,0,0,1,1,1,10,10,89.9%,2021,9
9,Justin Tucker (BAL),2,2,100,37,0,0,2,0,0,4,4,1,10,10,99.5%,2021,9
10,Brian Johnson (WAS),2,2,100,52,0,0,1,0,1,1,1,1,9,9,0.1%,2021,9
11,Harrison Butker (KC),2,2,100,55,0,1,0,0,1,1,1,1,9,9,81.3%,2021,9
12,Younghoe Koo (ATL),2,2,100,32,0,1,1,0,0,3,3,1,9,9,42.3%,2021,9
13,Cairo Santos (CHI),2,3,66.7,30,0,1,1,0,0,3,3,1,9,9,0.7%,2021,9
14,Michael Badgley (FA),1,1,100,39,0,0,1,0,0,6,6,1,9,9,15.6%,2021,9
15,Greg Joseph (MIN),1,1,100,36,0,0,1,0,0,4,4,1,7,7,5.5%,2021,9
16,Dustin Hopkins (LAC),2,2,100,30,0,1,1,0,0,1,2,1,7,7,3.2%,2021,9
17,Zane Gonzalez (CAR),2,2,100,49,0,0,1,1,0,0,0,1,7,7,0.5%,2021,9
18,Tyler Bass (BUF),2,2,100,41,0,1,0,1,0,0,0,1,7,7,83.0%,2021,9
19,Matt Prater (ARI),1,1,100,26,0,1,0,0,0,4,4,1,7,7,53.5%,2021,9
20,Matt Ammendola (FA),1,1,100,33,0,0,1,0,0,3,3,1,6,6,0.1%,2021,9
21,Jason Sanders (MIA),1,1,100,42,0,0,0,1,0,2,2,1,6,6,9.0%,2021,9
22,Jake Elliott (PHI),1,1,100,24,0,1,0,0,0,3,3,1,6,6,14.1%,2021,9
23,Nick Folk (NE),1,2,50,37,0,0,1,0,0,3,3,1,6,6,66.2%,2021,9
24,Robbie Gould (SF),1,1,100,26,0,1,0,0,0,2,2,1,5,5,32.9%,2021,9
25,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,2.0%,2021,9
26,Evan McPherson (CIN),1,1,100,27,0,1,0,0,0,1,1,1,4,4,93.5%,2021,9
27,Mason Crosby (GB),0,2,0,0,0,0,0,0,0,1,1,1,1,1,23.3%,2021,9
64,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,9
65,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.8%,2021,9
