Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ryan Succop (TB),4,4,100,48,0,1,1,2,0,2,2,1,16,16,16.1%,2021,16
2,Dominik Eberle (GB),2,3,66.7,51,0,1,0,0,1,5,5,1,13,13,0.1%,2021,16
3,Elliott Fry (FA),3,4,75,44,0,0,2,1,0,3,4,1,13,13,4.0%,2021,16
4,Greg Joseph (MIN),3,3,100,44,0,2,0,1,0,2,2,1,12,12,5.5%,2021,16
5,Dustin Hopkins (LAC),3,3,100,50,0,0,1,1,1,0,0,1,12,12,3.2%,2021,16
6,Matt Gay (LAR),3,3,100,32,0,1,2,0,0,3,3,1,12,12,78.3%,2021,16
7,Younghoe Koo (ATL),2,2,100,53,0,0,0,1,1,2,2,1,11,11,42.3%,2021,16
8,Matthew Wright (FA),3,3,100,45,0,1,0,2,0,0,0,1,11,11,1.3%,2021,16
9,Evan McPherson (CIN),2,3,66.7,36,0,0,2,0,0,5,5,1,11,11,93.5%,2021,16
10,Jake Elliott (PHI),2,3,66.7,37,0,1,1,0,0,4,4,1,10,10,14.1%,2021,16
11,Brandon McManus (DEN),2,3,66.7,55,0,0,0,1,1,1,1,1,10,10,49.4%,2021,16
12,Riley Patterson (DET),3,3,100,37,0,2,1,0,0,1,1,1,10,10,1.0%,2021,16
13,Randy Bullock (TEN),2,2,100,44,0,0,1,1,0,2,2,1,9,9,2.0%,2021,16
14,Eddy Pineiro (NYJ),2,2,100,42,0,1,0,1,0,2,3,1,9,9,0.1%,2021,16
15,Jason Sanders (MIA),2,3,66.7,48,0,0,1,1,0,2,2,1,9,9,9.0%,2021,16
16,Tyler Bass (BUF),2,2,100,34,0,1,1,0,0,3,3,1,9,9,83.0%,2021,16
17,Michael Badgley (FA),2,3,66.7,41,0,0,1,1,0,2,2,1,9,9,15.6%,2021,16
18,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,8,8,1,8,8,17.8%,2021,16
19,Lirim Hajrullahu (FA),2,2,100,29,0,2,0,0,0,0,0,1,6,6,0.2%,2021,16
20,Robbie Gould (SF),1,1,100,48,0,0,0,1,0,2,2,1,6,6,32.9%,2021,16
21,Jason Myers (SEA),1,2,50,36,0,0,1,0,0,3,3,1,6,6,3.6%,2021,16
22,Daniel Carlson (LV),1,1,100,41,0,0,0,1,0,2,2,1,6,6,89.9%,2021,16
23,Graham Gano (NYG),1,1,100,54,0,0,0,0,1,1,1,1,6,6,34.0%,2021,16
24,Mason Crosby (GB),1,1,100,32,0,0,1,0,0,3,3,1,6,6,23.3%,2021,16
25,Cairo Santos (CHI),1,1,100,35,0,0,1,0,0,2,2,1,5,5,0.7%,2021,16
26,Chris Boswell (PIT),1,2,50,34,0,0,1,0,0,1,1,1,4,4,10.7%,2021,16
27,Matt Prater (ARI),1,3,33.3,28,0,1,0,0,0,1,2,1,4,4,53.5%,2021,16
28,Chris Naggar (DAL),1,1,100,37,0,0,1,0,0,1,2,1,4,4,52.6%,2021,16
29,Nick Folk (NE),0,0,0,0,0,0,0,0,0,3,3,1,3,3,66.2%,2021,16
30,Brett Maher (FA),1,1,100,38,0,0,1,0,0,0,0,1,3,3,2.0%,2021,16
31,Justin Tucker (BAL),0,0,0,0,0,0,0,0,0,3,3,1,3,3,99.5%,2021,16
32,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.6%,2021,16
66,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,16
