Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Jason Myers (SEA),3,3,100,51,0,0,1,1,1,6,6,1,18,18,3.6%,2021,17
2,Chris Boswell (PIT),4,4,100,50,0,1,1,1,1,2,2,1,17,17,10.7%,2021,17
3,Justin Tucker (BAL),4,4,100,46,0,1,1,2,0,1,1,1,15,15,99.5%,2021,17
4,Matt Prater (ARI),4,4,100,53,0,2,1,0,1,1,1,1,15,15,53.5%,2021,17
5,Brett Maher (FA),4,4,100,41,0,1,1,2,0,0,1,1,14,14,2.0%,2021,17
6,Mason Crosby (GB),3,3,100,37,0,0,3,0,0,4,4,1,13,13,23.3%,2021,17
7,Daniel Carlson (LV),3,3,100,47,0,0,1,2,0,2,2,1,13,13,89.9%,2021,17
8,Joey Slye (WAS),3,3,100,55,0,0,2,0,1,1,1,1,12,12,0.6%,2021,17
9,Robbie Gould (SF),3,3,100,37,0,1,2,0,0,2,2,1,11,11,32.9%,2021,17
10,Randy Bullock (TEN),2,2,100,44,0,1,0,1,0,4,4,1,11,11,2.0%,2021,17
11,Evan McPherson (CIN),2,2,100,46,0,1,0,1,0,4,4,1,11,11,93.5%,2021,17
12,Dustin Hopkins (LAC),2,2,100,23,1,1,0,0,0,4,4,1,10,10,3.2%,2021,17
13,Jake Elliott (PHI),2,2,100,42,0,0,0,2,0,2,2,1,10,10,14.1%,2021,17
14,Cairo Santos (CHI),2,2,100,44,0,1,0,1,0,3,3,1,10,10,0.7%,2021,17
15,Michael Badgley (FA),2,2,100,46,0,0,0,2,0,2,2,1,10,10,15.6%,2021,17
16,Brandon McManus (DEN),2,2,100,61,0,1,0,0,1,1,1,1,9,9,49.4%,2021,17
17,Nick Folk (NE),1,1,100,43,0,0,0,1,0,5,6,1,9,9,66.2%,2021,17
18,Eddy Pineiro (NYJ),1,1,100,51,0,0,0,0,1,3,3,1,8,8,0.1%,2021,17
19,Ryan Succop (TB),2,2,100,39,0,1,1,0,0,2,2,1,8,8,16.1%,2021,17
20,Harrison Butker (KC),1,1,100,34,0,0,1,0,0,4,4,1,7,7,81.3%,2021,17
21,Younghoe Koo (ATL),2,2,100,28,0,2,0,0,0,1,1,1,7,7,42.3%,2021,17
22,Greg Joseph (MIN),1,1,100,51,0,0,0,0,1,1,1,1,6,6,5.5%,2021,17
23,Lirim Hajrullahu (FA),1,2,50,32,0,0,1,0,0,1,1,1,4,4,0.2%,2021,17
24,Matthew Wright (FA),1,1,100,29,0,1,0,0,0,1,1,1,4,4,1.3%,2021,17
25,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,3,3,1,3,3,83.0%,2021,17
26,Jason Sanders (MIA),1,2,50,39,0,0,1,0,0,0,0,1,3,3,9.0%,2021,17
27,Graham Gano (NYG),1,1,100,38,0,0,1,0,0,0,0,1,3,3,34.0%,2021,17
28,Riley Patterson (DET),0,1,0,0,0,0,0,0,0,3,3,1,3,3,1.0%,2021,17
29,Matt Gay (LAR),0,1,0,0,0,0,0,0,0,2,2,1,2,2,78.3%,2021,17
30,Greg Zuerlein (NYJ),0,1,0,0,0,0,0,0,0,2,2,1,2,2,17.8%,2021,17
31,Chase McLaughlin (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.2%,2021,17
32,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,1,1,1,1,1,0.3%,2021,17
53,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,17
67,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,17
