Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Matt Prater (ARI),3,3,100,53,0,0,0,1,2,2,2,1,16,16,53.5%,2021,14
2,Justin Tucker (BAL),3,3,100,55,0,0,0,1,2,1,1,1,15,15,99.5%,2021,14
3,Cairo Santos (CHI),3,3,100,44,0,1,0,2,0,3,3,1,14,14,0.7%,2021,14
4,Harrison Butker (KC),2,2,100,54,0,0,1,0,1,6,6,1,14,14,81.3%,2021,14
5,Matt Gay (LAR),3,3,100,55,0,0,2,0,1,3,3,1,14,14,78.3%,2021,14
6,Dustin Hopkins (LAC),3,3,100,39,0,2,1,0,0,4,4,1,13,13,3.2%,2021,14
7,Greg Zuerlein (NYJ),4,4,100,38,0,1,3,0,0,1,1,1,13,13,17.8%,2021,14
8,Greg Joseph (MIN),3,4,75,42,0,1,1,1,0,3,4,1,13,13,5.5%,2021,14
9,Brett Maher (FA),3,3,100,37,0,1,2,0,0,3,3,1,12,12,2.0%,2021,14
10,Evan McPherson (CIN),3,4,75,41,0,1,1,1,0,2,2,1,12,12,93.5%,2021,14
11,Younghoe Koo (ATL),3,3,100,48,0,0,2,1,0,2,2,1,12,12,42.3%,2021,14
12,Brandon McManus (DEN),1,1,100,52,0,0,0,0,1,5,5,1,10,10,49.4%,2021,14
13,Eddy Pineiro (NYJ),3,3,100,46,0,0,2,1,0,0,0,1,10,10,0.1%,2021,14
14,Tyler Bass (BUF),2,2,100,25,0,2,0,0,0,3,3,1,9,9,83.0%,2021,14
15,Ka'imi Fairbairn (HOU),2,2,100,61,0,1,0,0,1,1,1,1,9,9,0.3%,2021,14
16,Mason Crosby (GB),1,1,100,20,0,1,0,0,0,6,6,1,9,9,23.3%,2021,14
17,Ryan Succop (TB),2,2,100,24,0,2,0,0,0,3,3,1,9,9,16.1%,2021,14
18,Randy Bullock (TEN),2,3,66.7,44,0,1,0,1,0,2,2,1,9,9,2.0%,2021,14
19,Robbie Gould (SF),2,3,66.7,33,0,1,1,0,0,2,2,1,8,8,32.9%,2021,14
20,Jason Myers (SEA),2,2,100,38,0,0,2,0,0,1,3,1,7,7,3.6%,2021,14
21,Chase McLaughlin (FA),1,2,50,43,0,0,0,1,0,3,3,1,7,7,0.2%,2021,14
22,Riley Patterson (DET),1,1,100,36,0,0,1,0,0,1,1,1,4,4,1.0%,2021,14
23,Daniel Carlson (LV),1,1,100,26,0,1,0,0,0,0,1,1,3,3,89.9%,2021,14
24,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.5%,2021,14
25,Chris Boswell (PIT),0,1,0,0,0,0,0,0,0,2,2,1,2,2,10.7%,2021,14
26,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,34.0%,2021,14
30,Matthew Wright (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3%,2021,14
32,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,14
43,Brian Johnson (WAS),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.1%,2021,14
