Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Nick Folk (NE),4,4,100,49,0,1,0,3,0,2,2,1,17,17,71.6%,2022,9
2,Ryan Succop (TB),3,4,75,50,0,1,1,0,1,1,1,1,12,12,33.6%,2022,9
3,Riley Patterson (JAC),2,3,66.7,48,0,0,0,2,0,3,3,1,11,11,6.0%,2022,9
4,Greg Zuerlein (NYJ),2,2,100,53,0,1,0,0,1,2,2,1,10,10,13.3%,2022,9
5,Justin Tucker (BAL),2,2,100,41,0,0,1,1,0,3,3,1,10,10,98.9%,2022,9
6,Cameron Dicker (LAC),2,2,100,37,0,0,2,0,0,2,2,1,8,8,38.2%,2022,9
7,Greg Joseph (MIN),2,2,100,28,0,2,0,0,0,2,2,1,8,8,28.6%,2022,9
8,Daniel Carlson (LV),2,2,100,38,0,0,2,0,0,2,2,1,8,8,91.4%,2022,9
9,Jason Myers (SEA),1,1,100,49,0,0,0,1,0,4,4,1,8,8,54.2%,2022,9
10,Tyler Bass (BUF),1,2,50,51,0,0,0,0,1,2,2,1,7,7,92.4%,2022,9
11,Matt Gay (LAR),2,2,100,35,0,1,1,0,0,1,1,1,7,7,41.5%,2022,9
12,Wil Lutz (NO),2,2,100,37,0,0,2,0,0,1,1,1,7,7,6.7%,2022,9
13,Randy Bullock (TEN),1,1,100,44,0,0,0,1,0,2,2,1,6,6,1.5%,2022,9
14,Cairo Santos (CHI),1,1,100,32,0,0,1,0,0,3,3,1,6,6,12.0%,2022,9
15,Evan McPherson (CIN),0,1,0,0,0,0,0,0,0,6,6,1,6,6,85.1%,2022,9
16,Harrison Butker (KC),2,3,66.7,28,0,2,0,0,0,0,1,1,6,6,89.1%,2022,9
17,Joey Slye (WAS),1,1,100,44,0,0,0,1,0,2,2,1,6,6,1.9%,2022,9
18,Ka'imi Fairbairn (HOU),1,1,100,30,0,0,1,0,0,2,2,1,5,5,1.9%,2022,9
19,Jason Sanders (MIA),0,1,0,0,0,0,0,0,0,5,5,1,5,5,13.7%,2022,9
20,Younghoe Koo (ATL),1,2,50,29,0,1,0,0,0,2,2,1,5,5,42.7%,2022,9
21,Chase McLaughlin (IND),1,2,50,40,0,0,0,1,0,0,0,1,4,4,7.7%,2022,9
22,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,3,3,1,3,3,15.5%,2022,9
23,Mason Crosby (GB),1,1,100,25,0,1,0,0,0,0,0,1,3,3,4.5%,2022,9
24,Eddy Pineiro (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,4.6%,2022,9
25,Jake Elliott (PHI),0,1,0,0,0,0,0,0,0,3,3,1,3,3,27.6%,2022,9
26,Michael Badgley (DET),0,0,0,0,0,0,0,0,0,1,1,1,1,1,27.8%,2022,9
