Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Younghoe Koo (ATL),4,5,80,54,0,1,0,1,2,2,2,1,19,19,42.7%,2022,1
2,Cade York (CLE),4,4,100,58,0,1,2,0,1,2,2,1,16,16,8.3%,2022,1
3,Ryan Succop (TB),4,5,80,47,0,1,1,2,0,1,1,1,15,15,33.6%,2022,1
4,Chris Boswell (PIT),3,4,75,53,0,1,0,1,1,2,2,1,14,14,16.2%,2022,1
5,Greg Joseph (MIN),3,3,100,56,0,2,0,0,1,2,2,1,13,13,28.6%,2022,1
6,Riley Patterson (JAC),3,4,75,45,0,0,1,2,0,1,1,1,12,12,6.0%,2022,1
7,Brandon McManus (DEN),3,4,75,40,0,1,1,1,0,1,1,1,11,11,34.8%,2022,1
8,Jason Sanders (MIA),2,2,100,49,0,0,0,2,0,2,2,1,10,10,13.7%,2022,1
9,Ka'imi Fairbairn (HOU),2,2,100,45,0,0,0,2,0,2,2,1,10,10,1.9%,2022,1
10,Wil Lutz (NO),2,3,66.7,51,0,0,0,1,1,1,1,1,10,10,6.7%,2022,1
11,Randy Bullock (TEN),2,3,66.7,46,0,1,0,1,0,2,2,1,9,9,1.5%,2022,1
12,Daniel Carlson (LV),2,2,100,55,0,1,0,0,1,1,1,1,9,9,91.4%,2022,1
13,Rodrigo Blankenship (FA),2,3,66.7,45,0,1,0,1,0,2,2,1,9,9,0.7%,2022,1
14,Harrison Butker (KC),1,1,100,54,0,0,0,0,1,4,4,1,9,9,89.1%,2022,1
15,Tyler Bass (BUF),1,1,100,41,0,0,0,1,0,4,4,1,8,8,92.4%,2022,1
16,Jake Elliott (PHI),1,1,100,23,0,1,0,0,0,5,5,1,8,8,27.6%,2022,1
17,Evan McPherson (CIN),2,3,66.7,59,0,1,0,0,1,0,1,1,8,8,85.1%,2022,1
18,Dustin Hopkins (LAC),1,2,50,43,0,0,0,1,0,3,3,1,7,7,2.6%,2022,1
19,Justin Tucker (BAL),1,1,100,24,0,1,0,0,0,3,3,1,6,6,98.9%,2022,1
20,Matt Gay (LAR),1,1,100,57,0,0,0,0,1,1,1,1,6,6,41.5%,2022,1
21,Eddy Pineiro (CAR),1,1,100,34,0,0,1,0,0,3,3,1,6,6,4.6%,2022,1
22,Jason Myers (SEA),1,1,100,49,0,0,0,1,0,2,2,1,6,6,54.2%,2022,1
23,Austin Seibert (FA),0,0,0,0,0,0,0,0,0,5,5,1,5,5,0.2%,2022,1
24,Brett Maher (DAL),1,1,100,51,0,0,0,0,1,0,0,1,5,5,79.4%,2022,1
25,Greg Zuerlein (NYJ),1,2,50,45,0,0,0,1,0,0,1,1,4,4,13.3%,2022,1
26,Robbie Gould (SF),1,1,100,25,0,1,0,0,0,1,1,1,4,4,43.1%,2022,1
27,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,2,2,1,2,2,1.9%,2022,1
28,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,1,1,1,1,1,4.5%,2022,1
29,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,69.0%,2022,1
30,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,1,1,1,1,1,15.5%,2022,1
31,Nick Folk (NE),0,0,0,0,0,0,0,0,0,1,1,1,1,1,71.6%,2022,1
32,Cairo Santos (CHI),0,0,0,0,0,0,0,0,0,1,3,1,1,1,12.0%,2022,1
