Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Cairo Santos (CHI),4,4,100,50,0,1,1,1,1,3,3,1,18,18,12.0%,2022,7
2,Jason Myers (SEA),3,3,100,50,0,0,1,1,1,4,4,1,16,16,54.2%,2022,7
3,Randy Bullock (TEN),4,4,100,48,0,2,1,1,0,1,1,1,14,14,1.5%,2022,7
4,Robbie Gould (SF),3,3,100,50,0,0,1,1,1,2,2,1,14,14,43.1%,2022,7
5,Justin Tucker (BAL),3,3,100,55,0,0,2,0,1,2,2,1,13,13,98.9%,2022,7
6,Jason Sanders (MIA),3,3,100,47,0,1,0,2,0,1,1,1,12,12,13.7%,2022,7
7,Greg Zuerlein (NYJ),3,3,100,45,0,0,1,2,0,1,1,1,12,12,13.3%,2022,7
8,Joey Slye (WAS),3,4,75,31,1,1,1,0,0,2,2,1,11,11,1.9%,2022,7
9,Wil Lutz (NO),2,2,100,45,0,1,0,1,0,4,4,1,11,11,6.7%,2022,7
10,Graham Gano (NYG),3,3,100,34,0,0,3,0,0,2,2,1,11,11,69.0%,2022,7
11,Daniel Carlson (LV),1,1,100,50,0,0,0,0,1,5,5,1,10,10,91.4%,2022,7
12,Ka'imi Fairbairn (HOU),2,3,66.7,55,0,0,1,0,1,2,2,1,10,10,1.9%,2022,7
13,Rodrigo Blankenship (FA),2,2,100,50,0,1,0,0,1,2,3,1,10,10,0.7%,2022,7
14,Michael Badgley (DET),2,2,100,53,0,0,0,1,1,0,0,1,9,9,27.8%,2022,7
15,Cade York (CLE),2,3,66.7,41,0,0,1,1,0,2,2,1,9,9,8.3%,2022,7
16,Younghoe Koo (ATL),1,1,100,43,0,0,0,1,0,2,2,1,6,6,42.7%,2022,7
17,Harrison Butker (KC),0,1,0,0,0,0,0,0,0,6,6,1,6,6,89.1%,2022,7
18,Brett Maher (DAL),1,1,100,22,0,1,0,0,0,3,3,1,6,6,79.4%,2022,7
19,Chase McLaughlin (IND),1,1,100,50,0,0,0,0,1,1,1,1,6,6,7.7%,2022,7
20,Evan McPherson (CIN),0,0,0,0,0,0,0,0,0,5,5,1,5,5,85.1%,2022,7
21,Chris Boswell (PIT),1,1,100,45,0,0,0,1,0,1,1,1,5,5,16.2%,2022,7
22,Brandon McManus (DEN),1,2,50,44,0,0,0,1,0,0,1,1,4,4,34.8%,2022,7
23,Ryan Succop (TB),1,1,100,27,0,1,0,0,0,0,0,1,3,3,33.6%,2022,7
24,Riley Patterson (JAC),1,1,100,27,0,1,0,0,0,0,1,1,3,3,6.0%,2022,7
25,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,3,3,1,3,3,4.5%,2022,7
26,Eddy Pineiro (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,4.6%,2022,7
27,Taylor Bertolet (LAC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.7%,2022,7
28,Nick Folk (NE),0,0,0,0,0,0,0,0,0,2,2,1,2,2,71.6%,2022,7
