Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Nick Folk (NE),5,5,100,52,0,0,1,3,1,1,1,1,21,21,71.6%,2022,8
2,Younghoe Koo (ATL),3,3,100,41,0,0,2,1,0,4,4,1,14,14,42.7%,2022,8
3,Jason Myers (SEA),2,2,100,51,0,0,1,0,1,3,3,1,11,11,54.2%,2022,8
4,Chase McLaughlin (IND),3,3,100,46,0,1,1,1,0,1,1,1,11,11,7.7%,2022,8
5,Michael Badgley (DET),2,2,100,42,0,1,0,1,0,3,3,1,10,10,27.8%,2022,8
6,Ryan Succop (TB),3,3,100,31,0,1,2,0,0,1,1,1,10,10,33.6%,2022,8
7,Tyler Bass (BUF),2,2,100,42,0,0,1,1,0,3,3,1,10,10,92.4%,2022,8
8,Matt Prater (ARI),2,2,100,44,0,0,1,1,0,2,2,1,9,9,15.5%,2022,8
9,Eddy Pineiro (CAR),2,3,66.7,42,0,0,1,1,0,2,3,1,9,9,4.6%,2022,8
10,Justin Tucker (BAL),2,3,66.7,30,0,1,1,0,0,3,3,1,9,9,98.9%,2022,8
11,Jason Sanders (MIA),1,1,100,45,0,0,0,1,0,4,4,1,8,8,13.7%,2022,8
12,Cade York (CLE),1,2,50,55,0,0,0,0,1,3,3,1,8,8,8.3%,2022,8
13,Graham Gano (NYG),2,2,100,45,0,0,1,1,0,1,1,1,8,8,69.0%,2022,8
14,Robbie Gould (SF),1,1,100,29,0,1,0,0,0,4,4,1,7,7,43.1%,2022,8
15,Brett Maher (DAL),0,0,0,0,0,0,0,0,0,7,7,1,7,7,79.4%,2022,8
16,Nick Sciba (FA),2,2,100,38,0,1,1,0,0,1,1,1,7,7,0.0%,2022,8
17,Wil Lutz (NO),1,2,50,37,0,0,1,0,0,3,3,1,6,6,6.7%,2022,8
18,Joey Slye (WAS),1,1,100,28,0,1,0,0,0,2,2,1,5,5,1.9%,2022,8
19,Ka'imi Fairbairn (HOU),1,1,100,43,0,0,0,1,0,1,1,1,5,5,1.9%,2022,8
20,Greg Zuerlein (NYJ),1,2,50,28,0,1,0,0,0,2,2,1,5,5,13.3%,2022,8
21,Riley Patterson (JAC),1,1,100,37,0,0,1,0,0,2,2,1,5,5,6.0%,2022,8
22,Randy Bullock (TEN),1,2,50,29,0,1,0,0,0,2,2,1,5,5,1.5%,2022,8
23,Mason Crosby (GB),1,2,50,38,0,0,1,0,0,2,2,1,5,5,4.5%,2022,8
24,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,5,5,1,5,5,27.6%,2022,8
25,Cairo Santos (CHI),1,1,100,36,0,0,1,0,0,2,2,1,5,5,12.0%,2022,8
26,Greg Joseph (MIN),0,1,0,0,0,0,0,0,0,4,5,1,4,4,28.6%,2022,8
27,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,3,3,1,3,3,34.8%,2022,8
28,Matt Gay (LAR),0,0,0,0,0,0,0,0,0,2,2,1,2,2,41.5%,2022,8
29,Evan McPherson (CIN),0,1,0,0,0,0,0,0,0,1,2,1,1,1,85.1%,2022,8
33,Rodrigo Blankenship (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2022,8
36,Daniel Carlson (LV),0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.4%,2022,8
