Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Nick Folk (NE),5,5,100,44,0,1,3,1,0,2,2,1,18,18,71.6%,2022,5
2,Chase McLaughlin (IND),4,4,100,52,0,0,1,1,2,0,0,1,17,17,7.7%,2022,5
3,Justin Tucker (BAL),4,4,100,58,0,1,1,1,1,1,1,1,16,16,98.9%,2022,5
4,Daniel Carlson (LV),3,3,100,53,0,0,0,1,2,2,2,1,16,16,91.4%,2022,5
5,Cairo Santos (CHI),3,3,100,51,0,0,0,1,2,1,1,1,15,15,12.0%,2022,5
6,Taylor Bertolet (LAC),3,3,100,28,0,3,0,0,0,3,3,1,12,12,0.7%,2022,5
7,Brett Maher (DAL),3,3,100,40,0,0,2,1,0,1,1,1,11,11,79.4%,2022,5
8,Brandon McManus (DEN),3,4,75,45,0,0,1,2,0,0,0,1,11,11,34.8%,2022,5
9,Ka'imi Fairbairn (HOU),2,2,100,51,0,0,0,0,2,1,1,1,11,11,1.9%,2022,5
10,Jason Myers (SEA),2,2,100,56,0,0,1,0,1,2,3,1,10,10,54.2%,2022,5
11,Mason Crosby (GB),2,2,100,48,0,0,0,2,0,2,2,1,10,10,4.5%,2022,5
12,Eddy Pineiro (CAR),3,4,75,43,0,0,2,1,0,0,0,1,10,10,4.6%,2022,5
13,Graham Gano (NYG),2,2,100,48,0,0,1,1,0,3,3,1,10,10,69.0%,2022,5
14,Wil Lutz (NO),1,1,100,56,0,0,0,0,1,4,4,1,9,9,6.7%,2022,5
15,Cameron Dicker (LAC),2,2,100,42,0,1,0,1,0,2,2,1,9,9,38.2%,2022,5
16,Matthew Wright (KC),1,2,50,59,0,0,0,0,1,3,3,1,8,8,3.0%,2022,5
17,Ryan Succop (TB),2,2,100,44,0,1,0,1,0,1,1,1,8,8,33.6%,2022,5
18,Greg Zuerlein (NYJ),1,1,100,34,0,0,1,0,0,5,5,1,8,8,13.3%,2022,5
19,Tyler Bass (BUF),1,2,50,35,0,0,1,0,0,5,5,1,8,8,92.4%,2022,5
20,Joey Slye (WAS),1,1,100,50,0,0,0,0,1,2,2,1,7,7,1.9%,2022,5
21,Robbie Gould (SF),1,2,50,49,0,0,0,1,0,3,3,1,7,7,43.1%,2022,5
22,Riley Patterson (JAC),2,2,100,45,0,1,0,1,0,0,0,1,7,7,6.0%,2022,5
23,Jason Sanders (MIA),1,2,50,46,0,0,0,1,0,2,2,1,6,6,13.7%,2022,5
24,Evan McPherson (CIN),1,1,100,40,0,0,0,1,0,2,2,1,6,6,85.1%,2022,5
25,Matt Ammendola (GB),1,2,50,20,0,1,0,0,0,2,2,1,5,5,0.1%,2022,5
26,Matt Gay (LAR),1,2,50,29,0,1,0,0,0,1,1,1,4,4,41.5%,2022,5
27,Cade York (CLE),0,2,0,0,0,0,0,0,0,4,4,1,4,4,8.3%,2022,5
28,Greg Joseph (MIN),0,2,0,0,0,0,0,0,0,3,3,1,3,3,28.6%,2022,5
29,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,3,3,1,3,3,1.5%,2022,5
30,Chris Boswell (PIT),1,3,33.3,29,0,1,0,0,0,0,0,1,3,3,16.2%,2022,5
31,Younghoe Koo (ATL),0,1,0,0,0,0,0,0,0,1,1,1,1,1,42.7%,2022,5
38,Quinn Nordin (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,5
