Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Chase McLaughlin (IND),5,5,100,52,0,3,0,1,1,3,3,1,21,21,7.7%,2022,15
2,Matt Prater (ARI),3,3,100,55,0,0,0,1,2,0,0,1,14,14,15.5%,2022,15
3,Nick Folk (NE),3,3,100,54,0,1,0,1,1,1,1,1,13,13,71.6%,2022,15
4,Eddy Pineiro (CAR),3,3,100,52,0,1,1,0,1,1,1,1,12,12,4.6%,2022,15
5,Graham Gano (NYG),2,2,100,50,0,0,0,0,2,2,2,1,12,12,69.0%,2022,15
6,Jason Sanders (MIA),3,3,100,47,0,1,1,1,0,2,2,1,12,12,13.7%,2022,15
7,Brett Maher (DAL),2,2,100,53,0,1,0,0,1,4,4,1,12,12,79.4%,2022,15
8,Riley Patterson (JAC),2,2,100,48,0,0,1,1,0,4,4,1,11,11,6.0%,2022,15
9,Joey Slye (WAS),2,2,100,51,0,0,0,1,1,0,1,1,9,9,1.9%,2022,15
10,Evan McPherson (CIN),2,2,100,41,0,1,0,1,0,2,2,1,9,9,85.1%,2022,15
11,Jason Myers (SEA),2,2,100,51,0,0,1,0,1,1,1,1,9,9,54.2%,2022,15
12,Brandon McManus (DEN),1,2,50,52,0,0,0,0,1,3,3,1,8,8,34.8%,2022,15
13,Matt Gay (LAR),2,2,100,55,0,0,1,0,1,0,1,1,8,8,41.5%,2022,15
14,Cade York (CLE),2,4,50,47,0,1,0,1,0,1,1,1,8,8,8.3%,2022,15
15,Chris Boswell (PIT),1,1,100,50,0,0,0,0,1,3,3,1,8,8,16.2%,2022,15
16,Michael Badgley (DET),2,3,66.7,34,0,0,2,0,0,2,2,1,8,8,27.8%,2022,15
17,Greg Joseph (MIN),1,1,100,40,0,0,0,1,0,4,4,1,8,8,28.6%,2022,15
18,Daniel Carlson (LV),1,1,100,49,0,0,0,1,0,3,3,1,7,7,91.4%,2022,15
19,Cameron Dicker (LAC),1,1,100,43,0,0,0,1,0,2,2,1,6,6,38.2%,2022,15
20,Tyler Bass (BUF),1,1,100,25,0,1,0,0,0,3,3,1,6,6,92.4%,2022,15
21,Mason Crosby (GB),1,1,100,34,0,0,1,0,0,3,3,1,6,6,4.5%,2022,15
22,Ka'imi Fairbairn (HOU),1,1,100,29,0,1,0,0,0,3,3,1,6,6,1.9%,2022,15
23,Justin Tucker (BAL),1,3,33.3,53,0,0,0,0,1,0,0,1,5,5,98.9%,2022,15
24,Ryan Succop (TB),1,2,50,21,0,1,0,0,0,2,2,1,5,5,33.6%,2022,15
25,Jake Elliott (PHI),1,2,50,32,0,0,1,0,0,2,2,1,5,5,27.6%,2022,15
26,Greg Zuerlein (NYJ),1,2,50,34,0,0,1,0,0,2,2,1,5,5,13.3%,2022,15
27,Younghoe Koo (ATL),1,1,100,28,0,1,0,0,0,1,1,1,4,4,42.7%,2022,15
28,Harrison Butker (KC),1,2,50,27,0,1,0,0,0,1,2,1,4,4,89.1%,2022,15
29,Robbie Gould (SF),0,1,0,0,0,0,0,0,0,3,3,1,3,3,43.1%,2022,15
30,Wil Lutz (NO),0,0,0,0,0,0,0,0,0,3,3,1,3,3,6.7%,2022,15
31,Randy Bullock (TEN),0,1,0,0,0,0,0,0,0,2,2,1,2,2,1.5%,2022,15
32,Cairo Santos (CHI),0,0,0,0,0,0,0,0,0,2,3,1,2,2,12.0%,2022,15
54,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2022,15
