Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Greg Zuerlein (NYJ),4,4,100,52,0,0,0,2,2,0,0,1,18,18,13.3%,2022,3
2,Graham Gano (NYG),3,4,75,51,0,0,0,1,2,1,1,1,15,15,69.0%,2022,3
3,Cairo Santos (CHI),3,3,100,50,0,0,1,1,1,2,2,1,14,14,12.0%,2022,3
4,Matt Prater (ARI),4,4,100,49,0,1,1,2,0,0,0,1,14,14,15.5%,2022,3
5,Riley Patterson (JAC),3,3,100,23,0,3,0,0,0,3,3,1,12,12,6.0%,2022,3
6,Eddy Pineiro (CAR),3,3,100,48,0,0,1,2,0,1,1,1,12,12,4.6%,2022,3
7,Brett Maher (DAL),3,4,75,44,0,2,0,1,0,2,2,1,12,12,79.4%,2022,3
8,Younghoe Koo (ATL),2,2,100,54,0,0,0,1,1,3,3,1,12,12,42.7%,2022,3
9,Jason Myers (SEA),3,3,100,32,0,1,2,0,0,2,2,1,11,11,54.2%,2022,3
10,Chase McLaughlin (IND),2,2,100,51,0,0,0,1,1,2,2,1,11,11,7.7%,2022,3
11,Daniel Carlson (LV),3,3,100,35,0,1,2,0,0,1,1,1,10,10,91.4%,2022,3
12,Evan McPherson (CIN),2,3,66.7,43,0,1,0,1,0,3,3,1,10,10,85.1%,2022,3
13,Nick Folk (NE),2,2,100,50,0,0,1,0,1,2,2,1,10,10,71.6%,2022,3
14,Justin Tucker (BAL),1,1,100,56,0,0,0,0,1,4,5,1,9,9,98.9%,2022,3
15,Matt Gay (LAR),2,2,100,40,0,1,0,1,0,2,2,1,9,9,41.5%,2022,3
16,Ka'imi Fairbairn (HOU),2,2,100,39,0,1,1,0,0,2,2,1,8,8,1.9%,2022,3
17,Ryan Succop (TB),2,2,100,45,0,0,0,2,0,0,0,1,8,8,33.6%,2022,3
18,Randy Bullock (TEN),1,1,100,48,0,0,0,1,0,3,3,1,7,7,1.5%,2022,3
19,Austin Seibert (FA),1,3,33.3,40,0,0,0,1,0,3,3,1,7,7,0.2%,2022,3
20,Jake Elliott (PHI),1,1,100,32,0,0,1,0,0,3,3,1,6,6,27.6%,2022,3
21,Robbie Gould (SF),1,1,100,51,0,0,0,0,1,1,1,1,6,6,43.1%,2022,3
22,Brandon McManus (DEN),1,2,50,55,0,0,0,0,1,0,0,1,5,5,34.8%,2022,3
23,Chris Boswell (PIT),1,2,50,34,0,0,1,0,0,2,2,1,5,5,16.2%,2022,3
24,Cade York (CLE),1,1,100,34,0,0,1,0,0,2,3,1,5,5,8.3%,2022,3
25,Tyler Bass (BUF),1,2,50,30,0,0,1,0,0,2,2,1,5,5,92.4%,2022,3
26,Dustin Hopkins (LAC),1,1,100,25,0,1,0,0,0,1,1,1,4,4,2.6%,2022,3
27,Greg Joseph (MIN),0,2,0,0,0,0,0,0,0,4,4,1,4,4,28.6%,2022,3
28,Matt Ammendola (GB),1,2,50,26,0,1,0,0,0,0,1,1,3,3,0.1%,2022,3
29,Jason Sanders (MIA),0,0,0,0,0,0,0,0,0,3,3,1,3,3,13.7%,2022,3
30,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,2,2,1,2,2,4.5%,2022,3
31,Wil Lutz (NO),0,2,0,0,0,0,0,0,0,2,2,1,2,2,6.7%,2022,3
33,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9%,2022,3
