Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Bass (BUF),6,6,100,56,0,1,2,2,1,1,1,1,23,23,92.4%,2022,11
2,Brett Maher (DAL),4,4,100,60,0,1,0,0,3,4,4,1,22,22,79.4%,2022,11
3,Evan McPherson (CIN),3,3,100,54,0,0,0,2,1,4,4,1,17,17,85.1%,2022,11
4,Harrison Butker (KC),3,3,100,52,0,0,2,0,1,3,3,1,14,14,89.1%,2022,11
5,Daniel Carlson (LV),3,4,75,57,0,1,0,0,2,1,1,1,14,14,91.4%,2022,11
6,Brandon McManus (DEN),3,4,75,52,0,0,0,2,1,1,1,1,14,14,34.8%,2022,11
7,Matthew Wright (KC),3,3,100,42,0,0,2,1,0,3,3,1,13,13,3.0%,2022,11
8,Chase McLaughlin (IND),3,4,75,51,0,0,2,0,1,1,1,1,12,12,7.7%,2022,11
9,Joey Slye (WAS),3,3,100,44,0,2,0,1,0,2,2,1,12,12,1.9%,2022,11
10,Younghoe Koo (ATL),2,2,100,53,0,0,0,1,1,3,3,1,12,12,42.7%,2022,11
11,Wil Lutz (NO),2,2,100,46,0,1,0,1,0,3,3,1,10,10,6.7%,2022,11
12,Matt Gay (LAR),2,2,100,58,0,0,1,0,1,2,2,1,10,10,41.5%,2022,11
13,Cameron Dicker (LAC),2,2,100,46,0,1,0,1,0,3,3,1,10,10,38.2%,2022,11
14,Robbie Gould (SF),1,1,100,39,0,0,1,0,0,5,5,1,8,8,43.1%,2022,11
15,Cairo Santos (CHI),1,2,50,41,0,0,0,1,0,3,3,1,7,7,12.0%,2022,11
16,Justin Tucker (BAL),2,2,100,37,0,0,2,0,0,1,1,1,7,7,98.9%,2022,11
17,Michael Badgley (DET),1,1,100,24,0,1,0,0,0,4,4,1,7,7,27.8%,2022,11
18,Cade York (CLE),1,2,50,32,0,0,1,0,0,2,2,1,5,5,8.3%,2022,11
19,Matt Prater (ARI),1,1,100,40,0,0,0,1,0,1,1,1,5,5,15.5%,2022,11
20,Jake Elliott (PHI),1,1,100,22,0,1,0,0,0,2,2,1,5,5,27.6%,2022,11
21,Ka'imi Fairbairn (HOU),1,1,100,29,0,1,0,0,0,1,1,1,4,4,1.9%,2022,11
22,Nick Folk (NE),1,3,33.3,24,0,1,0,0,0,1,1,1,4,4,71.6%,2022,11
23,Greg Zuerlein (NYJ),1,1,100,45,0,0,0,1,0,0,0,1,4,4,13.3%,2022,11
24,Mason Crosby (GB),1,1,100,39,0,0,1,0,0,0,1,1,3,3,4.5%,2022,11
25,Greg Joseph (MIN),1,1,100,25,0,1,0,0,0,0,0,1,3,3,28.6%,2022,11
26,Eddy Pineiro (CAR),1,1,100,32,0,0,1,0,0,0,0,1,3,3,4.6%,2022,11
27,Josh Lambo (FA),0,0,0,0,0,0,0,0,0,3,4,1,3,3,0.0%,2022,11
34,Quinn Nordin (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,11
49,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,0,2,1,0,0,69.0%,2022,11
55,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2022,11
