Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Matt Gay (LAR),3,3,100,55,0,0,1,0,2,6,6,1,19,19,41.5%,2022,16
2,Brett Maher (DAL),4,4,100,48,0,2,0,2,0,4,4,1,18,18,79.4%,2022,16
3,Riley Patterson (JAC),4,5,80,45,0,0,2,2,0,1,1,1,15,15,6.0%,2022,16
4,Ryan Succop (TB),4,4,100,42,0,0,2,2,0,1,1,1,15,15,33.6%,2022,16
5,Mason Crosby (GB),4,4,100,46,0,2,1,1,0,2,2,1,15,15,4.5%,2022,16
6,Eddy Pineiro (CAR),3,3,100,40,0,0,2,1,0,4,4,1,14,14,4.6%,2022,16
7,Matt Prater (ARI),3,3,100,56,0,0,1,0,2,1,1,1,14,14,15.5%,2022,16
8,Graham Gano (NYG),3,3,100,55,0,0,0,2,1,1,1,1,14,14,69.0%,2022,16
9,Robbie Gould (SF),3,3,100,35,0,2,1,0,0,4,4,1,13,13,43.1%,2022,16
10,Greg Joseph (MIN),2,2,100,61,0,0,0,1,1,3,3,1,12,12,28.6%,2022,16
11,Jake Elliott (PHI),2,2,100,47,0,1,0,1,0,4,4,1,11,11,27.6%,2022,16
12,Younghoe Koo (ATL),3,3,100,37,0,0,3,0,0,0,0,1,9,9,42.7%,2022,16
13,Jason Sanders (MIA),2,3,66.7,46,0,0,1,1,0,2,2,1,9,9,13.7%,2022,16
14,Brandon McManus (DEN),2,2,100,54,0,0,0,1,1,0,0,1,9,9,34.8%,2022,16
15,Chris Boswell (PIT),2,4,50,44,0,0,0,2,0,1,1,1,9,9,16.2%,2022,16
16,Justin Tucker (BAL),3,4,75,27,0,3,0,0,0,0,0,1,9,9,98.9%,2022,16
17,Cameron Dicker (LAC),2,2,100,24,0,2,0,0,0,2,2,1,8,8,38.2%,2022,16
18,Cairo Santos (CHI),2,2,100,37,0,0,2,0,0,1,1,1,7,7,12.0%,2022,16
19,Ka'imi Fairbairn (HOU),2,2,100,25,0,2,0,0,0,1,1,1,7,7,1.9%,2022,16
20,Harrison Butker (KC),1,1,100,47,0,0,0,1,0,3,3,1,7,7,89.1%,2022,16
21,Michael Badgley (DET),1,1,100,34,0,0,1,0,0,2,2,1,5,5,27.8%,2022,16
22,Daniel Carlson (LV),1,1,100,40,0,0,0,1,0,1,1,1,5,5,91.4%,2022,16
23,Wil Lutz (NO),1,1,100,23,0,1,0,0,0,2,2,1,5,5,6.7%,2022,16
24,Evan McPherson (CIN),1,2,50,28,0,1,0,0,0,1,2,1,4,4,85.1%,2022,16
25,Chase McLaughlin (IND),1,1,100,46,0,0,0,1,0,0,0,1,4,4,7.7%,2022,16
26,Jason Myers (SEA),1,1,100,22,0,1,0,0,0,1,1,1,4,4,54.2%,2022,16
27,Cade York (CLE),1,1,100,30,0,0,1,0,0,1,1,1,4,4,8.3%,2022,16
28,Greg Zuerlein (NYJ),1,1,100,37,0,0,1,0,0,0,0,1,3,3,13.3%,2022,16
29,Tyler Bass (BUF),0,1,0,0,0,0,0,0,0,3,4,1,3,3,92.4%,2022,16
30,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,2,2,1,2,2,1.5%,2022,16
31,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,2,2,1,2,2,1.9%,2022,16
33,Tristan Vizcaino (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,16
45,Nick Folk (NE),0,0,0,0,0,0,0,0,0,0,2,1,0,0,71.6%,2022,16
54,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2022,16
