Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Greg Joseph (MIN),5,5,100,47,0,2,1,2,0,1,2,1,18,18,28.6%,2022,4
2,Brett Maher (DAL),4,4,100,53,0,2,0,1,1,1,2,1,16,16,79.4%,2022,4
3,Jason Myers (SEA),2,3,66.7,56,0,1,0,0,1,6,6,1,14,14,54.2%,2022,4
4,Daniel Carlson (LV),4,4,100,39,0,2,2,0,0,2,3,1,14,14,91.4%,2022,4
5,Michael Badgley (DET),4,4,100,40,0,2,1,1,0,0,0,1,13,13,27.8%,2022,4
6,Chris Boswell (PIT),2,2,100,59,0,0,0,0,2,2,2,1,12,12,16.2%,2022,4
7,Matthew Wright (KC),2,2,100,44,0,0,1,1,0,5,5,1,12,12,3.0%,2022,4
8,Younghoe Koo (ATL),3,3,100,45,0,1,1,1,0,2,2,1,12,12,42.7%,2022,4
9,Tyler Bass (BUF),3,3,100,39,0,1,2,0,0,2,2,1,11,11,92.4%,2022,4
10,Justin Tucker (BAL),2,2,100,51,0,0,0,1,1,2,2,1,11,11,98.9%,2022,4
11,Evan McPherson (CIN),2,2,100,57,1,0,0,0,1,3,3,1,11,11,85.1%,2022,4
12,Dustin Hopkins (LAC),2,2,100,37,0,1,1,0,0,4,4,1,10,10,2.6%,2022,4
13,Graham Gano (NYG),2,3,66.7,44,0,0,0,2,0,2,2,1,10,10,69.0%,2022,4
14,Jason Sanders (MIA),3,4,75,48,0,2,0,1,0,0,1,1,10,10,13.7%,2022,4
15,Mason Crosby (GB),2,2,100,38,0,0,2,0,0,3,3,1,9,9,4.5%,2022,4
16,Matt Gay (LAR),3,3,100,39,0,2,1,0,0,0,0,1,9,9,41.5%,2022,4
17,Cade York (CLE),2,2,100,45,0,1,0,1,0,2,2,1,9,9,8.3%,2022,4
18,Ryan Succop (TB),1,1,100,45,0,0,0,1,0,4,4,1,8,8,33.6%,2022,4
19,Matt Prater (ARI),2,2,100,39,0,0,2,0,0,2,2,1,8,8,15.5%,2022,4
20,Ka'imi Fairbairn (HOU),1,2,50,40,0,0,0,1,0,3,3,1,7,7,1.9%,2022,4
21,Randy Bullock (TEN),1,1,100,44,0,0,0,1,0,3,3,1,7,7,1.5%,2022,4
22,Wil Lutz (NO),1,2,50,60,0,0,0,0,1,2,2,1,7,7,6.7%,2022,4
23,Nick Folk (NE),1,1,100,37,0,0,1,0,0,3,3,1,6,6,71.6%,2022,4
24,Robbie Gould (SF),1,2,50,25,0,1,0,0,0,3,3,1,6,6,43.1%,2022,4
25,Dominik Eberle (FA),1,1,100,49,0,0,0,1,0,2,4,1,6,6,0.0%,2022,4
26,Greg Zuerlein (NYJ),1,1,100,38,0,0,1,0,0,3,3,1,6,6,13.3%,2022,4
27,Eddy Pineiro (CAR),1,1,100,54,0,0,0,0,1,1,1,1,6,6,4.6%,2022,4
28,Jake Elliott (PHI),1,1,100,28,0,1,0,0,0,2,3,1,5,5,27.6%,2022,4
29,Chase McLaughlin (IND),1,2,50,27,0,1,0,0,0,2,2,1,5,5,7.7%,2022,4
30,Joey Slye (WAS),1,1,100,45,0,0,0,1,0,1,1,1,5,5,1.9%,2022,4
31,Brandon McManus (DEN),1,1,100,28,0,1,0,0,0,2,3,1,5,5,34.8%,2022,4
32,Riley Patterson (JAC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,6.0%,2022,4
