Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ka'imi Fairbairn (HOU),3,3,100,54,0,0,0,1,2,2,2,1,16,16,1.9%,2022,14
2,Eddy Pineiro (CAR),3,3,100,47,0,0,2,1,0,3,3,1,13,13,4.6%,2022,14
3,Riley Patterson (JAC),3,3,100,43,0,0,2,1,0,3,3,1,13,13,6.0%,2022,14
4,Michael Badgley (DET),2,3,66.7,49,0,0,0,2,0,4,4,1,12,12,27.8%,2022,14
5,Daniel Carlson (LV),3,3,100,52,0,0,2,0,1,1,1,1,12,12,91.4%,2022,14
6,Jake Elliott (PHI),2,2,100,39,0,1,1,0,0,6,6,1,12,12,27.6%,2022,14
7,Cameron Dicker (LAC),3,3,100,33,0,1,2,0,0,2,2,1,11,11,38.2%,2022,14
8,Justin Tucker (BAL),3,3,100,42,0,0,2,1,0,1,1,1,11,11,98.9%,2022,14
9,Nick Folk (NE),2,2,100,51,0,1,0,0,1,3,3,1,11,11,71.6%,2022,14
10,Harrison Butker (KC),2,2,100,45,0,0,1,1,0,4,4,1,11,11,89.1%,2022,14
11,Brett Maher (DAL),2,2,100,53,0,0,1,0,1,3,3,1,11,11,79.4%,2022,14
12,Tyler Bass (BUF),2,2,100,49,0,0,1,1,0,2,2,1,9,9,92.4%,2022,14
13,Matt Gay (LAR),1,2,50,55,0,0,0,0,1,2,2,1,7,7,41.5%,2022,14
14,Jason Sanders (MIA),1,1,100,55,0,0,0,0,1,2,2,1,7,7,13.7%,2022,14
15,Matt Prater (ARI),2,3,66.7,33,0,0,2,0,0,1,1,1,7,7,15.5%,2022,14
16,Greg Joseph (MIN),1,1,100,41,0,0,0,1,0,2,2,1,6,6,28.6%,2022,14
17,Jason Myers (SEA),1,1,100,27,0,1,0,0,0,3,3,1,6,6,54.2%,2022,14
18,Robbie Gould (SF),0,0,0,0,0,0,0,0,0,5,5,1,5,5,43.1%,2022,14
19,Evan McPherson (CIN),1,1,100,30,0,0,1,0,0,2,3,1,5,5,85.1%,2022,14
20,Cade York (CLE),1,1,100,26,0,1,0,0,0,1,1,1,4,4,8.3%,2022,14
21,Greg Zuerlein (NYJ),1,1,100,26,0,1,0,0,0,1,1,1,4,4,13.3%,2022,14
22,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,34.8%,2022,14
23,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,2,2,1,2,2,69.0%,2022,14
24,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,2,2,1,2,2,1.5%,2022,14
25,Chris Boswell (PIT),0,1,0,0,0,0,0,0,0,2,2,1,2,2,16.2%,2022,14
26,Ryan Succop (TB),0,1,0,0,0,0,0,0,0,1,1,1,1,1,33.6%,2022,14
54,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2022,14
