Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Michael Badgley (DET),4,4,100,47,0,0,1,3,0,4,4,1,19,19,27.8%,2022,13
2,Greg Zuerlein (NYJ),5,5,100,60,0,1,2,1,1,1,1,1,19,19,13.3%,2022,13
3,Robbie Gould (SF),4,4,100,48,0,0,1,3,0,3,3,1,18,18,43.1%,2022,13
4,Matthew Wright (KC),4,4,100,48,0,0,1,3,0,1,1,1,16,16,3.0%,2022,13
5,Younghoe Koo (ATL),3,3,100,51,0,1,0,0,2,1,1,1,14,14,42.7%,2022,13
6,Brandon McManus (DEN),3,4,75,52,0,0,0,1,2,0,0,1,14,14,34.8%,2022,13
7,Matt Gay (LAR),3,3,100,54,0,0,1,1,1,2,2,1,14,14,41.5%,2022,13
8,Greg Joseph (MIN),2,2,100,51,0,0,0,1,1,3,3,1,12,12,28.6%,2022,13
9,Cade York (CLE),2,2,100,43,0,0,0,2,0,3,3,1,11,11,8.3%,2022,13
10,Daniel Carlson (LV),2,3,66.7,55,0,1,0,0,1,3,3,1,11,11,91.4%,2022,13
11,Evan McPherson (CIN),2,2,100,41,0,0,1,1,0,3,3,1,10,10,85.1%,2022,13
12,Wil Lutz (NO),3,3,100,38,0,2,1,0,0,1,1,1,10,10,6.7%,2022,13
13,Jason Myers (SEA),2,2,100,41,0,1,0,1,0,3,3,1,10,10,54.2%,2022,13
14,Chase McLaughlin (IND),2,2,100,52,0,0,1,0,1,1,1,1,9,9,7.7%,2022,13
15,Joey Slye (WAS),2,3,66.7,42,0,1,0,1,0,2,2,1,9,9,1.9%,2022,13
16,Graham Gano (NYG),2,3,66.7,48,0,1,0,1,0,2,2,1,9,9,69.0%,2022,13
17,Cairo Santos (CHI),2,3,66.7,40,0,1,0,1,0,1,2,1,8,8,12.0%,2022,13
18,Mason Crosby (GB),2,2,100,32,0,1,1,0,0,2,2,1,8,8,4.5%,2022,13
19,Cameron Dicker (LAC),2,3,66.7,37,0,0,2,0,0,2,2,1,8,8,38.2%,2022,13
20,Riley Patterson (JAC),2,2,100,42,0,0,1,1,0,0,0,1,7,7,6.0%,2022,13
21,Ka'imi Fairbairn (HOU),2,2,100,44,0,0,1,1,0,0,0,1,7,7,1.9%,2022,13
22,Tyler Bass (BUF),1,1,100,48,0,0,0,1,0,3,3,1,7,7,92.4%,2022,13
23,Harrison Butker (KC),1,2,50,26,0,1,0,0,0,3,3,1,6,6,89.1%,2022,13
24,Brett Maher (DAL),0,0,0,0,0,0,0,0,0,6,7,1,6,6,79.4%,2022,13
25,Jason Sanders (MIA),1,1,100,43,0,0,0,1,0,2,2,1,6,6,13.7%,2022,13
26,Ryan Succop (TB),1,1,100,21,0,1,0,0,0,2,2,1,5,5,33.6%,2022,13
27,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,5,5,1,5,5,27.6%,2022,13
28,Justin Tucker (BAL),1,1,100,26,0,1,0,0,0,1,1,1,4,4,98.9%,2022,13
29,Nick Folk (NE),1,2,50,39,0,0,1,0,0,1,1,1,4,4,71.6%,2022,13
30,Randy Bullock (TEN),1,1,100,36,0,0,1,0,0,1,1,1,4,4,1.5%,2022,13
31,Tristan Vizcaino (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
36,Quinn Nordin (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
54,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2022,13
