Pos,Player,Score2021,Score2020,Score2019,Score2018,Score
WR,Cooper Kupp (LAR),29.53701398789689,13.678045369790713,16.67215622174127,14.905547661016863,23.554212740410783
WR,Davante Adams (LV),22.340005719015714,25.806360826469625,19.981108894265187,26.61833205504074,23.18462113020539
WR,Justin Jefferson (MIN),20.641357911254374,16.27566700387262,0,0,19.3574082153934
WR,Stefon Diggs (BUF),18.571351458798354,22.258037046913298,11.91719301500728,17.954525547964245,18.79676571590628
WR,Deebo Samuel (SF),22.919547190621373,8.830791285226342,11.217101060842063,0,17.98052793444618
WR,Keenan Allen (LAC),18.074343389005634,18.19562245588525,15.7040301995703,16.551072439026065,17.791468289283024
WR,Tyreek Hill (MIA),15.86924920366489,21.888395023346348,15.043020357648118,19.9915719639868,17.49752891199967
WR,Chris Godwin (TB),18.346102748611663,16.115059715521003,19.36272619025733,9.29145454421532,17.437271924283746
WR,Diontae Johnson (PIT),19.420118102835094,15.143695990668173,7.739135674962702,0,17.064983995469014
WR,Ja'Marr Chase (CIN),16.630183098797897,0,0,0,16.630183098797897
WR,DeAndre Hopkins (ARI),14.280503580455296,19.152351071168187,19.362379518992704,22.7968956715606,16.432472651542525
WR,Mike Evans (TB),16.00494917731844,14.3933417928022,15.68464689573159,18.66552525318575,15.703045906824059
WR,Antonio Brown (FA),15.895236528970363,12.24907663547045,0,23.42830269025329,15.300418482507288
WR,Jaylen Waddle (MIA),15.268856971860286,0,0,0,15.268856971860286
WR,Calvin Ridley (ATL),14.124685852423001,19.111012168152918,14.728296375278918,10.541820460080686,15.252485214023958
WR,Robert Woods (TEN),14.561580697545436,15.293983890394301,15.220665318585132,16.906463129837046,14.927834079476202
WR,Adam Thielen (MIN),14.2982980953187,15.908175041996268,8.785101386335278,20.84338494722225,14.476702003684926
WR,DK Metcalf (SEA),13.279849598462198,16.693915140090084,9.792025061929863,0,13.81082231876764
WR,DJ Moore (CAR),13.752039617608462,13.991635176173972,15.804960867914524,7.012234510121072,13.680240376906076
WR,Tyler Lockett (SEA),13.498511815846367,13.539660860812573,12.825041341290351,13.899500643944807,13.46150147103724
WR,A.J. Brown (PHI),11.841735508603588,18.149172698721287,11.406150336244684,0,13.455355114674163
WR,Brandin Cooks (HOU),14.324772062438596,13.869890399225143,5.1918159814242815,15.006207162319399,13.33182779352784
WR,Tee Higgins (CIN),14.168062611961743,10.861684968472519,0,0,13.19565694701156
WR,CeeDee Lamb (DAL),13.181656740547668,13.18516950177943,0,0,13.182689843625928
WR,Amon-Ra St. Brown (DET),12.892034537505083,0,0,0,12.892034537505083
WR,Michael Thomas (NO),0,9.78553195174036,25.92301133730636,19.93190659060628,12.37232287495188
WR,Amari Cooper (CLE),11.208770507522246,14.405967213244306,14.00501030395778,11.169591506482558,12.285734713544331
WR,Marquise Brown (ARI),13.672857483349226,9.847275012548252,7.43775397433502,0,12.009790335782295
WR,Terry McLaurin (WAS),10.61389052183962,14.981174837977491,12.952334042182578,0,12.009161128107609
WR,Hunter Renfrow (LV),15.574166138880294,5.166576362368681,7.361308412917941,0,11.971115350136255
WR,Mike Williams (LAC),13.856687531441535,7.591683896716857,9.160990163955132,8.565258912729353,11.556295455076116
WR,Cyril Grayson Jr. (TB),11.23807262405583,0,0,0,11.23807262405583
WR,Tyler Boyd (CIN),9.942486405519768,11.941482474358757,12.938096287724635,15.576653586005648,11.023504769974297
WR,Elijah Moore (NYJ),10.938486446456007,0,0,0,10.938486446456007
WR,Darnell Mooney (CHI),12.362990698397589,7.250340002407841,0,0,10.859360128707003
WR,Jarvis Landry (FA),9.810552103855304,11.156358742158805,13.75069176027353,12.937034795997707,10.697341863680121
WR,Michael Pittman Jr. (IND),12.895599159148748,4.046778420314455,0,0,10.293160979857582
WR,Marvin Jones Jr. (JAC),8.703877151035725,12.843336931568132,12.847206103064325,11.03717271403676,10.269739769521738
WR,Chase Claypool (PIT),9.637734829389625,11.37462809069579,0,0,10.148555137539768
WR,Christian Kirk (JAC),10.79235546728657,8.247449932744098,11.139672336909824,8.319208406210223,10.06720341755946
WR,Sterling Shepard (NYG),8.55654998554488,12.08008843609414,14.28230055390355,9.098758374264381,10.037120074454036
WR,Jakobi Meyers (NE),10.897856189267266,7.703439085337843,0,0,9.958378119001623
WR,Russell Gage (TB),11.328013076111272,9.429644506403283,2.519686353848624,0,9.901035501566843
WR,Brandon Aiyuk (SF),7.545363714007227,15.536361833415823,0,0,9.895516260925294
WR,Curtis Samuel (WAS),0,13.690880436172442,8.493983590538978,8.030847292261202,9.581004707055639
WR,Henry Ruggs III (FA),9.449520815152143,0,0,0,9.449520815152143
WR,Julio Jones (FA),4.487104487532284,14.79337205533235,18.81336347002663,22.869519575500778,9.41541803213016
WR,Corey Davis (NYJ),9.230444446320654,11.78648242041697,3.874709402303985,9.13344142985466,9.329030284619767
WR,DeVante Parker (NE),8.6328473353731,10.365818563551453,14.597621278178462,1.5294369642662766,9.307397018142884
WR,D.J. Chark Jr. (DET),8.343080956795834,9.373324155200093,13.515438783272732,0,9.158787221424012
WR,Cole Beasley (FA),7.355158800390345,12.436524495574004,11.717491213363747,6.497798627573527,9.018865456842757
WR,DeVonta Smith (PHI),8.842060478707712,0,0,0,8.842060478707712
WR,Allen Robinson II (LAR),4.126219242376758,16.803915642215724,16.36179255868834,10.03857104692354,8.814818264194997
WR,Michael Gallup (DAL),8.471077578445406,8.274223226958737,14.97101801798295,2.1415933231675313,8.755383821763601
WR,Jamison Crowder (BUF),6.445675721331625,12.94713962732457,10.706853982796552,6.458018469047664,8.497776661362156
