Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
31,Tyler Boyd (CIN),54,76,725,13.4,60,17,6,0,0,0,0,16,138.4,8.7,71.8%,2022
32,Deebo Samuel (SF),54,91,612,11.3,57,11,2,41,228,3,2,12,137,11.4,93.9%,2022
33,Adam Thielen (MIN),68,104,708,10.4,36,8,5,0,0,0,0,16,136.8,8.6,89.3%,2022
34,Jakobi Meyers (NE),64,89,772,12.1,48,17,5,2,-11,0,2,13,136.1,10.5,68.9%,2022
35,Allen Lazard (GB),56,94,747,13.3,47,20,5,0,0,0,0,14,132.7,9.5,85.5%,2022
36,Donovan Peoples-Jones (CLE),59,92,797,13.5,42,19,3,1,2,0,1,16,131.4,8.2,53.1%,2022
37,Diontae Johnson (PIT),84,137,844,10,37,8,0,7,25,0,0,16,130.9,8.2,86.8%,2022
38,Christian Watson (GB),36,59,507,14.1,63,13,7,5,68,2,0,13,129.5,10,88.2%,2022
39,Drake London (ATL),66,109,746,11.3,37,11,4,0,0,0,3,16,127.6,8,71.9%,2022
40,George Pickens (PIT),49,78,729,14.9,42,22,3,3,24,1,0,16,125.8,7.9,64.2%,2022
41,Joshua Palmer (LAC),68,101,730,10.7,50,12,3,1,4,0,0,15,125.4,8.4,60.8%,2022
42,Mack Hollins (LV),55,91,675,12.3,60,15,4,4,40,0,0,16,123.2,7.7,22.5%,2022
43,Marquise Brown (ARI),66,103,702,10.6,47,11,3,1,1,0,0,11,121.3,11,85.3%,2022
44,DeAndre Hopkins (ARI),64,96,717,11.2,33,10,3,0,0,0,1,9,119.7,13.3,93.7%,2022
45,Courtland Sutton (DEN),61,102,796,13,51,17,1,1,5,0,0,14,116.6,8.3,78.2%,2022
46,K.J. Osborn (MIN),55,84,533,9.7,63,7,5,3,6,0,0,16,111.4,7,9.5%,2022
47,Parris Campbell (IND),57,82,581,10.2,49,11,3,4,32,0,0,16,107.8,6.7,31.5%,2022
48,Darius Slayton (NYG),46,71,724,15.7,55,24,2,0,0,0,1,13,105.4,8.1,52.5%,2022
49,Keenan Allen (LAC),58,78,650,11.2,46,12,2,1,8,0,1,9,104.8,11.6,98.9%,2022
50,Jahan Dotson (WAS),32,57,451,14.1,61,13,7,2,-7,0,0,11,104.4,9.5,42.8%,2022
51,Richie James Jr. (NYG),57,70,569,10,33,4,4,2,6,0,3,15,104,6.9,11.1%,2022
52,Brandin Cooks (HOU),52,87,593,11.4,44,17,2,2,7,0,0,12,98,8.2,66.0%,2022
53,Devin Duvernay (BAL),37,49,407,11,31,7,3,12,84,1,0,14,97.6,7,28.0%,2022
54,Marquez Valdes-Scantling (KC),39,75,660,16.9,57,22,2,1,-3,0,0,16,97.2,6.1,43.5%,2022
55,Isaiah McKenzie (BUF),40,63,404,10.1,30,5,4,9,55,1,0,15,95.9,6.4,30.3%,2022
56,Noah Brown (DAL),42,68,545,13,51,12,3,0,0,0,1,15,91.5,6.1,2.4%,2022
57,Marvin Jones Jr. (JAC),44,75,500,11.4,37,7,3,0,0,0,0,15,90,6,12.8%,2022
58,Russell Gage (TB),48,64,411,8.6,23,3,4,0,0,0,1,12,89.1,7.4,19.1%,2022
59,Chris Moore (HOU),46,68,526,11.4,52,16,2,2,5,0,0,14,88.1,6.3,12.4%,2022
60,Alec Pierce (IND),38,74,551,14.5,47,16,2,0,0,0,0,15,86.1,5.7,11.0%,2022
61,DeAndre Carter (LAC),43,60,495,11.5,35,14,3,2,-15,0,1,16,85.5,5.3,12.3%,2022
62,Michael Gallup (DAL),38,68,414,10.9,27,4,4,0,0,0,0,13,84.4,6.5,61.9%,2022
63,Kalif Raymond (DET),43,58,550,12.8,56,14,0,7,36,0,1,16,84.1,5.3,2.2%,2022
64,Robert Woods (TEN),49,86,487,9.9,41,6,2,0,0,0,1,16,83.2,5.2,41.8%,2022
65,Josh Reynolds (DET),37,57,463,12.5,31,9,3,0,0,0,0,11,82.8,7.5,6.1%,2022
66,Isaiah Hodgins (NYG),37,48,392,10.6,29,4,4,0,0,0,1,9,81.7,9.1,7.4%,2022
67,Darnell Mooney (CHI),40,61,493,12.3,56,12,2,1,2,0,0,11,81.5,7.4,35.1%,2022
68,Mecole Hardman (KC),25,34,297,11.9,36,8,4,4,31,2,0,8,81.3,10.2,26.3%,2022
69,Rashid Shaheed (NO),25,30,454,18.2,68,19,2,3,50,1,0,11,80.9,7.4,5.3%,2022
70,Greg Dortch (ARI),48,60,437,9.1,47,8,2,5,29,0,1,15,80.6,5.4,8.7%,2022
71,Romeo Doubs (GB),42,65,425,10.1,26,7,3,1,11,0,1,12,80.6,6.7,19.0%,2022
72,DJ Chark Jr. (DET),27,48,488,18.1,51,17,3,0,0,0,0,10,80.3,8,44.4%,2022
73,Corey Davis (NYJ),31,61,519,16.7,66,13,2,0,0,0,0,12,79.4,6.6,16.1%,2022
74,Nico Collins (HOU),37,66,481,13,58,11,2,0,0,0,0,10,78.6,7.9,16.2%,2022
75,Olamide Zaccheaus (ATL),36,54,496,13.8,45,14,2,2,7,0,1,16,78.3,4.9,0.8%,2022
76,Chase Claypool (CHI),44,73,422,9.6,31,7,1,9,59,0,1,14,78.1,5.6,44.9%,2022
77,Marquise Goodwin (SEA),27,42,387,14.3,38,10,4,2,5,0,0,13,76.7,5.9,7.2%,2022
78,Demarcus Robinson (BAL),46,66,434,9.4,31,5,2,0,0,0,1,15,76.4,5.1,12.7%,2022
79,Nick Westbrook-Ikhine (TEN),25,49,397,15.9,63,11,3,0,0,0,0,15,70.2,4.7,2.2%,2022
80,Trent Sherfield (MIA),30,51,417,13.9,75,9,2,0,0,0,0,16,68.7,4.3,1.3%,2022
81,Allen Robinson II (LAR),33,52,339,10.3,29,3,3,0,0,0,0,10,68.4,6.8,33.8%,2022
82,Elijah Moore (NYJ),36,64,435,12.1,42,10,1,5,5,0,0,15,68,4.5,36.1%,2022
83,Treylon Burks (TEN),29,47,425,14.7,51,17,1,4,47,0,0,10,67.7,6.8,40.9%,2022
84,Rondale Moore (ARI),41,56,414,10.1,38,8,1,6,-5,0,0,8,67.4,8.4,30.4%,2022
85,Terrace Marshall Jr. (CAR),26,44,467,18,43,16,1,0,0,0,0,12,65.7,5.5,6.7%,2022
86,Quez Watkins (PHI),31,47,340,11,53,12,3,3,1,0,1,16,65.6,4.1,1.2%,2022
87,Ben Skowronek (LAR),39,61,376,9.6,32,7,0,1,17,1,0,14,64.8,4.6,3.2%,2022
88,DeVante Parker (NE),25,40,460,18.4,43,17,1,0,0,0,0,12,64.5,5.4,12.1%,2022
89,Kendrick Bourne (NE),31,43,389,12.5,41,8,1,6,39,0,0,15,64.3,4.3,1.6%,2022
90,Jauan Jennings (SF),34,54,406,11.9,44,6,1,0,0,0,0,15,63.6,4.2,1.4%,2022
91,Randall Cobb (GB),32,48,406,12.7,40,10,1,0,0,0,0,12,62.6,5.2,4.9%,2022
92,Nelson Agholor (NE),31,52,362,11.7,44,9,2,0,0,0,2,14,59.7,4.3,3.3%,2022
93,Jamal Agnew (JAC),22,29,179,8.1,24,1,3,12,86,0,0,14,59.5,4.3,0.4%,2022
94,Van Jefferson (LAR),21,37,308,14.7,39,7,3,0,0,0,0,9,59.3,6.6,21.0%,2022
95,Julio Jones (TB),24,43,299,12.5,48,6,2,5,45,0,0,10,58.4,5.8,17.4%,2022
96,Laviska Shenault Jr. (CAR),26,31,264,10.2,67,8,1,8,64,1,0,12,57.8,4.8,0.8%,2022
97,Trenton Irwin (CIN),14,21,219,15.6,45,6,4,1,11,0,0,8,54,6.8,0.7%,2022
98,Tyquan Thornton (NE),21,43,234,11.1,29,4,2,3,16,1,0,11,53.5,4.9,0.9%,2022
99,Equanimeous St. Brown (CHI),20,37,320,16,56,9,1,6,54,0,0,15,53.4,3.6,0.3%,2022
100,Dante Pettis (CHI),17,35,226,13.3,51,7,3,2,37,0,0,16,52.8,3.3,0.1%,2022
101,Ray-Ray McCloud III (SF),14,25,243,17.4,42,8,1,4,78,1,0,16,51.1,3.2,0.7%,2022
102,Shi Smith (CAR),22,40,296,13.5,38,8,2,0,0,0,1,16,50.6,3.2,0.1%,2022
103,Braxton Berrios (NYJ),18,32,145,8.1,25,2,0,9,91,2,0,16,48.7,3,1.0%,2022
104,Jarvis Landry (NO),25,39,272,10.9,40,5,1,0,0,0,0,9,47.7,5.3,19.0%,2022
105,Rashod Bateman (BAL),15,28,285,19,75,12,2,0,0,0,1,6,46,7.7,23.2%,2022
106,Hunter Renfrow (LV),29,43,267,9.2,27,3,1,0,0,0,1,9,45.2,5,25.7%,2022
107,Damiere Byrd (ATL),12,22,268,22.3,75,8,2,0,0,0,0,11,44.8,4.1,0.1%,2022
108,Kendall Hinton (DEN),24,33,311,13,35,8,0,2,13,0,0,11,44.4,4,3.8%,2022
109,Justin Watson (KC),14,32,248,17.7,41,8,2,0,0,0,0,16,43.8,2.7,0.9%,2022
110,Tutu Atwell (LAR),16,32,271,16.9,62,11,1,8,23,0,0,11,43.4,3.9,2.2%,2022
111,Michael Thomas (NO),16,22,171,10.7,21,2,3,0,0,0,0,3,43.1,14.4,25.9%,2022
112,Robbie Anderson (ARI),20,44,282,14.1,75,7,1,0,0,0,1,12,42.2,3.5,6.6%,2022
113,Tre'Quan Smith (NO),18,26,272,15.1,48,6,1,0,0,0,0,9,42.2,4.7,0.5%,2022
114,Phillip Dorsett II (HOU),20,40,257,12.9,34,6,1,0,0,0,0,15,41.7,2.8,0.7%,2022
115,Wan'Dale Robinson (NYG),23,31,227,9.9,19,0,1,2,-1,0,0,6,40.1,6.7,5.2%,2022
116,Kadarius Toney (KC),14,18,153,10.9,38,5,2,4,56,0,1,8,37.9,4.7,33.5%,2022
117,Ashton Dulin (IND),15,22,207,13.8,39,3,1,2,8,0,0,10,35,3.5,0.1%,2022
118,KhaDarel Hodge (ATL),13,20,202,15.5,39,3,1,0,0,0,0,13,34.7,2.7,0.0%,2022
119,David Bell (CLE),24,33,214,8.9,20,1,0,0,0,0,0,14,33.4,2.4,0.7%,2022
120,Brandon Powell (LAR),23,29,154,6.7,16,0,0,16,65,0,0,16,33.4,2.1,0.3%,2022
121,A.J. Green (ARI),21,42,145,6.9,18,0,1,0,0,0,0,12,33,2.8,1.7%,2022
122,Skyy Moore (KC),22,33,250,11.4,30,3,0,3,24,0,3,16,32.4,2,11.9%,2022
123,Sammy Watkins (BAL),14,23,246,17.6,55,10,0,0,0,0,0,8,31.6,4,2.3%,2022
124,Dyami Brown (WAS),5,14,143,28.6,75,6,2,1,15,0,0,8,30.3,3.8,0.1%,2022
125,Marquez Callaway (NO),16,31,158,9.9,33,3,1,0,0,0,0,9,29.8,3.3,0.5%,2022
126,Scotty Miller (TB),22,38,177,8,23,2,0,1,8,0,0,11,29.5,2.7,0.1%,2022
127,Byron Pringle (CHI),9,15,130,14.4,35,4,2,0,0,0,0,9,29.5,3.3,0.2%,2022
128,Zach Pascal (PHI),15,19,150,10,34,3,1,1,0,0,0,15,28.5,1.9,0.1%,2022
129,Sterling Shepard (NYG),13,24,154,11.8,65,4,1,0,0,0,0,3,27.9,9.3,1.3%,2022
130,Amari Rodgers (HOU),13,21,182,14,37,4,1,2,7,0,2,14,27.4,2,0.4%,2022
131,Khalil Shakir (BUF),9,18,133,14.8,31,4,1,0,0,0,0,9,25.8,2.9,0.3%,2022
132,River Cracraft (MIA),8,13,97,12.1,22,1,2,0,0,0,0,7,25.7,3.7,0.0%,2022
133,Denzel Mims (NYJ),11,25,186,16.9,63,6,0,0,0,0,0,9,24.1,2.7,0.1%,2022
134,Keelan Cole Sr. (LV),9,19,136,15.1,30,4,1,0,0,0,0,11,24.1,2.2,0.1%,2022
135,Steven Sims Jr. (PIT),14,23,104,7.4,28,1,0,12,54,0,0,11,22.8,2.1,0.3%,2022
136,KJ Hamler (DEN),7,14,165,23.6,55,10,0,2,23,0,0,7,22.3,3.2,0.9%,2022
137,Cedrick Wilson Jr. (MIA),12,18,136,11.3,21,2,0,1,8,0,0,13,20.4,1.6,0.9%,2022
138,Jalen Nailor (MIN),5,8,117,23.4,47,5,1,0,0,0,0,7,20.2,2.9,0.1%,2022
139,N'Keal Harry (CHI),6,7,109,18.2,49,3,1,0,0,0,0,5,19.9,4,0.1%,2022
140,DeSean Jackson (FA),9,17,153,17,62,5,0,0,0,0,0,7,19.8,2.8,0.9%,2022
141,Jalen Reagor (MIN),6,11,87,14.5,38,3,1,3,20,0,0,16,19.7,1.2,0.1%,2022
142,Tom Kennedy (DET),8,15,141,17.6,44,4,0,0,0,0,0,7,18.1,2.6,0.1%,2022
143,Breshad Perriman (TB),8,17,101,12.6,28,2,1,2,-7,0,1,7,17.4,2.5,0.2%,2022
144,Jeff Smith (NYJ),8,11,134,16.8,50,5,0,0,0,0,0,7,17.4,2.5,0.0%,2022
145,Velus Jones Jr. (CHI),6,12,79,13.2,44,3,1,8,61,0,3,10,17,1.7,0.5%,2022
146,Anthony Schwartz (CLE),4,10,51,12.8,19,0,0,4,57,1,1,7,16.8,2.4,0.1%,2022
147,Samori Toure (GB),5,10,82,16.4,37,4,1,0,0,0,0,4,16.7,4.2,0.1%,2022
148,David Sills V (NYG),11,17,106,9.6,24,1,0,0,0,0,0,7,16.1,2.3,0.0%,2022
149,Jameson Williams (DET),1,8,41,41,41,3,1,1,40,0,0,5,14.6,2.9,23.0%,2022
150,Michael Bandy (LAC),10,21,89,8.9,25,2,0,0,0,0,0,8,13.9,1.7,0.1%,2022
151,Lawrence Cager (NYG),5,9,49,9.8,20,1,1,0,0,0,0,5,13.4,2.7,0.0%,2022
152,Brandon Johnson (DEN),6,14,42,7,12,0,1,0,0,0,0,4,13.2,3.3,0.0%,2022
153,Cam Sims (WAS),8,17,89,11.1,21,1,0,0,0,0,0,12,12.9,1.1,0.0%,2022
154,T.Y. Hilton (DAL),5,6,102,20.4,52,5,0,0,0,0,0,2,12.7,6.4,2.7%,2022
155,Dax Milne (WAS),6,7,37,6.2,12,0,1,0,0,0,0,14,12.7,0.9,0.0%,2022
156,Jalen Virgil (DEN),2,5,75,37.5,66,4,1,0,0,0,1,6,12.5,2.1,0.1%,2022
157,Dee Eskridge (SEA),7,13,58,8.3,16,0,0,2,10,0,0,9,10.3,1.1,0.3%,2022
158,Marcus Johnson (NYG),6,16,63,10.5,18,0,0,0,0,0,0,7,9.3,1.3,0.0%,2022
159,Gunner Olszewski (PIT),5,7,53,10.6,31,2,0,6,35,0,1,14,9.3,0.7,0.1%,2022
160,James Proche II (BAL),8,14,62,7.8,12,0,0,0,0,0,0,11,9.2,0.8,0.1%,2022
161,Jamison Crowder (BUF),6,13,60,10,16,0,0,0,0,0,0,4,9,2.3,1.3%,2022
162,Trent Taylor (CIN),6,10,62,10.3,34,2,0,4,15,0,1,15,8.7,0.6,0.1%,2022
163,Jake Kumerow (BUF),4,7,64,16,39,2,0,0,0,0,0,5,8.4,1.7,0.0%,2022
164,Kevin White (NO),2,5,74,37,64,4,0,0,0,0,0,6,8.4,1.4,0.0%,2022
165,Kyle Philips (TEN),8,13,78,9.8,21,2,0,0,0,0,2,4,7.8,2,0.2%,2022
166,Mike Strachan (IND),3,9,59,19.7,23,2,0,0,0,0,0,6,7.4,1.2,0.0%,2022
167,Jalen Guyton (LAC),2,4,64,32,54,4,0,0,0,0,0,2,7.4,3.7,0.1%,2022
168,Laquon Treadwell (SEA),6,10,42,7,17,0,0,0,0,0,0,3,7.2,2.4,0.0%,2022
169,Kenny Golladay (NYG),4,10,51,12.8,15,0,0,0,0,0,0,5,7.1,1.4,6.8%,2022
170,Andre Baccellia (ARI),6,9,39,6.5,11,0,0,0,0,0,0,4,6.9,1.7,0.0%,2022
171,Cody Hollister (TEN),3,5,54,18,27,2,0,0,0,0,0,6,6.9,1.2,0.0%,2022
172,Mike Thomas (BAL),2,10,38,19,33,2,0,0,0,0,0,5,6.8,1.4,0.1%,2022
173,Chris Conley (TEN),4,7,46,11.5,27,1,0,0,0,0,0,4,6.6,1.7,0.1%,2022
174,Cole Beasley (BUF),6,8,35,5.8,9,0,0,0,0,0,0,5,6.5,1.3,0.9%,2022
175,Racey McMath (TEN),2,8,40,20,39,2,0,0,0,0,0,3,5,1.7,0.0%,2022
176,Michael Woods II (CLE),4,9,30,7.5,15,0,0,1,-5,0,0,7,4.5,0.6,0.0%,2022
177,Tim Jones (JAC),3,4,30,10,20,1,0,0,0,0,0,7,4.5,0.6,0.0%,2022
178,Simi Fehoko (DAL),3,4,24,8,12,0,0,0,0,0,0,3,3.9,1.3,0.0%,2022
179,Tyrie Cleveland (DEN),2,7,28,14,16,0,0,0,0,0,0,5,3.8,0.8,0.0%,2022
180,Jaelon Darden (CLE),2,2,26,13,25,1,0,1,2,0,0,13,3.8,0.3,0.0%,2022
181,Tylan Wallace (BAL),3,6,21,7,9,0,0,0,0,0,0,5,3.6,0.7,0.0%,2022
182,Penny Hart (SEA),3,4,20,6.7,15,0,0,0,0,0,0,3,3.5,1.2,0.0%,2022
183,Daylen Baldwin (CLE),2,2,25,12.5,15,0,0,0,0,0,0,1,3.5,3.5,0.0%,2022
184,Dezmon Patmon (IND),2,6,24,12,17,0,0,0,0,0,0,1,3.4,3.4,0.0%,2022
185,Andy Isabella (BAL),2,5,21,10.5,11,0,0,1,1,0,0,4,3.2,0.8,0.0%,2022
186,Montrell Washington (DEN),4,9,2,0.5,4,0,0,5,30,0,1,15,3.2,0.2,0.2%,2022
187,Bryan Edwards (FA),3,5,15,5,10,0,0,0,0,0,0,4,3,0.8,0.2%,2022
188,Freddie Swain (DEN),2,3,20,10,11,0,0,0,0,0,0,2,3,1.5,0.0%,2022
189,Lil'Jordan Humphrey (FA),2,4,20,10,11,0,0,0,0,0,0,4,3,0.8,0.0%,2022
190,Keith Kirkwood (NO),2,4,18,9,14,0,0,0,0,0,0,3,2.8,0.9,0.0%,2022
191,DJ Turner (LV),0,1,0,0,0,0,0,4,26,0,0,6,2.6,0.4,0.0%,2022
192,Dennis Houston (DAL),2,6,16,8,11,0,0,0,0,0,0,2,2.6,1.3,0.0%,2022
193,Quintez Cephus (DET),2,3,15,7.5,9,0,0,0,0,0,0,3,2.5,0.8,0.1%,2022
194,Nsimba Webster (CHI),2,3,14,7,8,0,0,0,0,0,0,1,2.4,2.4,0.0%,2022
195,Danny Gray (SF),1,7,10,10,10,0,0,1,9,0,0,7,2.4,0.3,0.1%,2022
196,Austin Trammell (LAR),2,4,13,6.5,8,0,0,0,0,0,0,2,2.3,1.2,0.0%,2022
197,Juwann Winfree (GB),1,4,17,17,17,0,0,0,0,0,0,3,2.2,0.7,0.0%,2022
198,Jalen Tolbert (DAL),2,3,12,6,8,0,0,0,0,0,0,3,2.2,0.7,2.4%,2022
199,Miles Boykin (PIT),2,3,11,5.5,11,0,0,0,0,0,0,9,2.1,0.2,0.0%,2022
200,Deven Thompkins (TB),1,1,7,7,7,0,0,1,9,0,0,4,2.1,0.5,0.0%,2022
201,Tyron Johnson (CIN),1,1,8,8,8,0,0,0,0,0,0,2,1.3,0.7,0.0%,2022
202,Maurice Alexander (DET),1,1,7,7,7,0,0,0,0,0,0,3,1.2,0.4,0.0%,2022
203,Jalen Camp (HOU),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2022
204,C.J. Board (TEN),1,1,6,6,6,0,0,0,0,0,0,4,1.1,0.3,0.0%,2022
205,KaVontae Turpin (DAL),1,2,9,9,9,0,0,3,17,0,1,16,1.1,0.1,0.2%,2022
206,Jason Moore Jr. (LAC),1,2,5,5,5,0,0,0,0,0,0,1,1,1,0.0%,2022
207,Mason Kinsey (TEN),1,1,3,3,3,0,0,0,0,0,0,2,0.8,0.4,0.0%,2022
208,Pharoh Cooper (ARI),0,0,0,0,0,0,0,2,8,0,0,4,0.8,0.2,0.0%,2022
209,Cody White (PIT),1,1,2,2,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022
210,Braylon Sanders (MIA),2,3,17,8.5,13,0,0,0,0,0,1,2,0.7,0.4,0.0%,2022
211,Keke Coutee (IND),1,1,20,20,20,1,0,0,0,0,1,6,0.5,0.1,0.0%,2022
212,Deonte Harty (NO),2,2,13,6.5,9,0,0,0,0,0,1,4,0.3,0.1,0.0%,2022
214,Kirk Merritt (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
217,Demetric Felton Jr. (CLE),2,4,8,4,5,0,0,1,-4,0,0,6,0,0,0.0%,2022
218,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
225,Justyn Ross (KC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1%,2022
236,Stanley Morgan Jr. (CIN),0,1,0,0,0,0,0,0,0,0,0,9,0,0,0.0%,2022
240,Cody Thompson (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
241,Quinton Bell (ATL),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
243,Trinity Benson (DET),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
247,Malik Turner (HOU),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
251,Binjimen Victor (BAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
255,Alex Bachman (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
258,Emeka Emezie (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
269,Stanley Berryhill III (DET),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
270,Tanner Conner (MIA),0,3,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
271,Tay Martin (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
280,Jacob Harris (LAR),1,1,6,6,6,0,0,0,0,0,0,3,0,0,0.0%,2022
281,Britain Covey (PHI),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2022
291,Lance McCutcheon (LAR),0,5,0,0,0,0,0,0,0,0,0,4,0,0,0.0%,2022
292,Raleigh Webb (NE),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
299,Chris Pierce Jr. (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
301,Stone Smartt (LAC),4,5,17,4.3,8,0,0,0,0,0,0,3,0,0,0.0%,2022
305,Dareke Young (SEA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2022
309,Cade Johnson (SEA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
313,Josh Gordon (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022
317,John Brown (BUF),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
319,Albert Wilson (LV),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
325,Matthew Slater (NE),0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0%,2022
329,Andre Roberts (CAR),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
334,Marken Michel (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
336,Alex Erickson (WAS),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
344,James Washington (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2022
345,Brandon Zylstra (DET),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
346,Tanner Gentry (BUF),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
348,Marcus Kemp (KC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
349,Justin Hardee (NYJ),0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0%,2022
352,Rashard Higgins (CAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022
353,Ty Montgomery (NE),3,4,15,5,7,0,1,2,-2,0,0,1,0,0,0.5%,2022
354,Ihmir Smith-Marsette (KC),1,4,15,15,15,0,0,1,-1,0,1,4,-0.1,-0,0.0%,2022
