Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Justin Jefferson (MIN),9,11,139,15.4,37,5,1,0,0,0,0,1,24.8,24.8,100.0%,2022,12
2,Garrett Wilson (NYJ),5,8,95,19,54,4,2,1,-1,0,0,1,23.9,23.9,91.4%,2022,12
3,Amon-Ra St. Brown (DET),9,10,122,13.6,26,1,1,1,7,0,0,1,23.4,23.4,99.3%,2022,12
4,Chris Godwin (TB),12,13,110,9.2,23,2,1,0,0,0,0,1,23,23,96.3%,2022,12
5,Zay Jones (JAC),11,14,145,13.2,29,3,0,0,0,0,0,1,22,22,71.5%,2022,12
6,Tee Higgins (CIN),7,9,114,16.3,29,3,1,0,0,0,0,1,20.9,20.9,99.2%,2022,12
7,Isaiah McKenzie (BUF),6,10,96,16,30,3,1,2,7,0,0,1,19.3,19.3,30.3%,2022,12
8,Christian Watson (GB),4,6,110,27.5,63,5,1,0,0,0,0,1,19,19,88.2%,2022,12
9,DJ Moore (CAR),4,6,103,25.8,52,6,1,0,0,0,0,1,18.3,18.3,94.0%,2022,12
10,Stefon Diggs (BUF),8,15,77,9.6,36,2,1,0,0,0,0,1,17.7,17.7,100.0%,2022,12
11,DeAndre Carter (LAC),7,10,73,10.4,33,2,1,0,0,0,0,1,16.8,16.8,12.3%,2022,12
12,DeAndre Hopkins (ARI),4,6,87,21.8,33,4,1,0,0,0,0,1,16.7,16.7,93.7%,2022,12
13,Adam Thielen (MIN),9,10,61,6.8,16,0,1,0,0,0,0,1,16.6,16.6,89.3%,2022,12
14,Michael Pittman Jr. (IND),7,11,61,8.7,28,1,1,0,0,0,0,1,15.6,15.6,96.4%,2022,12
15,Nelson Agholor (NE),6,8,65,10.8,34,2,1,0,0,0,0,1,15.5,15.5,3.3%,2022,12
16,CeeDee Lamb (DAL),6,11,106,17.7,25,3,0,2,11,0,0,1,14.7,14.7,99.9%,2022,12
17,DK Metcalf (SEA),11,15,90,8.2,24,1,0,0,0,0,0,1,14.5,14.5,98.6%,2022,12
18,Mack Hollins (LV),4,5,63,15.8,36,3,1,0,0,0,0,1,14.3,14.3,22.5%,2022,12
19,Tyler Lockett (SEA),3,7,68,22.7,35,3,1,0,0,0,0,1,14.3,14.3,91.8%,2022,12
20,Jauan Jennings (SF),6,7,49,8.2,13,0,1,0,0,0,0,1,13.9,13.9,1.4%,2022,12
21,Keenan Allen (LAC),5,7,49,9.8,16,0,1,0,0,0,0,1,13.4,13.4,98.9%,2022,12
22,Elijah Moore (NYJ),2,2,64,32,42,4,1,1,-4,0,0,1,13,13,36.1%,2022,12
23,Amari Cooper (CLE),7,12,94,13.4,45,3,0,0,0,0,0,1,12.9,12.9,96.3%,2022,12
24,Richie James Jr. (NYG),5,6,41,8.2,16,0,1,0,0,0,0,1,12.6,12.6,11.1%,2022,12
25,Jamal Agnew (JAC),5,5,37,7.4,17,0,1,0,0,0,0,1,12.2,12.2,0.4%,2022,12
26,Tyreek Hill (MIA),6,9,85,14.2,29,1,0,1,5,0,0,1,12,12,100.0%,2022,12
27,Olamide Zaccheaus (ATL),5,8,91,18.2,45,4,0,0,0,0,0,1,11.6,11.6,0.8%,2022,12
28,Anthony Schwartz (CLE),1,2,17,17,17,0,0,1,31,1,0,1,11.3,11.3,0.1%,2022,12
29,Quez Watkins (PHI),3,5,35,11.7,30,2,1,0,0,0,0,1,11,11,1.2%,2022,12
30,Jaylen Waddle (MIA),5,10,85,17,34,3,0,0,0,0,0,1,11,11,99.4%,2022,12
31,Davante Adams (LV),7,11,74,10.6,28,1,0,0,0,0,0,1,10.9,10.9,100.0%,2022,12
32,A.J. Brown (PHI),4,6,46,11.5,23,1,1,0,0,0,1,1,10.6,10.6,99.9%,2022,12
33,Courtland Sutton (DEN),6,8,75,12.5,22,1,0,0,0,0,0,1,10.5,10.5,78.2%,2022,12
34,Van Jefferson (LAR),3,6,29,9.7,16,0,1,0,0,0,0,1,10.4,10.4,21.0%,2022,12
35,DeVante Parker (NE),4,4,80,20,40,3,0,0,0,0,0,1,10,10,12.1%,2022,12
36,Marvin Jones Jr. (JAC),3,3,22,7.3,10,0,1,0,0,0,0,1,9.7,9.7,12.8%,2022,12
37,George Pickens (PIT),3,6,57,19,35,2,0,0,0,0,0,1,9.2,9.2,64.2%,2022,12
38,Treylon Burks (TEN),4,6,70,17.5,51,4,0,0,0,0,0,1,9,9,40.9%,2022,12
39,Brandon Aiyuk (SF),5,8,65,13,27,2,0,0,0,0,0,1,9,9,91.8%,2022,12
40,Randall Cobb (GB),2,4,19,9.5,11,0,1,0,0,0,0,1,8.9,8.9,4.9%,2022,12
41,Michael Gallup (DAL),5,8,63,12.6,25,1,0,0,0,0,0,1,8.8,8.8,61.9%,2022,12
42,Chris Olave (NO),5,9,62,12.4,20,1,0,0,0,0,0,1,8.7,8.7,89.0%,2022,12
43,DJ Chark Jr. (DET),2,5,16,8,15,0,1,0,0,0,0,1,8.6,8.6,44.4%,2022,12
44,Brandin Cooks (HOU),5,5,59,11.8,39,2,0,1,2,0,0,1,8.6,8.6,66.0%,2022,12
