Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mike Evans (TB),8,10,103,12.9,30,2,2,0,0,0,0,1,26.3,26.3,98.6%,2022,4
2,Justin Jefferson (MIN),10,13,147,14.7,41,5,0,1,3,1,0,1,26,26,100.0%,2022,4
3,Tee Higgins (CIN),7,9,124,17.7,59,5,1,0,0,0,0,1,21.9,21.9,99.2%,2022,4
4,Tyreek Hill (MIA),10,14,160,16,64,5,0,1,-1,0,0,1,20.9,20.9,100.0%,2022,4
5,Deebo Samuel (SF),6,7,115,19.2,57,5,1,2,2,0,0,1,20.7,20.7,93.9%,2022,4
6,Cooper Kupp (LAR),14,19,122,8.7,18,0,0,0,0,0,0,1,19.2,19.2,77.5%,2022,4
7,Jamal Agnew (JAC),4,6,50,12.5,24,1,2,0,0,0,0,1,19,19,0.4%,2022,4
8,CeeDee Lamb (DAL),6,8,97,16.2,30,3,1,0,0,0,0,1,18.7,18.7,99.9%,2022,4
9,DK Metcalf (SEA),7,10,149,21.3,54,7,0,0,0,0,0,1,18.4,18.4,98.6%,2022,4
10,Marquise Brown (ARI),6,11,88,14.7,23,2,1,0,0,0,0,1,17.8,17.8,85.3%,2022,4
11,Josh Reynolds (DET),7,8,81,11.6,26,1,1,0,0,0,0,1,17.6,17.6,6.1%,2022,4
12,Corey Davis (NYJ),5,6,74,14.8,22,1,1,0,0,0,0,1,15.9,15.9,16.1%,2022,4
13,Mike Williams (LAC),7,11,120,17.1,50,5,0,0,0,0,0,1,15.5,15.5,96.0%,2022,4
14,Brandin Cooks (HOU),7,7,57,8.1,20,1,1,0,0,0,0,1,15.2,15.2,66.0%,2022,4
15,Davante Adams (LV),9,13,101,11.2,20,1,0,1,4,0,0,1,15,15,100.0%,2022,4
16,Chris Olave (NO),4,7,67,16.8,32,3,1,0,0,0,0,1,14.7,14.7,89.0%,2022,4
17,Allen Lazard (GB),6,8,116,19.3,32,4,0,0,0,0,0,1,14.6,14.6,85.5%,2022,4
18,Courtland Sutton (DEN),5,7,52,10.4,18,0,1,0,0,0,0,1,13.7,13.7,78.2%,2022,4
19,Jerry Jeudy (DEN),4,5,53,13.3,32,3,1,0,0,0,0,1,13.3,13.3,91.1%,2022,4
20,George Pickens (PIT),6,8,102,17,27,3,0,0,0,0,0,1,13.2,13.2,64.2%,2022,4
21,A.J. Brown (PHI),5,7,95,19,31,3,0,0,0,0,0,1,12,12,99.9%,2022,4
22,Jahan Dotson (WAS),3,4,43,14.3,31,2,1,0,0,0,0,1,11.8,11.8,42.8%,2022,4
23,Darnell Mooney (CHI),4,5,94,23.5,56,4,0,0,0,0,0,1,11.4,11.4,35.1%,2022,4
24,Romeo Doubs (GB),5,8,47,9.4,16,0,1,0,0,0,1,1,11.2,11.2,19.0%,2022,4
25,Adam Thielen (MIN),8,9,72,9,16,0,0,0,0,0,0,1,11.2,11.2,89.3%,2022,4
26,Robert Woods (TEN),4,4,30,7.5,10,0,1,0,0,0,0,1,11,11,41.8%,2022,4
27,Isaiah McKenzie (BUF),4,6,21,5.3,8,0,1,0,0,0,0,1,10.1,10.1,30.3%,2022,4
28,Tyler Lockett (SEA),6,8,91,15.2,34,2,0,0,0,0,1,1,10.1,10.1,91.8%,2022,4
29,Ja'Marr Chase (CIN),4,6,81,20.3,36,3,0,0,0,0,0,1,10.1,10.1,100.0%,2022,4
30,Alec Pierce (IND),4,6,80,20,44,4,0,0,0,0,0,1,10,10,11.0%,2022,4
31,Nico Collins (HOU),3,5,82,27.3,58,5,0,0,0,0,0,1,9.7,9.7,16.2%,2022,4
32,Donovan Peoples-Jones (CLE),5,9,71,14.2,42,3,0,0,0,0,0,1,9.6,9.6,53.1%,2022,4
33,Chris Godwin (TB),7,10,59,8.4,12,0,0,0,0,0,0,1,9.4,9.4,96.3%,2022,4
34,Michael Gallup (DAL),2,3,24,12,15,0,1,0,0,0,0,1,9.4,9.4,61.9%,2022,4
35,DeVante Parker (NE),2,2,24,12,25,1,1,0,0,0,0,1,9.4,9.4,12.1%,2022,4
36,DJ Moore (CAR),6,11,50,8.3,16,0,0,1,11,0,0,1,9.1,9.1,94.0%,2022,4
37,Christian Watson (GB),1,3,8,8,8,0,0,1,15,1,0,1,8.8,8.8,88.2%,2022,4
38,Stefon Diggs (BUF),4,6,62,15.5,23,1,0,0,0,0,0,1,8.2,8.2,100.0%,2022,4
39,Marquez Valdes-Scantling (KC),3,5,63,21,36,3,0,0,0,0,0,1,7.8,7.8,43.5%,2022,4
40,Noah Brown (DAL),3,6,61,20.3,45,3,0,0,0,0,0,1,7.6,7.6,2.4%,2022,4
41,Trent Sherfield (MIA),4,6,55,13.8,16,0,0,0,0,0,0,1,7.5,7.5,1.3%,2022,4
42,Christian Kirk (JAC),2,9,60,30,45,3,0,1,3,0,0,1,7.3,7.3,95.2%,2022,4
43,JuJu Smith-Schuster (KC),5,8,46,9.2,19,0,0,0,0,0,0,1,7.1,7.1,94.1%,2022,4
44,Devin Duvernay (BAL),4,5,51,12.8,21,1,0,0,0,0,0,1,7.1,7.1,28.0%,2022,4
45,Elijah Moore (NYJ),3,4,53,17.7,28,2,0,1,2,0,0,1,7,7,36.1%,2022,4
46,Tom Kennedy (DET),3,5,54,18,28,1,0,0,0,0,0,1,6.9,6.9,0.1%,2022,4
47,Marquez Callaway (NO),3,6,53,17.7,33,2,0,0,0,0,0,1,6.8,6.8,0.5%,2022,4
48,Tyler Boyd (CIN),2,5,47,23.5,43,3,0,0,0,0,0,1,6.6,6.6,71.8%,2022,4
49,Olamide Zaccheaus (ATL),2,2,55,27.5,42,3,0,0,0,0,0,1,6.5,6.5,0.8%,2022,4
50,Parris Campbell (IND),4,4,43,10.8,20,1,0,0,0,0,0,1,6.3,6.3,31.5%,2022,4
51,Nelson Agholor (NE),3,4,46,15.3,27,2,0,0,0,0,0,1,6.1,6.1,3.3%,2022,4
52,KJ Hamler (DEN),1,1,55,55,55,4,0,0,0,0,0,1,6,6,0.9%,2022,4
53,Michael Bandy (LAC),2,2,49,24.5,25,2,0,0,0,0,0,1,5.9,5.9,0.1%,2022,4
54,Curtis Samuel (WAS),4,7,38,9.5,15,0,0,0,0,0,0,1,5.8,5.8,58.3%,2022,4
55,Randall Cobb (GB),3,4,42,14,24,1,0,0,0,0,0,1,5.7,5.7,4.9%,2022,4
56,Brandon Aiyuk (SF),4,4,37,9.3,15,0,0,0,0,0,0,1,5.7,5.7,91.8%,2022,4
57,Braxton Berrios (NYJ),1,1,6,6,6,0,0,0,0,0,0,1,5.2,5.2,1.0%,2022,4
58,Garrett Wilson (NYJ),2,6,41,20.5,35,2,0,0,0,0,0,1,5.1,5.1,91.4%,2022,4
59,Jaylen Waddle (MIA),2,5,39,19.5,20,1,0,0,0,0,0,1,4.9,4.9,99.4%,2022,4
60,Kendall Hinton (DEN),2,3,39,19.5,35,2,0,0,0,0,0,1,4.9,4.9,3.8%,2022,4
61,Mack Hollins (LV),3,5,33,11,16,0,0,0,0,0,0,1,4.8,4.8,22.5%,2022,4
62,Kendrick Bourne (NE),2,3,23,11.5,16,0,0,1,15,0,0,1,4.8,4.8,1.6%,2022,4
63,Michael Pittman Jr. (IND),3,6,31,10.3,14,0,0,0,0,0,0,1,4.6,4.6,96.4%,2022,4
64,David Bell (CLE),2,3,35,17.5,20,1,0,0,0,0,0,1,4.5,4.5,0.7%,2022,4
65,Ben Skowronek (LAR),2,3,33,16.5,17,0,0,0,0,0,0,1,4.3,4.3,3.2%,2022,4
66,Robbie Anderson (ARI),3,5,26,8.7,13,0,0,0,0,0,0,1,4.1,4.1,6.6%,2022,4
67,Skyy Moore (KC),2,4,31,15.5,16,0,0,0,0,0,0,1,4.1,4.1,11.9%,2022,4
68,Jarvis Landry (NO),2,2,7,3.5,6,0,0,0,0,0,0,1,3.7,3.7,19.0%,2022,4
69,Kalif Raymond (DET),3,5,38,12.7,21,1,0,1,3,0,1,1,3.6,3.6,2.2%,2022,4
70,Russell Gage (TB),2,4,24,12,14,0,0,0,0,0,0,1,3.4,3.4,19.1%,2022,4
71,Khalil Shakir (BUF),2,2,23,11.5,14,0,0,0,0,0,0,1,3.3,3.3,0.3%,2022,4
72,Rashod Bateman (BAL),3,6,17,5.7,13,0,0,0,0,0,0,1,3.2,3.2,23.2%,2022,4
73,DeVonta Smith (PHI),3,4,17,5.7,7,0,0,0,0,0,0,1,3.2,3.2,95.1%,2022,4
74,Diontae Johnson (PIT),2,4,11,5.5,6,0,0,2,11,0,0,1,3.2,3.2,86.8%,2022,4
75,Jauan Jennings (SF),2,4,22,11,12,0,0,0,0,0,0,1,3.2,3.2,1.4%,2022,4
76,Joshua Palmer (LAC),1,1,25,25,25,1,0,0,0,0,0,1,3,3,60.8%,2022,4
