Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Alvin Kamara (NO),19,82,4.3,17,0,2,4,5,34,8.5,1,0,1,33.6,33.6,99.8%,2018,9
2,Kareem Hunt (CLE),17,91,5.4,25,1,2,1,2,50,50,1,0,1,33.1,33.1,91.2%,2018,9
3,Christian McCaffrey (CAR),17,79,4.6,35,1,2,5,6,78,15.6,0,0,1,32.7,32.7,99.8%,2018,9
4,Tevin Coleman (NYJ),13,88,6.8,16,0,0,5,7,68,13.6,2,0,1,32.6,32.6,1.0%,2018,9
5,Duke Johnson Jr. (BUF),1,8,8,8,0,0,9,9,78,8.7,2,0,1,29.6,29.6,4.4%,2018,9
6,James Conner (ARI),24,107,4.5,25,1,0,7,9,56,8,1,0,1,29.3,29.3,98.7%,2018,9
7,James White (NE),12,31,2.6,8,0,2,6,7,72,12,0,0,1,28.3,28.3,5.2%,2018,9
8,Dion Lewis (FA),19,62,3.3,13,0,0,4,4,60,15,1,0,1,22.2,22.2,2.0%,2018,9
9,Todd Gurley II (FA),13,68,5.2,24,1,1,6,7,11,1.8,0,0,1,19.9,19.9,0.2%,2018,9
10,Melvin Gordon III (DEN),16,113,7.1,34,3,1,1,4,10,10,0,0,1,19.3,19.3,85.3%,2018,9
11,Mike Davis (BAL),15,62,4.1,12,0,0,7,8,45,6.4,0,0,1,17.7,17.7,1.9%,2018,9
12,Jordan Howard (FA),14,47,3.4,18,0,2,0,0,0,0,0,0,1,16.7,16.7,8.7%,2018,9
13,Nick Chubb (CLE),22,85,3.9,17,0,1,1,1,5,5,0,0,1,16,16,99.4%,2018,9
14,Ezekiel Elliott (DAL),17,61,3.6,17,0,0,4,5,51,12.8,0,0,1,15.2,15.2,96.8%,2018,9
15,Dalvin Cook (MIN),10,89,8.9,70,1,0,4,4,20,5,0,0,1,14.9,14.9,99.9%,2018,9
16,Raheem Mostert (MIA),7,86,12.3,52,1,1,0,0,0,0,0,0,1,14.6,14.6,83.4%,2018,9
17,Ito Smith (FA),10,60,6,13,0,1,1,2,4,4,0,0,1,13.4,13.4,0.0%,2018,9
18,Spencer Ware (FA),2,12,6,11,0,0,4,5,69,17.3,0,0,1,12.1,12.1,0.0%,2018,9
19,Latavius Murray (FA),10,31,3.1,9,0,1,1,1,16,16,0,0,1,11.7,11.7,0.8%,2018,9
20,Derrick Henry (TEN),6,27,4.5,13,0,1,2,2,5,2.5,0,0,1,11.2,11.2,99.8%,2018,9
21,Alex Collins (FA),9,35,3.9,9,0,1,1,1,4,4,0,0,1,10.9,10.9,9.6%,2018,9
22,Theo Riddick (FA),0,0,0,0,0,0,7,8,36,5.1,0,0,1,10.6,10.6,0.0%,2018,9
23,Kapri Bibbs (FA),3,20,6.7,13,0,1,1,1,15,15,0,0,1,10.5,10.5,0.1%,2018,9
24,Phillip Lindsay (MIA),17,60,3.5,22,1,0,2,3,24,12,0,0,1,10.4,10.4,0.7%,2018,9
25,Elijah McGuire (FA),7,30,4.3,14,0,0,3,5,37,12.3,0,0,1,9.7,9.7,0.0%,2018,9
26,Jalen Richard (FA),2,4,2,4,0,0,4,4,45,11.3,0,0,1,8.9,8.9,1.0%,2018,9
27,Malcolm Brown (MIA),0,0,0,0,0,0,1,1,18,18,1,0,1,8.8,8.8,0.1%,2018,9
28,Aaron Jones (GB),14,76,5.4,13,0,0,2,4,10,5,0,1,1,8.6,8.6,99.5%,2018,9
29,Chris Ivory (FA),7,36,5.1,18,0,0,3,4,20,6.7,0,0,1,8.6,8.6,0.0%,2018,9
30,Devontae Booker (FA),3,15,5,14,0,1,2,4,9,4.5,0,1,1,8.4,8.4,0.5%,2018,9
31,Doug Martin (FA),11,49,4.5,10,0,0,1,2,20,20,0,0,1,7.9,7.9,0.0%,2018,9
32,Kenyan Drake (LV),3,9,3,5,0,0,4,6,26,6.5,0,0,1,7.5,7.5,24.7%,2018,9
33,Kerryon Johnson (FA),12,37,3.1,6,0,0,3,5,7,2.3,0,0,1,7.4,7.4,0.1%,2018,9
34,Jamaal Williams (DET),7,34,4.9,10,0,0,2,2,20,10,0,0,1,7.4,7.4,47.8%,2018,9
35,Isaiah Crowell (FA),13,49,3.8,12,0,0,1,2,11,11,0,0,1,7,7,0.1%,2018,9
36,LeSean McCoy (FA),10,10,1,4,0,0,4,4,19,4.8,0,0,1,6.9,6.9,2.0%,2018,9
37,Frank Gore (FA),20,53,2.7,8,0,0,1,1,6,6,0,0,1,6.9,6.9,12.2%,2018,9
38,Lamar Miller (FA),12,21,1.8,9,0,0,2,2,27,13.5,0,0,1,6.8,6.8,0.0%,2018,9
39,Javorius Allen (FA),1,6,6,6,0,0,5,5,8,1.6,0,0,1,6.4,6.4,0.1%,2018,9
40,Adrian Peterson (FA),9,17,1.9,11,0,0,3,3,16,5.3,0,0,1,6.3,6.3,2.1%,2018,9
41,Alex Armah Jr. (WAS),1,1,1,1,0,1,0,0,0,0,0,0,1,6.1,6.1,0.1%,2018,9
42,Peyton Barber (FA),11,31,2.8,18,0,0,2,3,9,4.5,0,0,1,6,6,0.6%,2018,9
43,Matt Breida (NYG),12,44,3.7,18,0,0,1,1,3,3,0,0,1,5.7,5.7,1.2%,2018,9
44,Rashaad Penny (SEA),4,11,2.8,9,0,0,3,3,13,4.3,0,0,1,5.4,5.4,88.3%,2018,9
