Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,C.J. Anderson (FA),23,132,5.7,13,0,1,3,3,22,7.3,0,0,1,24.4,24.4,1.0%,2018,17
2,Jordan Howard (FA),21,109,5.2,42,1,2,1,2,5,5,0,0,1,24.4,24.4,8.7%,2018,17
3,Saquon Barkley (NYG),17,109,6.4,68,2,1,4,8,33,8.3,0,0,1,24.2,24.2,98.7%,2018,17
4,Chris Carson (SEA),19,122,6.4,61,1,1,1,1,7,7,0,0,1,19.9,19.9,71.3%,2018,17
5,Zach Zenner (FA),21,93,4.4,13,0,1,1,2,30,30,0,0,1,19.3,19.3,0.0%,2018,17
6,Marlon Mack (HOU),25,119,4.8,21,1,1,3,3,-1,-0.3,0,1,1,18.8,18.8,29.5%,2018,17
7,Alfred Morris (FA),16,111,6.9,51,2,1,1,1,4,4,0,0,1,18.5,18.5,0.1%,2018,17
8,Royce Freeman (HOU),17,60,3.5,9,0,0,8,10,43,5.4,0,0,1,18.3,18.3,0.7%,2018,17
9,James White (NE),4,30,7.5,21,1,0,4,5,39,9.8,1,0,1,16.9,16.9,5.2%,2018,17
10,Kenyan Drake (LV),11,43,3.9,9,0,0,5,5,52,10.4,0,0,1,14.5,14.5,24.7%,2018,17
11,Cameron Artis-Payne (FA),16,56,3.5,15,0,1,2,2,2,1,0,0,1,13.8,13.8,0.0%,2018,17
12,Mike Davis (BAL),7,44,6.3,17,0,1,2,3,12,6,0,0,1,13.6,13.6,1.9%,2018,17
13,Lamar Miller (FA),17,56,3.3,14,0,1,2,2,0,0,0,0,1,13.6,13.6,0.0%,2018,17
14,Kenneth Dixon (FA),12,117,9.8,37,2,0,1,1,2,2,0,0,1,12.9,12.9,0.1%,2018,17
15,Damien Williams (ATL),11,51,4.6,15,0,1,1,1,8,8,0,0,1,12.9,12.9,1.9%,2018,17
16,Rod Smith (FA),12,35,2.9,13,0,1,2,3,14,7,0,0,1,12.9,12.9,0.0%,2018,17
17,James Conner (ARI),14,64,4.6,16,0,0,3,3,30,10,0,0,1,12.4,12.4,98.7%,2018,17
18,Tevin Coleman (NYJ),8,45,5.6,23,1,1,1,1,9,9,0,0,1,12.4,12.4,1.0%,2018,17
19,LeSean McCoy (FA),10,26,2.6,9,0,1,2,3,18,9,0,0,1,12.4,12.4,2.0%,2018,17
20,Austin Ekeler (LAC),8,58,7.3,41,1,1,0,1,0,0,0,0,1,11.8,11.8,99.9%,2018,17
21,David Johnson (FA),17,62,3.6,15,0,0,3,4,6,2,0,0,1,11.8,11.8,0.8%,2018,17
22,Joe Mixon (CIN),13,105,8.1,51,2,0,1,1,2,2,0,0,1,11.7,11.7,99.8%,2018,17
23,Wendell Smallwood (FA),12,53,4.4,13,0,0,4,4,24,6,0,0,1,11.7,11.7,0.0%,2018,17
24,Derrick Henry (TEN),16,93,5.8,33,1,0,1,1,13,13,0,0,1,11.6,11.6,99.8%,2018,17
25,Josh Adams (FA),11,50,4.5,13,0,0,3,3,33,11,0,0,1,11.3,11.3,0.1%,2018,17
26,Tarik Cohen (FA),5,24,4.8,8,0,1,2,3,8,4,0,0,1,11.2,11.2,2.2%,2018,17
27,Jaylen Samuels (ARI),2,2,1,4,0,0,7,8,40,5.7,0,0,1,11.2,11.2,0.1%,2018,17
28,Andy Janovich (HOU),0,0,0,0,0,0,2,2,30,15,1,0,1,11,11,0.0%,2018,17
29,Dwayne Washington (NO),11,108,9.8,28,2,0,0,0,0,0,0,0,1,10.8,10.8,0.1%,2018,17
30,Rex Burkhead (HOU),5,14,2.8,8,0,0,1,2,18,18,1,0,1,10.2,10.2,11.8%,2018,17
31,Chris Ivory (FA),14,45,3.2,10,0,0,1,1,46,46,0,0,1,10.1,10.1,0.0%,2018,17
32,Wayne Gallman Jr. (FA),6,23,3.8,9,0,1,1,1,7,7,0,0,1,10,10,0.1%,2018,17
33,Dalvin Cook (MIN),11,39,3.5,10,0,0,4,5,21,5.3,0,0,1,10,10,99.9%,2018,17
34,Melvin Gordon III (DEN),10,42,4.2,9,0,0,3,3,24,8,0,0,1,9.6,9.6,85.3%,2018,17
35,Doug Martin (FA),21,100,4.8,15,0,0,1,2,1,1,0,1,1,9.1,9.1,0.0%,2018,17
36,Devontae Booker (FA),5,14,2.8,6,0,0,5,7,20,4,0,0,1,8.4,8.4,0.5%,2018,17
37,Peyton Barber (FA),15,66,4.4,9,0,0,1,1,2,2,0,0,1,7.8,7.8,0.6%,2018,17
38,Gus Edwards (BAL),12,76,6.3,24,1,0,0,0,0,0,0,0,1,7.6,7.6,38.9%,2018,17
39,Chris Thompson (FA),2,10,5,9,0,0,5,8,14,2.8,0,0,1,7.4,7.4,0.0%,2018,17
40,Ryan Hewitt (FA),0,0,0,0,0,0,1,1,1,1,1,0,1,7.1,7.1,0.0%,2018,17
41,Elijah McGuire (FA),18,41,2.3,17,0,0,2,2,24,12,0,1,1,6.5,6.5,0.0%,2018,17
42,Mark Ingram II (NO),5,28,5.6,16,0,0,2,2,15,7.5,0,0,1,6.3,6.3,5.6%,2018,17
43,Nyheim Hines (IND),1,4,4,4,0,0,3,5,25,8.3,0,0,1,5.9,5.9,51.7%,2018,17
44,John Kelly (CLE),15,30,2,7,0,0,1,2,18,18,0,0,1,5.8,5.8,0.1%,2018,17
45,Darren Sproles (FA),7,24,3.4,11,0,0,2,3,12,6,0,0,1,5.6,5.6,0.1%,2018,17
46,Dion Lewis (FA),0,0,0,0,0,0,3,4,23,7.7,0,0,1,5.3,5.3,2.0%,2018,17
47,Jamaal Williams (DET),8,4,0.5,5,0,0,3,3,16,5.3,0,0,1,5,5,47.8%,2018,17
48,Sony Michel (MIA),14,50,3.6,14,0,0,0,0,0,0,0,0,1,5,5,31.3%,2018,17
