Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
1,Travis Kelce (KC),97,136,"1,229",12.7,47,21,5,1,4,1,1,16,205.8,12.9,100.0%,2019
2,George Kittle (SF),85,107,"1,053",12.4,61,25,5,5,22,0,0,14,180,12.9,99.2%,2019
3,Darren Waller (LV),90,117,"1,145",12.7,75,23,3,2,5,0,1,16,176,11,83.6%,2019
4,Mark Andrews (BAL),64,98,852,13.3,51,25,10,0,0,0,1,15,175.2,11.7,99.3%,2019
5,Zach Ertz (ARI),88,135,916,10.4,30,13,6,0,0,0,1,15,171.6,11.4,30.9%,2019
6,Austin Hooper (TEN),75,97,787,10.5,35,11,6,0,0,0,0,13,154.2,11.9,12.7%,2019
7,Jared Cook (FA),43,65,705,16.4,61,23,9,0,0,0,0,14,146,10.4,0.0%,2019
8,Tyler Higbee (LAR),69,89,734,10.6,33,13,3,0,0,0,0,15,125.9,8.4,74.0%,2019
9,Hunter Henry (NE),55,76,652,11.9,30,9,5,0,0,0,1,12,122.7,10.2,34.7%,2019
10,Dallas Goedert (PHI),58,87,607,10.5,28,8,5,0,0,0,2,15,115.7,7.7,91.9%,2019
11,Mike Gesicki (MIA),51,89,570,11.2,34,10,5,0,0,0,1,16,110.5,6.9,34.9%,2019
12,Jason Witten (FA),63,83,529,8.4,33,3,4,0,0,0,1,16,108.4,6.8,0.0%,2019
13,Greg Olsen (FA),52,82,597,11.5,41,9,2,0,0,0,0,14,97.7,7,7.0%,2019
14,Kyle Rudolph (TB),39,48,367,9.4,32,4,6,0,0,0,0,16,94.2,5.9,0.6%,2019
15,Darren Fells (FA),34,48,341,10,24,2,7,0,0,0,0,16,93.1,5.8,0.0%,2019
16,Noah Fant (SEA),40,66,562,14.1,75,18,3,3,-12,0,1,16,91,5.7,33.6%,2019
17,Jack Doyle (FA),43,72,448,10.4,23,4,4,0,0,0,0,16,90.3,5.6,2.0%,2019
18,Evan Engram (JAC),44,68,467,10.6,75,9,3,3,7,0,0,8,87.4,10.9,85.1%,2019
19,Jonnu Smith (NE),35,44,439,12.5,57,14,3,4,78,0,0,16,87.2,5.5,1.0%,2019
20,Tyler Eifert (FA),43,63,436,10.1,27,4,3,0,0,0,0,16,85.1,5.3,0.0%,2019
21,Jimmy Graham (FA),38,60,447,11.8,48,9,3,0,0,0,0,16,81.7,5.1,0.0%,2019
22,Ryan Griffin (CHI),34,41,320,9.4,45,6,5,0,0,0,0,13,81,6.2,0.0%,2019
23,Jacob Hollister (SEA),41,59,349,8.5,22,3,3,0,0,0,0,11,73.4,6.7,0.0%,2019
24,Cameron Brate (TB),36,55,311,8.6,37,2,4,0,0,0,0,16,73.1,4.6,1.5%,2019
25,Jordan Akins (HOU),36,55,418,11.6,53,7,2,0,0,0,0,16,71.8,4.5,1.0%,2019
26,Gerald Everett (LAC),37,60,408,11,33,9,2,1,0,0,0,13,71.3,5.5,77.6%,2019
27,Eric Ebron (FA),31,52,375,12.1,48,8,3,0,0,0,0,11,71,6.5,0.0%,2019
28,Blake Jarwin (FA),31,41,365,11.8,42,11,3,0,0,0,0,16,70,4.4,4.0%,2019
29,O.J. Howard (HOU),34,53,459,13.5,33,11,1,0,0,0,1,14,66.9,4.8,0.3%,2019
30,Dawson Knox (BUF),28,50,388,13.9,49,11,2,1,9,0,0,15,65.7,4.4,79.9%,2019
31,T.J. Hockenson (MIN),32,59,367,11.5,39,7,2,0,0,0,0,12,64.7,5.4,98.5%,2019
32,Vance McDonald (FA),38,55,273,7.2,22,2,3,1,2,0,0,14,64.5,4.6,0.0%,2019
33,Will Dissly (SEA),23,27,262,11.4,38,4,4,1,7,0,0,6,62.4,10.4,3.2%,2019
34,Hayden Hurst (CIN),30,39,349,11.6,61,7,2,0,0,0,0,16,61.9,3.9,35.8%,2019
35,Irv Smith Jr. (MIN),36,47,311,8.6,29,5,2,0,0,0,0,16,61.1,3.8,12.8%,2019
36,Kaden Smith (FA),31,42,268,8.6,32,4,3,0,0,0,0,9,60.3,6.7,0.0%,2019
37,Nick Boyle (BAL),31,43,321,10.4,35,5,2,0,0,0,0,16,59.6,3.7,0.0%,2019
38,Foster Moreau (LV),21,25,174,8.3,23,1,5,0,0,0,0,13,57.9,4.5,21.2%,2019
39,Josh Hill (FA),25,35,226,9,29,4,3,0,0,0,0,16,53.1,3.3,0.0%,2019
40,Ricky Seals-Jones (FA),14,22,229,16.4,59,9,4,0,0,0,1,14,51.9,3.7,0.0%,2019
41,C.J. Uzomah (NYJ),27,40,242,9,36,3,2,0,0,0,0,16,49.7,3.1,0.4%,2019
42,Delanie Walker (FA),21,31,215,10.2,29,1,2,0,0,0,0,7,44,6.3,0.1%,2019
43,Jeremy Sprinkle (FA),26,40,241,9.3,23,2,1,0,0,0,0,16,43.1,2.7,0.0%,2019
44,Demetrius Harris (FA),15,27,149,9.9,23,2,3,0,0,0,0,15,42.4,2.8,0.0%,2019
45,Charles Clay (FA),18,24,237,13.2,47,6,1,0,0,0,0,15,38.7,2.6,0.0%,2019
46,James O'Shaughnessy (MIN),14,20,153,10.9,35,2,2,0,0,0,0,5,34.3,6.9,0.0%,2019
47,Maxx Williams (ARI),15,19,202,13.5,28,5,1,0,0,0,0,16,33.7,2.1,0.0%,2019
48,Anthony Firkser (ATL),14,24,204,14.6,39,6,1,0,0,0,0,15,33.4,2.2,0.0%,2019
49,Rhett Ellison (FA),18,28,167,9.3,31,4,1,0,0,0,0,10,31.7,3.2,0.0%,2019
50,Logan Thomas (WAS),16,28,173,10.8,17,0,1,0,0,0,0,16,31.3,2,6.7%,2019
51,Marcedes Lewis (GB),15,19,156,10.4,25,2,1,0,0,0,0,16,29.1,1.8,0.1%,2019
52,Dan Arnold (JAC),8,14,127,15.9,37,4,2,0,0,0,0,6,28.7,4.8,0.1%,2019
53,Ross Dwelley (SF),15,22,91,6.1,25,1,2,0,0,0,0,16,28.6,1.8,0.0%,2019
54,Ian Thomas (CAR),16,30,136,8.5,19,0,1,0,0,0,0,16,27.6,1.7,0.1%,2019
55,Derek Carrier (FA),13,19,108,8.3,25,2,1,1,27,0,0,16,26,1.6,0.0%,2019
56,Benjamin Watson (FA),17,24,173,10.2,26,3,0,0,0,0,0,10,25.8,2.6,2.8%,2019
57,Matt LaCosse (FA),13,19,131,10.1,24,3,1,0,0,0,0,12,25.6,2.1,0.0%,2019
58,Jaeden Graham (FA),9,10,149,16.6,53,6,1,0,0,0,0,16,25.4,1.6,0.0%,2019
59,Nick Vannett (NYG),17,22,166,9.8,18,0,0,0,0,0,0,16,25.1,1.6,0.0%,2019
60,Jeff Heuerman (FA),14,20,114,8.1,26,1,1,0,0,0,0,14,24.4,1.7,0.0%,2019
61,Nick O'Leary (FA),13,18,109,8.4,19,0,1,0,0,0,0,12,23.4,2,0.0%,2019
62,Vernon Davis (FA),10,19,123,12.3,48,3,1,0,0,0,0,4,23.3,5.8,1.6%,2019
63,Jesse James (CLE),16,27,142,8.9,23,1,0,0,0,0,0,16,22.2,1.4,0.0%,2019
64,Robert Tonyan (GB),10,15,100,10,28,2,1,0,0,0,0,11,21,1.9,23.9%,2019
65,Ryan Izzo (FA),6,9,114,19,41,5,1,0,0,0,0,6,20.4,3.4,0.0%,2019
66,Hale Hentges (FA),8,14,103,12.9,24,2,1,0,0,0,0,11,20.3,1.8,0.0%,2019
67,Andrew Beck (DEN),9,12,90,10,29,1,1,1,3,0,0,16,20,1.3,0.0%,2019
68,Seth DeValve (FA),12,18,140,11.7,20,1,0,0,0,0,0,12,20,1.7,0.0%,2019
69,Joshua Perkins (FA),9,13,87,9.7,24,1,1,0,0,0,0,5,19.2,3.8,0.0%,2019
70,Virgil Green (FA),9,13,78,8.7,15,0,1,0,0,0,0,15,18.3,1.2,0.0%,2019
71,MyCole Pruitt (ATL),6,8,90,15,42,4,1,0,0,0,0,16,18,1.1,0.0%,2019
72,Daniel Brown (FA),7,11,72,10.3,24,2,1,0,0,0,0,16,16.7,1,0.0%,2019
73,Jesper Horsted (LV),8,10,87,10.9,20,1,1,0,0,0,1,6,16.7,2.8,0.0%,2019
74,Tyler Kroft (SF),6,14,71,11.8,20,1,1,0,0,0,0,12,16.1,1.3,0.0%,2019
75,Trey Burton (FA),14,24,84,6,16,0,0,0,0,0,0,9,15.4,1.7,0.0%,2019
76,Tommy Sweeney (BUF),8,13,114,14.3,29,3,0,0,0,0,0,6,15.4,2.6,0.1%,2019
77,Ben Braunecker (FA),6,11,59,9.8,18,0,1,0,0,0,0,11,14.9,1.4,0.0%,2019
78,Stephen Carlson (FA),5,7,51,10.2,21,1,1,0,0,0,0,9,13.6,1.5,0.0%,2019
79,Mo Alie-Cox (IND),8,11,93,11.6,21,1,0,0,0,0,0,16,13.3,0.8,2.0%,2019
80,Geoff Swaim (TEN),13,17,65,5,9,0,0,0,0,0,0,6,13,2.2,0.0%,2019
81,Troy Fumagalli (FA),6,9,38,6.3,9,0,1,0,0,0,0,11,12.8,1.2,0.0%,2019
82,David Njoku (CLE),5,10,41,8.2,18,0,1,0,0,0,0,4,12.6,3.2,82.4%,2019
83,J.P. Holtz (NO),7,8,91,13,30,2,0,0,0,0,0,15,12.6,0.8,0.0%,2019
84,Adam Shaheen (MIA),9,13,74,8.2,18,0,0,0,0,0,1,8,11.9,1.5,0.0%,2019
85,Luke Willson (FA),8,10,79,9.9,17,0,0,0,0,0,0,9,11.9,1.3,0.0%,2019
86,Lee Smith (FA),4,5,31,7.8,9,0,1,0,0,0,0,16,11.1,0.7,0.0%,2019
87,Blake Bell (KC),8,15,67,8.4,30,2,0,0,0,0,0,15,10.7,0.7,0.0%,2019
88,Durham Smythe (MIA),7,14,65,9.3,24,1,0,0,0,0,0,16,10,0.6,0.1%,2019
89,Tyler Conklin (NYJ),8,10,58,7.3,20,1,0,0,0,0,0,16,9.8,0.6,33.2%,2019
90,Luke Stocker (FA),8,14,53,6.6,18,0,0,0,0,0,0,15,9.3,0.6,0.0%,2019
91,Cethan Carter (MIA),2,3,13,6.5,8,0,1,0,0,0,0,15,8.3,0.6,0.0%,2019
92,Clive Walford (FA),4,8,57,14.3,19,0,0,0,4,0,0,8,8.1,1,0.0%,2019
93,Lance Kendricks (FA),3,7,50,16.7,24,1,0,0,0,0,0,12,6.5,0.5,0.0%,2019
94,Deon Yelder (FA),3,4,50,16.7,24,1,0,0,0,0,0,10,6.5,0.7,0.0%,2019
95,Trevon Wesco (CHI),2,3,47,23.5,32,2,0,1,2,0,0,16,5.9,0.4,0.0%,2019
96,Drew Sample (CIN),5,6,30,6,21,1,0,0,0,0,0,9,5.5,0.6,0.0%,2019
97,Ross Travis (FA),4,6,51,12.8,25,1,0,0,0,0,1,3,5.1,1.7,0.0%,2019
98,Johnny Mundt (MIN),4,7,26,6.5,9,0,0,0,0,0,0,14,4.6,0.3,0.1%,2019
99,Pharaoh Brown (CLE),2,3,27,13.5,18,0,0,0,0,0,0,9,3.7,0.4,0.0%,2019
100,Tanner Hudson (CIN),2,5,26,13,14,0,0,0,0,0,0,9,3.6,0.4,0.1%,2019
101,Codey McElroy (FA),1,1,30,30,30,2,0,0,0,0,0,1,3.5,3.5,0.0%,2019
102,Eric Saubert (DEN),2,3,21,10.5,11,0,0,0,0,0,0,2,3.1,1.6,0.1%,2019
103,Josh Oliver (BAL),3,6,15,5,6,0,0,0,0,0,0,4,3,0.8,0.1%,2019
104,Isaac Nauta (FA),2,3,13,6.5,10,0,0,0,0,0,0,6,2.3,0.4,0.0%,2019
105,Scott Simonson (FA),2,2,11,5.5,10,0,0,0,0,0,0,6,2.1,0.4,0.0%,2019
106,Levine Toilolo (FA),2,2,10,5,8,0,0,0,0,0,0,13,2,0.2,0.0%,2019
107,Sean Culkin (FA),1,2,12,12,12,0,0,0,0,0,0,4,1.7,0.4,0.0%,2019
108,Chris Manhertz (JAC),1,1,11,11,11,0,0,0,0,0,0,15,1.6,0.1,0.0%,2019
109,Antony Auclair (FA),1,3,11,11,11,0,0,0,0,0,0,8,1.6,0.2,0.0%,2019
110,Ben Koyack (FA),1,3,9,9,9,0,0,0,0,0,0,12,1.4,0.1,0.0%,2019
111,Jordan Thomas (FA),1,3,8,8,8,0,0,0,0,0,0,6,1.3,0.2,0.0%,2019
112,Chris Herndon IV (FA),1,2,7,7,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2019
113,Dalton Schultz (DAL),1,2,6,6,6,0,0,0,0,0,0,16,1.1,0.1,94.4%,2019
114,Charles Jones (FA),1,1,5,5,5,0,0,0,0,0,0,4,1,0.3,0.0%,2019
115,Tyrone Swoopes (FA),1,1,5,5,5,0,0,0,0,0,0,6,1,0.2,0.0%,2019
116,Darrell Daniels (FA),1,3,4,4,4,0,0,0,0,0,0,11,0.9,0.1,0.0%,2019
117,Zach Gentry (PIT),1,1,4,4,4,0,0,0,0,0,0,4,0.9,0.2,0.1%,2019
118,Xavier Grimble (FA),1,3,3,3,3,0,0,0,0,0,0,3,0.8,0.3,0.0%,2019
119,Eric Tomlinson (DEN),1,1,1,1,1,0,0,0,0,0,0,8,0.6,0.1,0.0%,2019
120,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2019
121,Garrett Dickerson (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2019
122,Kendall Blanton (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
123,Jace Sternberger (FA),0,1,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2019
124,Brandon Dillon (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
125,Carson Meier (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
126,J.J. Arcega-Whiteside (FA),10,22,169,16.9,30,5,1,0,0,0,0,16,0,0,0.0%,2019
127,Logan Paulsen (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
128,Kelvin Benjamin (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019
129,Jordan Matthews (SF),4,12,33,8.3,10,0,0,0,0,0,0,3,0,0,0.0%,2019
130,Garrett Celek (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2019
131,Jordan Reed (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0%,2019
132,Dion Sims (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
133,Antonio Gates (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2019
134,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2019
135,Jermaine Gresham (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
136,Ed Dickson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
137,Rob Gronkowski (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7%,2019
138,Richard Rodgers (LAC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2019
139,Donnie Ernsberger (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
140,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2019
141,Cole Wick (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
142,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
143,Mitchell Loewen (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
144,Jason Vander Laan (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2019
145,Jake Butt (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019
146,Alex Ellis (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2019
147,Mason Schreck (HOU),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2019
148,Jerell Adams (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
149,Bronson Kaufusi (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2019
150,Jeff Driskel (HOU),1,1,6,6,6,0,0,22,151,1,0,4,0,0,5.1%,2019
151,Stephen Anderson (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
152,David Grinnage (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
153,David Morgan II (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
154,Kevin McDermott (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
155,James Looney (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
156,Jordan Franks (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
157,Jason Croom (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
158,Evan Baylis (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2019
159,Taysom Hill (NO),19,22,234,12.3,45,8,6,27,156,1,0,16,0,0,49.2%,2019
160,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
