Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Boyd (CIN),9,15,128,14.2,34,2,2,0,0,0,0,1,33.8,33.8,66.3%,2019,16
2,Michael Thomas (NO),12,17,136,11.3,26,2,1,0,0,0,0,1,31.6,31.6,93.7%,2019,16
3,Julio Jones (FA),10,15,166,16.6,32,3,0,0,0,0,0,1,26.6,26.6,14.2%,2019,16
4,Steven Sims Jr. (PIT),6,10,64,10.7,32,1,2,2,9,0,0,1,25.3,25.3,0.1%,2019,16
5,Tajae Sharpe (FA),5,6,69,13.8,36,1,2,0,0,0,0,1,23.9,23.9,0.1%,2019,16
6,Hunter Renfrow (LV),7,9,107,15.3,56,1,1,0,0,0,0,1,23.7,23.7,91.5%,2019,16
7,Davante Adams (LV),13,16,116,8.9,18,0,0,0,0,0,1,1,22.6,22.6,99.9%,2019,16
8,Diontae Johnson (PIT),8,9,81,10.1,29,1,1,0,0,0,0,1,22.1,22.1,98.1%,2019,16
9,DeVante Parker (NE),5,15,111,22.2,51,2,1,0,0,0,0,1,22.1,22.1,55.0%,2019,16
10,Robert Woods (TEN),8,11,117,14.6,29,3,0,2,6,0,0,1,20.3,20.3,86.5%,2019,16
11,Sterling Shepard (NYG),6,6,76,12.7,23,2,1,0,0,0,0,1,19.6,19.6,25.6%,2019,16
12,Kenny Golladay (NYG),6,12,66,11,35,1,1,0,0,0,0,1,18.6,18.6,58.2%,2019,16
13,DaeSean Hamilton (HOU),6,6,65,10.8,20,1,1,0,0,0,0,1,18.5,18.5,0.6%,2019,16
14,Cole Beasley (FA),7,12,108,15.4,28,2,0,0,0,0,0,1,17.8,17.8,1.5%,2019,16
15,Breshad Perriman (TB),7,12,102,14.6,27,1,0,0,0,0,0,1,17.2,17.2,0.2%,2019,16
16,Deebo Samuel (SF),4,6,31,7.8,18,0,0,3,28,1,0,1,15.9,15.9,99.8%,2019,16
17,Albert Wilson (MIA),7,7,79,11.3,35,1,0,1,9,0,0,1,15.8,15.8,1.0%,2019,16
18,Terry McLaurin (WAS),7,9,86,12.3,34,1,0,0,0,0,0,1,15.6,15.6,97.4%,2019,16
19,Golden Tate (FA),6,11,96,16,32,2,0,0,0,0,0,1,15.6,15.6,0.0%,2019,16
20,Cody Latimer (FA),5,7,44,8.8,14,0,1,0,0,0,0,1,15.4,15.4,0.0%,2019,16
21,A.J. Brown (PHI),1,2,34,34,34,1,0,1,49,1,0,1,15.3,15.3,99.4%,2019,16
22,Justin Watson (KC),5,10,43,8.6,12,0,1,0,0,0,0,1,15.3,15.3,0.1%,2019,16
23,John Ross (NYG),6,13,84,14,34,1,0,2,6,0,0,1,15,15,0.1%,2019,16
