Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Jason Myers (SEA),7,7,100,48,0,0,4,3,0,3,3,1,27,27,3.6%,2018,6
2,Stephen Gostkowski (FA),5,5,100,50,0,2,1,1,1,4,4,1,22,22,0.1%,2018,6
3,Brett Maher (FA),4,4,100,55,0,0,1,1,2,4,4,1,21,21,2.0%,2018,6
4,Harrison Butker (KC),4,4,100,43,0,1,1,2,0,4,4,1,18,18,81.3%,2018,6
5,Mason Crosby (GB),4,4,100,51,0,2,1,0,1,3,3,1,17,17,23.3%,2018,6
6,Robbie Gould (SF),3,3,100,46,0,0,0,3,0,3,3,1,15,15,32.9%,2018,6
7,Dustin Hopkins (LAC),3,3,100,56,0,1,0,1,1,2,2,1,14,14,3.2%,2018,6
8,Jason Sanders (MIA),3,3,100,50,0,1,0,1,1,2,2,1,14,14,9.0%,2018,6
9,Matt Bryant (FA),2,2,100,57,0,0,0,1,1,4,4,1,13,13,1.1%,2018,6
10,Cairo Santos (CHI),3,4,75,39,0,2,1,0,0,2,2,1,11,11,0.7%,2018,6
11,Adam Vinatieri (FA),2,2,100,31,0,1,1,0,0,4,4,1,10,10,0.2%,2018,6
12,Dan Bailey (FA),2,2,100,48,0,0,1,1,0,3,3,1,10,10,0.0%,2018,6
13,Jake Elliott (PHI),2,3,66.7,33,0,0,2,0,0,4,4,1,10,10,14.1%,2018,6
14,Sebastian Janikowski (FA),2,2,100,44,0,1,0,1,0,3,3,1,10,10,20.0%,2018,6
15,Stephen Hauschka (FA),2,2,100,52,0,1,0,0,1,1,1,1,9,9,0.0%,2018,6
16,Michael Badgley (FA),1,1,100,44,0,0,0,1,0,5,5,1,9,9,15.6%,2018,6
17,Chris Boswell (PIT),2,2,100,24,0,2,0,0,0,2,2,1,8,8,10.7%,2018,6
18,Ka'imi Fairbairn (HOU),2,2,100,33,0,1,1,0,0,2,2,1,8,8,0.3%,2018,6
19,Brandon McManus (DEN),2,2,100,28,0,2,0,0,0,2,2,1,8,8,49.4%,2018,6
20,Aldrick Rosas (DET),2,3,66.7,33,0,1,1,0,0,1,1,1,7,7,0.1%,2018,6
21,Greg Joseph (MIN),2,2,100,33,0,1,1,0,0,0,0,1,6,6,5.5%,2018,6
22,Chandler Catanzaro (FA),1,1,100,35,0,0,1,0,0,2,3,1,5,5,0.0%,2018,6
23,Phil Dawson (FA),1,1,100,26,0,1,0,0,0,2,2,1,5,5,0.1%,2018,6
24,Matt McCrane (FA),1,2,50,43,0,0,0,1,0,0,0,1,4,4,0.0%,2018,6
25,Cody Parkey (FA),0,1,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2018,6
26,Justin Tucker (BAL),0,0,0,0,0,0,0,0,0,3,3,1,3,3,99.5%,2018,6
27,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,3,3,1,3,3,2.0%,2018,6
28,Graham Gano (NYG),1,1,100,32,0,0,1,0,0,0,1,1,3,3,34.0%,2018,6
29,Josh Lambo (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2018,6
60,Ryan Succop (TB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.1%,2018,6
73,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2018,6
