Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Wil Lutz (NO),3,3,100,42,0,1,0,2,0,6,6,1,17,17,4.0%,2018,10
2,Jason Sanders (MIA),4,4,100,47,0,1,1,2,0,0,0,1,14,14,9.0%,2018,10
3,Stephen Hauschka (FA),2,2,100,54,0,0,1,0,1,5,5,1,13,13,0.0%,2018,10
4,Robbie Gould (SF),3,3,100,53,0,0,2,0,1,2,2,1,13,13,32.9%,2018,10
5,Greg Zuerlein (NYJ),3,3,100,37,0,1,2,0,0,3,3,1,12,12,17.8%,2018,10
6,Chris Boswell (PIT),1,1,100,50,0,0,0,0,1,7,7,1,12,12,10.7%,2018,10
7,Dustin Hopkins (LAC),3,3,100,43,0,1,0,2,0,1,1,1,12,12,3.2%,2018,10
8,Ryan Succop (TB),2,2,100,33,0,0,2,0,0,4,4,1,10,10,16.1%,2018,10
9,Josh Lambo (FA),2,3,66.7,55,0,1,0,0,1,2,3,1,10,10,0.1%,2018,10
10,Jake Elliott (PHI),2,2,100,56,0,1,0,0,1,2,2,1,10,10,14.1%,2018,10
11,Harrison Butker (KC),2,2,100,46,0,0,0,2,0,2,2,1,10,10,81.3%,2018,10
12,Brett Maher (FA),2,3,66.7,31,0,1,1,0,0,3,3,1,9,9,2.0%,2018,10
13,Aldrick Rosas (DET),2,2,100,31,0,1,1,0,0,3,3,1,9,9,0.1%,2018,10
14,Michael Badgley (FA),2,2,100,41,0,1,0,1,0,2,2,1,9,9,15.6%,2018,10
15,Daniel Carlson (LV),2,2,100,46,0,0,1,1,0,0,0,1,7,7,89.9%,2018,10
16,Mason Crosby (GB),1,1,100,38,0,0,1,0,0,4,4,1,7,7,23.3%,2018,10
17,Sebastian Janikowski (FA),1,1,100,33,0,0,1,0,0,4,4,1,7,7,20.0%,2018,10
18,Matt Prater (ARI),1,1,100,52,0,0,0,0,1,1,1,1,6,6,53.5%,2018,10
19,Stephen Gostkowski (FA),1,2,50,52,0,0,0,0,1,1,1,1,6,6,0.1%,2018,10
20,Jason Myers (SEA),1,1,100,55,0,0,0,0,1,1,1,1,6,6,3.6%,2018,10
21,Giorgio Tavecchio (FA),1,1,100,40,0,0,0,1,0,1,1,1,5,5,1.0%,2018,10
22,Greg Joseph (MIN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,5.5%,2018,10
23,Adam Vinatieri (FA),0,1,0,0,0,0,0,0,0,3,3,1,3,3,0.2%,2018,10
24,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,3,3,1,3,3,34.0%,2018,10
25,Chandler Catanzaro (FA),1,3,33.3,33,0,0,1,0,0,0,0,1,3,3,0.0%,2018,10
26,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,2,2,1,2,2,2.0%,2018,10
27,Phil Dawson (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.1%,2018,10
28,Cody Parkey (FA),0,2,0,0,0,0,0,0,0,2,4,1,2,2,0.1%,2018,10
71,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2018,10
