Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
54,Gabe Davis (BUF),35,63,549,15.7,49,17,6,0,0,0,0,15,108.4,7.2,93.5%,2021
55,Odell Beckham Jr. (FA),44,82,537,12.2,54,12,5,2,14,0,0,14,107.1,7.7,14.7%,2021
56,Jarvis Landry (NO),52,87,570,11,38,10,2,6,40,2,2,12,107,8.9,19.0%,2021
57,Byron Pringle (CHI),42,60,568,13.5,40,14,5,0,0,0,1,16,105.8,6.6,0.2%,2021
58,Antonio Brown (FA),42,62,545,13,62,15,4,1,6,0,0,7,100.1,14.3,0.4%,2021
59,Braxton Berrios (NYJ),46,65,431,9.4,46,7,2,7,40,2,1,16,98.1,6.1,1.0%,2021
60,Laviska Shenault Jr. (CAR),63,100,619,9.8,58,11,0,11,41,0,1,16,95.5,6,0.8%,2021
61,Deonte Harty (NO),36,59,570,15.8,72,16,3,5,41,0,1,13,95.1,7.3,0.0%,2021
62,Quez Watkins (PHI),43,62,647,15,91,22,1,1,3,0,0,17,94.5,5.6,1.2%,2021
63,Donovan Peoples-Jones (CLE),34,58,597,17.6,60,22,3,0,0,0,1,14,92.7,6.6,53.1%,2021
64,Bryan Edwards (FA),34,59,571,16.8,51,19,3,1,0,0,0,16,92.1,5.8,0.2%,2021
65,Nick Westbrook-Ikhine (TEN),38,57,476,12.5,46,8,4,0,0,0,1,15,88.6,5.9,2.2%,2021
66,Corey Davis (NYJ),34,59,492,14.5,53,14,4,0,0,0,1,9,88.2,9.8,16.1%,2021
67,Nelson Agholor (NE),37,64,473,12.8,44,12,3,3,11,0,0,15,84.9,5.7,3.3%,2021
68,Jamison Crowder (BUF),51,71,447,8.8,29,3,2,0,0,0,1,12,84.2,7,1.3%,2021
69,DeVante Parker (NE),40,73,515,12.9,42,11,2,0,0,0,0,10,83.5,8.4,12.1%,2021
70,Zay Jones (JAC),47,70,546,11.6,43,14,1,2,3,0,1,15,82.4,5.5,71.5%,2021
71,Rondale Moore (ARI),54,64,435,8.1,77,7,1,18,76,0,1,14,82.1,5.9,30.4%,2021
72,Jalen Guyton (LAC),31,48,448,14.5,59,10,3,7,34,0,0,16,81.7,5.1,0.1%,2021
73,Rashod Bateman (BAL),46,68,515,11.2,36,12,1,0,0,0,0,12,80.5,6.7,23.2%,2021
74,Randall Cobb (GB),28,39,375,13.4,54,11,5,1,1,0,1,11,79.6,7.2,4.9%,2021
75,Joshua Palmer (LAC),33,49,353,10.7,36,4,4,1,6,0,0,15,76.4,5.1,60.8%,2021
76,Zach Pascal (PHI),38,69,384,10.1,41,9,3,2,21,0,1,16,75.5,4.7,0.1%,2021
77,DeAndre Carter (LAC),24,44,296,12.3,26,5,3,10,89,0,0,17,74.5,4.4,12.3%,2021
78,Olamide Zaccheaus (ATL),31,53,406,13.1,49,9,3,1,2,0,0,15,74.3,5,0.8%,2021
79,Freddie Swain (DEN),25,40,343,13.7,68,13,4,5,32,0,0,17,74,4.4,0.0%,2021
80,Marquez Valdes-Scantling (KC),26,55,430,16.5,75,17,3,0,0,0,0,11,74,6.7,43.5%,2021
81,Michael Gallup (DAL),35,62,445,12.7,41,11,2,0,0,0,0,9,74,8.2,61.9%,2021
82,Henry Ruggs III (FA),24,36,469,19.5,61,21,2,3,16,0,0,7,72.5,10.4,10.9%,2021
83,Tre'Quan Smith (NO),32,50,377,11.8,34,7,3,0,0,0,0,10,71.7,7.2,0.5%,2021
84,Kenny Golladay (NYG),37,76,521,14.1,36,6,0,0,0,0,0,14,70.6,5,6.8%,2021
85,Jauan Jennings (SF),24,38,282,11.8,34,5,5,0,0,0,0,13,70.2,5.4,1.4%,2021
86,Allen Robinson II (LAR),38,66,410,10.8,39,6,1,0,0,0,0,12,68,5.7,33.8%,2021
87,Nico Collins (HOU),33,60,446,13.5,32,11,1,0,0,0,0,14,67.1,4.8,16.2%,2021
88,Josh Reynolds (DET),29,49,396,13.7,39,7,2,0,0,0,0,11,66.1,6,6.1%,2021
89,Jerry Jeudy (DEN),38,56,467,12.3,40,10,0,2,3,0,0,10,66,6.6,91.1%,2021
90,Laquon Treadwell (SEA),33,51,434,13.2,41,10,1,0,0,0,0,12,65.9,5.5,0.0%,2021
91,DeSean Jackson (FA),20,34,454,22.7,75,19,2,1,4,0,1,14,65.8,4.7,0.9%,2021
92,Julio Jones (TB),31,48,434,14,51,9,1,0,0,0,0,10,64.9,6.5,17.4%,2021
93,Keelan Cole Sr. (LV),28,51,449,16,54,12,1,0,0,0,0,14,64.9,4.6,0.1%,2021
94,Jamal Agnew (JAC),24,39,229,9.5,29,4,1,7,111,1,0,12,64,5.3,0.4%,2021
95,Kadarius Toney (KC),39,57,420,10.8,38,7,0,3,6,0,0,9,62.9,7,33.5%,2021
96,T.Y. Hilton (DAL),23,37,331,14.4,52,11,3,0,0,0,0,10,62.6,6.3,2.7%,2021
97,Jalen Reagor (MIN),33,57,299,9.1,34,5,2,10,32,0,0,17,61.6,3.6,0.1%,2021
98,Devin Duvernay (BAL),33,47,272,8.2,21,1,2,7,50,0,0,16,60.7,3.8,28.0%,2021
99,Sterling Shepard (NYG),36,53,366,10.2,37,5,1,1,-9,0,0,7,59.7,8.5,1.3%,2021
100,Adam Humphries (FA),41,62,383,9.3,27,4,0,0,0,0,0,17,58.8,3.5,1.0%,2021
101,Sammy Watkins (BAL),27,49,394,14.6,49,9,1,0,0,0,1,11,56.9,5.2,2.3%,2021
102,Demarcus Robinson (BAL),25,41,264,10.6,33,4,3,0,0,0,0,15,56.9,3.8,12.7%,2021
103,Danny Amendola (FA),24,38,248,10.3,39,6,3,0,0,0,0,8,56.8,7.1,0.0%,2021
104,Darius Slayton (NYG),26,58,339,13,42,7,2,1,-13,0,1,13,55.6,4.3,52.5%,2021
105,Calvin Ridley (JAC),31,52,281,9.1,22,3,2,0,0,0,0,5,55.6,11.1,2.4%,2021
106,Tyler Johnson (TB),36,55,360,10,31,6,0,0,0,0,0,16,54,3.4,0.0%,2021
107,James Washington (FA),24,44,285,11.9,42,8,2,2,13,0,0,15,53.8,3.6,0.3%,2021
108,Chris Conley (TEN),22,37,323,14.7,41,10,2,1,3,0,1,14,53.6,3.8,0.1%,2021
109,Mack Hollins (LV),14,28,223,15.9,65,9,4,0,0,0,0,16,53.3,3.3,22.5%,2021
110,Damiere Byrd (ATL),26,38,329,12.7,54,6,1,0,0,0,1,11,51.9,4.7,0.1%,2021
111,Chester Rogers (FA),30,43,301,10,39,4,1,1,9,0,1,16,50,3.1,0.0%,2021
112,Antoine Wesley (ARI),19,32,208,10.9,33,5,3,0,0,0,0,8,48.3,6,0.0%,2021
113,Marquise Goodwin (SEA),20,40,313,15.7,50,10,1,2,-1,0,0,14,47.2,3.4,7.2%,2021
114,Ray-Ray McCloud III (SF),39,66,277,7.1,24,2,0,2,15,0,1,16,46.7,2.9,0.7%,2021
115,Rashard Higgins (CAR),24,47,275,11.5,21,1,1,0,0,0,0,12,45.5,3.8,0.1%,2021
116,Chris Moore (HOU),21,22,227,10.8,67,7,2,0,0,0,0,10,45.2,4.5,12.4%,2021
117,Lil'Jordan Humphrey (FA),13,18,249,19.2,56,9,2,0,0,0,0,8,43.4,5.4,0.0%,2021
118,Isaiah McKenzie (BUF),20,26,178,8.9,28,1,1,9,47,1,1,15,42.5,2.8,30.3%,2021
119,Quintez Cephus (DET),15,22,204,13.6,46,8,2,0,0,0,0,5,41.9,8.4,0.1%,2021
120,Cam Sims (WAS),15,23,211,14.1,43,4,2,1,7,0,0,12,41.3,3.4,0.0%,2021
121,Brandon Zylstra (DET),18,25,250,13.9,55,7,1,0,0,0,0,12,40,3.3,0.0%,2021
122,Cyril Grayson Jr. (FA),10,12,212,21.2,62,11,2,1,14,0,0,3,39.6,13.2,0.0%,2021
123,Tavon Austin (FA),24,38,213,8.9,25,2,1,3,21,0,1,12,39.4,3.3,0.0%,2021
124,Ashton Dulin (IND),13,22,173,13.3,62,5,2,3,32,0,0,16,39,2.4,0.1%,2021
125,Malik Turner (HOU),12,16,149,12.4,61,4,3,0,0,0,0,7,38.9,5.6,0.0%,2021
126,Tajae Sharpe (FA),25,37,230,9.2,17,0,0,0,0,0,0,14,35.5,2.5,0.0%,2021
127,John Ross (FA),11,20,224,20.4,51,5,1,1,16,0,0,9,35.5,3.9,0.0%,2021
128,Albert Wilson (LV),25,39,213,8.5,64,4,0,4,17,0,0,10,35.5,3.6,0.0%,2021
129,Isaiah Ford (FA),12,16,161,13.4,52,5,2,0,0,0,0,9,34.1,3.8,0.0%,2021
130,Jakeem Grant Sr. (CLE),11,17,132,12,46,5,2,5,33,0,3,15,34,2.3,0.0%,2021
131,Greg Ward (PHI),7,11,95,13.6,27,1,3,0,0,0,0,10,31.1,3.1,0.0%,2021
132,Kendall Hinton (DEN),15,23,175,11.7,40,4,1,0,0,0,0,11,31,2.8,3.8%,2021
133,DJ Chark Jr. (DET),7,22,154,22,41,5,2,0,0,0,0,3,30.9,10.3,44.4%,2021
134,Anthony Schwartz (CLE),10,23,135,13.5,44,3,1,6,39,0,0,13,28.4,2.2,0.1%,2021
135,James Proche II (BAL),16,20,202,12.6,32,3,0,0,0,0,0,7,28.2,4,0.1%,2021
136,Breshad Perriman (TB),11,18,167,15.2,58,7,1,1,-3,0,0,5,27.9,5.6,0.2%,2021
137,JuJu Smith-Schuster (KC),15,28,129,8.6,24,1,0,3,9,1,0,5,27.3,5.5,94.1%,2021
138,Parris Campbell (IND),10,20,162,16.2,51,6,1,0,0,0,0,6,27.2,4.5,31.5%,2021
139,Noah Brown (DAL),16,25,184,11.5,27,3,0,0,0,0,0,10,26.4,2.6,2.4%,2021
140,Ihmir Smith-Marsette (KC),5,6,116,23.2,44,6,2,0,0,0,0,6,26.1,4.4,0.0%,2021
141,Mohamed Sanu Sr. (FA),15,24,177,11.8,21,1,0,0,0,0,0,8,25.2,3.2,0.0%,2021
142,Terrace Marshall Jr. (CAR),17,30,138,8.1,23,1,0,0,0,0,0,12,24.3,2,6.7%,2021
143,KhaDarel Hodge (ATL),13,27,157,12.1,42,4,0,0,0,0,0,12,24.2,2,0.0%,2021
144,Dee Eskridge (SEA),10,20,64,6.4,17,0,1,4,59,0,0,8,23.3,2.9,0.3%,2021
145,N'Keal Harry (CHI),12,22,184,15.3,43,5,0,0,0,0,1,10,22.4,2.2,0.1%,2021
146,Dyami Brown (WAS),12,25,165,13.8,48,5,0,1,-4,0,0,10,22.1,2.2,0.1%,2021
147,Dante Pettis (CHI),10,16,87,8.7,27,1,1,0,0,0,0,3,20.3,6.8,0.1%,2021
148,Marcus Johnson (NYG),9,19,160,17.8,50,6,0,2,-2,0,0,7,20.3,2.9,0.0%,2021
149,Trent Sherfield (MIA),9,20,87,9.7,18,0,1,0,0,0,0,12,19.2,1.6,1.3%,2021
150,Ben Skowronek (LAR),11,20,133,12.1,35,3,0,0,0,0,0,12,18.8,1.6,3.2%,2021
151,Kristian Wilkerson (NE),4,8,42,10.5,20,1,2,0,0,0,0,1,18.2,18.2,0.0%,2021
152,Denzel Mims (NYJ),8,23,133,16.6,40,5,0,0,0,0,0,10,17.3,1.7,0.1%,2021
153,Scotty Miller (TB),5,9,38,7.6,13,0,0,2,43,1,0,6,16.6,2.8,0.1%,2021
154,Collin Johnson (NYG),11,21,105,9.5,16,0,0,0,0,0,0,8,16,2,0.0%,2021
155,Kenny Stills (FA),6,23,68,11.3,22,1,1,1,1,0,0,7,15.9,2.3,0.0%,2021
156,Equanimeous St. Brown (CHI),9,17,98,10.9,26,1,0,3,14,0,0,12,15.7,1.3,0.3%,2021
157,Tom Kennedy (DET),6,10,54,9,15,0,0,0,0,0,0,7,15.4,2.2,0.1%,2021
158,Trinity Benson (DET),10,22,103,10.3,24,2,0,0,0,0,0,7,15.3,2.2,0.0%,2021
159,Jeff Smith (NYJ),8,17,113,14.1,35,2,0,1,-1,0,0,9,15.2,1.7,0.0%,2021
160,Phillip Dorsett II (HOU),7,14,110,15.7,36,4,0,1,0,0,0,5,14.5,2.9,0.7%,2021
161,Dez Fitzpatrick (TEN),5,8,49,9.8,18,0,1,0,0,0,0,3,13.4,4.5,0.0%,2021
162,Shi Smith (CAR),6,11,104,17.3,63,4,0,1,-3,0,0,5,13.1,2.6,0.1%,2021
163,Chris Hogan (FA),4,8,41,10.3,16,0,1,0,0,0,0,5,12.1,2.4,0.0%,2021
164,Dede Westbrook (FA),10,15,68,6.8,17,0,0,0,0,0,0,15,11.8,0.8,0.0%,2021
165,Josh Gordon (FA),5,14,32,6.4,11,0,1,0,0,0,0,9,11.7,1.3,0.1%,2021
166,Anthony Miller (PIT),6,12,25,4.2,10,0,1,0,0,0,0,3,11.5,3.8,0.0%,2021
167,Auden Tate (ARI),3,4,39,13,18,0,1,0,0,0,0,4,11.4,2.9,0.0%,2021
168,Dax Milne (WAS),9,14,83,9.2,22,1,0,1,1,0,1,9,10.9,1.2,0.0%,2021
169,Preston Williams (CAR),6,16,71,11.8,34,3,0,1,7,0,0,6,10.8,1.8,0.0%,2021
170,Cameron Batson (FA),2,5,15,7.5,13,0,1,2,15,0,0,4,10,2.5,0.0%,2021
171,KJ Hamler (DEN),5,10,74,14.8,28,2,0,0,0,0,0,3,9.9,3.3,0.9%,2021
172,Penny Hart (SEA),7,12,59,8.4,16,0,0,0,0,0,0,12,9.4,0.8,0.0%,2021
173,Dezmon Patmon (IND),2,4,21,10.5,14,0,1,0,0,0,0,4,9.1,2.3,0.0%,2021
174,Jaelon Darden (CLE),6,12,43,7.2,29,1,0,1,11,0,0,9,8.4,0.9,0.0%,2021
175,Ja'Marcus Bradley (PIT),4,4,64,16,37,2,0,0,0,0,0,4,8.4,2.1,0.0%,2021
176,Andre Roberts (CAR),1,2,35,35,35,2,0,3,19,0,2,16,7.9,0.5,0.0%,2021
177,Juwann Winfree (GB),8,13,58,7.3,12,0,0,0,0,0,1,5,7.8,1.6,0.0%,2021
178,Mike Thomas (BAL),5,11,52,10.4,19,0,0,0,0,0,0,7,7.7,1.1,0.1%,2021
179,C.J. Board (TEN),4,6,51,12.8,38,2,0,1,6,0,0,6,7.7,1.3,0.0%,2021
180,Amari Rodgers (HOU),4,8,45,11.3,19,0,0,1,11,0,0,16,7.6,0.5,0.4%,2021
181,Jason Moore Jr. (LAC),3,4,56,18.7,24,1,0,0,0,0,0,1,7.1,7.1,0.0%,2021
182,Alex Erickson (WAS),3,4,55,18.3,25,1,0,0,0,0,0,17,7,0.4,0.0%,2021
183,Curtis Samuel (WAS),6,9,27,4.5,10,0,0,4,11,0,0,5,6.8,1.4,58.3%,2021
184,William Fuller V (FA),4,8,26,6.5,10,0,0,0,0,0,0,2,6.6,3.3,0.1%,2021
185,Brandon Powell (LAR),0,0,0,0,0,0,0,0,0,0,0,6,6,1,0.3%,2021
186,Cody White (PIT),5,6,33,6.6,11,0,0,0,0,0,0,6,5.8,1,0.0%,2021
187,Willie Snead IV (SF),4,8,38,9.5,15,0,0,0,0,0,0,7,5.8,0.8,0.0%,2021
188,Pharoh Cooper (ARI),4,11,33,8.3,15,0,0,1,3,0,0,8,5.6,0.7,0.0%,2021
189,Greg Dortch (ARI),3,3,15,5,10,0,0,1,24,0,0,5,5.4,1.1,8.7%,2021
190,Cody Hollister (TEN),4,7,33,8.3,14,0,0,0,0,0,0,3,5.3,1.8,0.0%,2021
191,D.J. Montgomery (HOU),3,6,36,12,14,0,0,0,0,0,0,2,5.1,2.6,0.0%,2021
192,Trent Taylor (CIN),2,3,41,20.5,26,1,0,0,0,0,0,4,5.1,1.3,0.1%,2021
193,Gunner Olszewski (PIT),2,3,31,15.5,22,1,0,1,9,0,0,16,5,0.3,0.1%,2021
194,J.J. Arcega-Whiteside (FA),2,5,36,18,23,1,0,0,0,0,0,7,4.6,0.7,0.0%,2021
195,Christian Blake (FA),4,10,25,6.3,8,0,0,0,0,0,0,10,4.5,0.5,0.0%,2021
196,KJ Hill Jr. (FA),3,3,30,10,19,0,0,0,0,0,0,6,4.5,0.8,0.0%,2021
197,Trenton Irwin (CIN),2,5,34,17,25,1,0,0,0,0,0,5,4.4,0.9,0.7%,2021
198,Kevin White (NO),1,5,38,38,38,2,0,0,0,0,0,4,4.3,1.1,0.0%,2021
199,Seth Williams (JAC),1,1,34,34,34,2,0,0,0,0,0,1,3.9,3.9,0.0%,2021
200,Jake Kumerow (BUF),2,6,28,14,15,0,0,0,0,0,0,7,3.8,0.5,0.0%,2021
201,Mike Strachan (IND),2,3,26,13,16,0,0,0,0,0,0,2,3.6,1.8,0.0%,2021
202,Marcus Kemp (KC),2,5,24,12,16,0,0,0,0,0,0,12,3.4,0.3,0.0%,2021
203,Tylan Wallace (BAL),2,6,23,11.5,18,0,0,0,0,0,0,10,3.3,0.3,0.0%,2021
204,Dazz Newsome (SF),2,5,23,11.5,13,0,0,0,0,0,0,3,3.3,1.1,0.0%,2021
205,Keith Kirkwood (NO),3,7,17,5.7,7,0,0,0,0,0,0,3,3.2,1.1,0.0%,2021
206,David Sills V (NYG),2,6,17,8.5,12,0,0,0,0,0,0,4,2.7,0.7,0.0%,2021
207,Tyron Johnson (CIN),2,5,16,8,10,0,0,0,0,0,0,7,2.6,0.4,0.0%,2021
208,Stanley Morgan Jr. (CIN),2,4,11,5.5,8,0,0,1,3,0,0,11,2.4,0.2,0.0%,2021
209,Tyrell Williams (FA),2,3,14,7,7,0,0,0,0,0,0,1,2.4,2.4,0.0%,2021
210,Davion Davis (HOU),1,3,17,17,17,0,0,0,0,0,0,2,2.2,1.1,0.0%,2021
211,C.J. Saunders (CAR),2,2,11,5.5,8,0,0,0,0,0,0,1,2.1,2.1,0.0%,2021
212,Jaydon Mickens (NYG),2,3,10,5,12,0,0,0,0,0,0,12,2,0.2,0.0%,2021
213,Frank Darby (ATL),1,4,14,14,14,0,0,0,0,0,0,4,1.9,0.5,0.0%,2021
214,Kirk Merritt (NO),1,3,13,13,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2021
215,Andy Isabella (BAL),1,1,13,13,13,0,0,0,0,0,0,3,1.8,0.6,0.0%,2021
216,Tarik Black (BAL),1,2,10,10,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2021
217,Marvin Hall (FA),1,1,10,10,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2021
218,Tommylee Lewis (FA),1,2,7,7,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2021
219,Miles Boykin (PIT),1,1,6,6,6,0,0,0,0,0,0,2,1.1,0.6,0.0%,2021
220,Easop Winston Jr. (SEA),1,1,5,5,5,0,0,0,0,0,0,3,1,0.3,0.0%,2021
221,Keke Coutee (IND),1,1,5,5,5,0,0,0,0,0,0,1,1,1,0.0%,2021
222,Malik Taylor (NYJ),2,3,14,7,7,0,0,0,0,0,1,7,0.4,0.1,0.0%,2021
223,Maurice Ffrench (FA),0,0,0,0,0,0,0,1,3,0,0,2,0.3,0.2,0.0%,2021
224,Isaiah Coulter (ARI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
225,Marquez Stevenson (CLE),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2021
226,Demetric Felton Jr. (CLE),18,21,181,10.1,33,3,2,7,24,0,0,15,0,0,0.0%,2021
227,Pooka Williams Jr. (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
228,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
229,Tutu Atwell (LAR),0,0,0,0,0,0,0,0,0,0,0,6,0,0,2.2%,2021
230,Josh Hammond (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
231,Matt Cole (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
232,Vyncint Smith (IND),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
233,Jordan Veasy (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
234,John Hightower (LAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
235,Antonio Gandy-Golden (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
236,Mason Kinsey (TEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
237,Tyrie Cleveland (DEN),0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.0%,2021
238,Quinton Bell (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
239,Cody Thompson (SEA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
240,Nsimba Webster (CHI),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2021
241,Jacob Harris (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
242,Jalen Camp (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
243,Kawaan Baker (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
244,Michael Bandy (LAC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1%,2021
245,Dillon Stoner (LV),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
246,Osirus Mitchell (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
247,Landen Akers (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
248,Brandon Smith (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
249,John Brown (BUF),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
