Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Atlanta Falcons (ATL),7,2,1,1,1,0,0,1,20,20,0.5%,2018,15
2,Tennessee Titans (TEN),3,1,1,1,0,0,0,1,17,17,8.1%,2018,15
3,Indianapolis Colts (IND),3,1,0,1,0,0,0,1,15,15,57.4%,2018,15
4,Washington Commanders (WAS),6,1,1,1,0,0,0,1,14,14,40.4%,2018,15
5,Minnesota Vikings (MIN),9,0,0,0,0,0,0,1,13,13,12.2%,2018,15
6,New Orleans Saints (NO),4,1,1,1,0,0,0,1,12,12,80.6%,2018,15
7,Cincinnati Bengals (CIN),5,0,2,2,0,0,0,1,10,10,22.4%,2018,15
8,Carolina Panthers (CAR),2,1,0,1,0,0,0,1,8,8,6.1%,2018,15
9,Chicago Bears (CHI),5,1,0,0,0,0,0,1,8,8,2.9%,2018,15
10,Philadelphia Eagles (PHI),2,1,2,1,0,0,0,1,8,8,40.7%,2018,15
11,Kansas City Chiefs (KC),5,2,0,1,0,0,0,1,8,8,41.6%,2018,15
12,Cleveland Browns (CLE),2,2,0,0,0,0,0,1,7,7,21.9%,2018,15
13,Denver Broncos (DEN),2,1,1,1,0,0,0,1,7,7,44.1%,2018,15
14,Pittsburgh Steelers (PIT),1,1,0,0,0,0,0,1,7,7,23.6%,2018,15
15,Baltimore Ravens (BAL),1,1,0,0,0,0,0,1,7,7,44.1%,2018,15
16,New England Patriots (NE),2,2,0,0,0,0,0,1,7,7,46.6%,2018,15
17,Tampa Bay Buccaneers (TB),2,0,2,0,0,0,0,1,7,7,95.4%,2018,15
18,Miami Dolphins (MIA),2,1,0,0,1,0,0,1,6,6,58.2%,2018,15
19,Houston Texans (HOU),3,0,1,1,0,0,0,1,5,5,3.8%,2018,15
20,New York Jets (NYJ),6,0,0,0,0,0,0,1,5,5,2.0%,2018,15
21,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,5,5,5.1%,2018,15
22,Jacksonville Jaguars (JAC),3,0,0,1,0,0,1,1,4,4,1.0%,2018,15
23,Buffalo Bills (BUF),0,0,0,0,0,0,0,1,4,4,99.6%,2018,15
24,Green Bay Packers (GB),1,0,1,2,0,0,0,1,3,3,75.5%,2018,15
25,San Francisco 49ers (SF),3,0,0,1,0,0,1,1,3,3,83.9%,2018,15
26,New York Giants (NYG),1,0,0,0,0,0,0,1,2,2,1.8%,2018,15
27,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,2,2,6.4%,2018,15
28,Detroit Lions (DET),1,0,0,1,0,0,0,1,2,2,1.1%,2018,15
29,Dallas Cowboys (DAL),0,0,1,1,0,0,0,1,2,2,73.8%,2018,15
30,Los Angeles Chargers (LAC),2,0,0,0,0,0,0,1,1,1,52.5%,2018,15
31,Los Angeles Rams (LAR),0,1,0,0,0,0,0,1,1,1,69.6%,2018,15
32,Arizona Cardinals (ARI),2,0,0,0,0,0,0,1,1,1,14.4%,2018,15
