Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),6,1,3,5,0,0,0,1,15,15,80.6%,2018,12
2,Chicago Bears (CHI),2,2,0,0,1,0,0,1,13,13,2.9%,2018,12
3,Baltimore Ravens (BAL),3,0,1,1,1,0,1,1,12,12,44.1%,2018,12
4,Tampa Bay Buccaneers (TB),4,2,0,1,0,0,0,1,12,12,95.4%,2018,12
5,Denver Broncos (DEN),2,2,1,2,0,0,0,1,9,9,44.1%,2018,12
6,Houston Texans (HOU),6,0,1,2,0,0,0,1,9,9,3.8%,2018,12
7,Dallas Cowboys (DAL),3,3,0,2,0,0,0,1,9,9,73.8%,2018,12
8,New England Patriots (NE),2,1,0,0,0,0,0,1,8,8,46.6%,2018,12
9,Los Angeles Chargers (LAC),2,1,0,0,0,0,0,1,8,8,52.5%,2018,12
10,Miami Dolphins (MIA),1,2,1,2,0,0,0,1,7,7,58.2%,2018,12
11,Buffalo Bills (BUF),3,2,0,0,0,0,0,1,7,7,99.6%,2018,12
12,Detroit Lions (DET),4,0,1,1,0,0,0,1,7,7,1.1%,2018,12
13,Minnesota Vikings (MIN),4,0,1,0,0,0,0,1,7,7,12.2%,2018,12
14,Cleveland Browns (CLE),1,1,1,0,0,0,0,1,6,6,21.9%,2018,12
15,Philadelphia Eagles (PHI),2,1,0,1,0,0,0,1,4,4,40.7%,2018,12
16,Las Vegas Raiders (LV),1,2,0,0,0,0,0,1,4,4,6.4%,2018,12
17,Tennessee Titans (TEN),4,0,0,0,0,0,0,1,3,3,8.1%,2018,12
18,New York Giants (NYG),3,0,0,0,0,0,0,1,3,3,1.8%,2018,12
19,Washington Commanders (WAS),4,0,0,1,0,0,0,1,3,3,40.4%,2018,12
20,Atlanta Falcons (ATL),2,1,0,0,0,0,0,1,3,3,0.5%,2018,12
21,Indianapolis Colts (IND),1,0,1,1,0,0,0,1,3,3,57.4%,2018,12
22,Pittsburgh Steelers (PIT),2,0,0,0,0,0,0,1,2,2,23.6%,2018,12
23,Green Bay Packers (GB),2,0,0,0,0,0,0,1,2,2,75.5%,2018,12
24,Seattle Seahawks (SEA),0,1,0,4,0,0,0,1,2,2,5.1%,2018,12
25,Arizona Cardinals (ARI),4,0,1,1,0,0,0,1,2,2,14.4%,2018,12
26,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,1,1,83.9%,2018,12
27,Carolina Panthers (CAR),2,0,0,1,0,0,0,1,1,1,6.1%,2018,12
29,New York Jets (NYJ),0,0,0,0,0,0,0,1,0,0,2.0%,2018,12
30,Jacksonville Jaguars (JAC),0,0,0,1,0,0,0,1,0,0,1.0%,2018,12
32,Cincinnati Bengals (CIN),0,0,0,0,0,0,0,1,-4,-4,22.4%,2018,12
