Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New York Jets (NYJ),0,5,0,0,1,0,1,1,20,20,2.0%,2018,1
2,Minnesota Vikings (MIN),3,3,1,2,1,0,0,1,18,18,12.2%,2018,1
3,Baltimore Ravens (BAL),6,2,0,0,0,0,0,1,17,17,44.1%,2018,1
4,Los Angeles Rams (LAR),1,3,0,0,1,0,0,1,17,17,69.6%,2018,1
5,Cleveland Browns (CLE),4,3,3,3,0,0,0,1,16,16,21.9%,2018,1
6,Chicago Bears (CHI),4,1,1,2,1,0,0,1,14,14,2.9%,2018,1
7,Washington Commanders (WAS),2,1,1,1,0,0,0,1,13,13,40.4%,2018,1
8,Carolina Panthers (CAR),6,0,1,1,0,0,0,1,12,12,6.1%,2018,1
9,Cincinnati Bengals (CIN),2,1,1,1,1,0,0,1,12,12,22.4%,2018,1
10,Denver Broncos (DEN),6,2,1,2,0,0,0,1,12,12,44.1%,2018,1
11,Jacksonville Jaguars (JAC),2,1,1,0,1,0,0,1,11,11,1.0%,2018,1
12,Philadelphia Eagles (PHI),4,1,0,1,0,0,0,1,10,10,40.7%,2018,1
13,Pittsburgh Steelers (PIT),7,1,0,1,0,0,0,1,9,9,23.6%,2018,1
14,New England Patriots (NE),3,1,1,0,0,0,0,1,8,8,46.6%,2018,1
15,Tampa Bay Buccaneers (TB),1,0,2,2,1,0,0,1,7,7,95.4%,2018,1
16,Seattle Seahawks (SEA),1,3,0,0,0,0,0,1,7,7,5.1%,2018,1
17,Miami Dolphins (MIA),0,3,0,0,0,0,1,1,7,7,58.2%,2018,1
18,Green Bay Packers (GB),4,0,1,1,0,0,0,1,7,7,75.5%,2018,1
19,Houston Texans (HOU),2,1,2,2,0,0,0,1,6,6,3.8%,2018,1
20,Detroit Lions (DET),2,1,1,0,1,0,0,1,6,6,1.1%,2018,1
21,San Francisco 49ers (SF),3,0,1,1,0,0,0,1,6,6,83.9%,2018,1
22,Dallas Cowboys (DAL),3,0,1,2,0,0,0,1,6,6,73.8%,2018,1
23,Atlanta Falcons (ATL),2,1,1,0,0,0,0,1,5,5,0.5%,2018,1
24,Indianapolis Colts (IND),2,1,1,2,0,0,0,1,5,5,57.4%,2018,1
25,Tennessee Titans (TEN),1,2,0,0,0,0,1,1,5,5,8.1%,2018,1
26,Arizona Cardinals (ARI),3,0,1,2,0,0,0,1,5,5,14.4%,2018,1
27,New York Giants (NYG),1,1,0,0,0,0,0,1,4,4,1.8%,2018,1
28,Kansas City Chiefs (KC),1,1,1,0,0,0,1,1,2,2,41.6%,2018,1
29,Las Vegas Raiders (LV),1,0,0,1,0,0,0,1,1,1,6.4%,2018,1
30,Buffalo Bills (BUF),2,0,1,1,0,0,0,1,0,0,99.6%,2018,1
31,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,-3,-3,52.5%,2018,1
32,New Orleans Saints (NO),0,0,0,1,0,0,0,1,-4,-4,80.6%,2018,1
