Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Kansas City Chiefs (KC),3,2,2,3,1,0,0,1,24,24,41.6%,2018,17
2,New England Patriots (NE),4,0,3,3,1,0,0,1,23,23,46.6%,2018,17
3,Los Angeles Chargers (LAC),1,1,3,1,1,0,0,1,19,19,52.5%,2018,17
4,Philadelphia Eagles (PHI),4,1,0,1,0,0,0,1,16,16,40.7%,2018,17
5,Buffalo Bills (BUF),4,2,2,2,0,0,0,1,16,16,99.6%,2018,17
6,Los Angeles Rams (LAR),3,3,1,1,1,0,0,1,16,16,69.6%,2018,17
7,Detroit Lions (DET),3,1,0,0,0,0,0,1,15,15,1.1%,2018,17
8,Houston Texans (HOU),3,1,1,1,0,0,0,1,14,14,3.8%,2018,17
9,Arizona Cardinals (ARI),6,1,0,0,0,0,0,1,14,14,14.4%,2018,17
10,Seattle Seahawks (SEA),6,0,2,2,0,0,0,1,11,11,5.1%,2018,17
11,Cincinnati Bengals (CIN),1,1,0,1,1,0,0,1,10,10,22.4%,2018,17
12,Tennessee Titans (TEN),1,1,1,1,1,0,0,1,10,10,8.1%,2018,17
13,Indianapolis Colts (IND),0,2,1,0,0,0,0,1,10,10,57.4%,2018,17
14,Denver Broncos (DEN),1,2,2,0,0,0,0,1,10,10,44.1%,2018,17
15,Jacksonville Jaguars (JAC),6,0,1,0,0,0,0,1,9,9,1.0%,2018,17
16,Chicago Bears (CHI),4,0,0,0,0,0,0,1,8,8,2.9%,2018,17
17,Pittsburgh Steelers (PIT),4,0,0,2,0,0,0,1,8,8,23.6%,2018,17
18,Baltimore Ravens (BAL),0,3,0,0,0,0,0,1,6,6,44.1%,2018,17
19,Miami Dolphins (MIA),1,1,0,0,1,0,0,1,5,5,58.2%,2018,17
20,Washington Commanders (WAS),3,1,0,0,0,0,0,1,5,5,40.4%,2018,17
21,Carolina Panthers (CAR),2,1,0,0,0,0,0,1,5,5,6.1%,2018,17
22,Cleveland Browns (CLE),2,0,1,1,0,0,0,1,4,4,21.9%,2018,17
23,New York Giants (NYG),4,0,1,1,0,0,0,1,2,2,1.8%,2018,17
24,Atlanta Falcons (ATL),1,1,0,0,0,0,0,1,2,2,0.5%,2018,17
25,Tampa Bay Buccaneers (TB),1,1,0,0,0,0,0,1,2,2,95.4%,2018,17
26,Las Vegas Raiders (LV),0,1,0,0,0,0,0,1,1,1,6.4%,2018,17
27,Dallas Cowboys (DAL),1,1,1,1,0,0,0,1,1,1,73.8%,2018,17
28,New Orleans Saints (NO),1,0,0,0,0,0,0,1,0,0,80.6%,2018,17
29,New York Jets (NYJ),1,0,0,0,0,0,0,1,0,0,2.0%,2018,17
30,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,0,0,12.2%,2018,17
31,Green Bay Packers (GB),1,0,0,0,0,0,0,1,0,0,75.5%,2018,17
32,San Francisco 49ers (SF),0,0,0,0,0,0,0,1,-4,-4,83.9%,2018,17
