Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Buffalo Bills (BUF),4,1,2,2,0,0,0,1,17,17,99.6%,2018,3
2,Pittsburgh Steelers (PIT),3,3,1,1,1,0,0,1,17,17,23.6%,2018,3
3,Seattle Seahawks (SEA),5,2,1,1,0,0,0,1,15,15,5.1%,2018,3
4,Chicago Bears (CHI),4,3,1,2,0,0,0,1,13,13,2.9%,2018,3
5,Tennessee Titans (TEN),3,0,1,1,0,0,0,1,12,12,8.1%,2018,3
6,Los Angeles Rams (LAR),2,0,2,2,0,0,0,1,12,12,69.6%,2018,3
7,Indianapolis Colts (IND),5,1,1,1,0,0,0,1,10,10,57.4%,2018,3
8,Carolina Panthers (CAR),2,4,0,0,0,0,0,1,10,10,6.1%,2018,3
9,Cleveland Browns (CLE),2,2,1,1,0,0,0,1,9,9,21.9%,2018,3
10,Arizona Cardinals (ARI),3,1,1,1,0,0,0,1,8,8,14.4%,2018,3
11,Miami Dolphins (MIA),3,2,0,0,0,0,0,1,8,8,58.2%,2018,3
12,Detroit Lions (DET),2,1,0,0,0,0,0,1,8,8,1.1%,2018,3
13,Washington Commanders (WAS),4,0,1,1,0,0,0,1,7,7,40.4%,2018,3
14,New York Giants (NYG),3,1,1,1,0,0,0,1,7,7,1.8%,2018,3
15,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,7,7,1.0%,2018,3
16,Baltimore Ravens (BAL),3,1,0,1,0,0,0,1,6,6,44.1%,2018,3
17,Tampa Bay Buccaneers (TB),3,1,0,1,0,0,0,1,5,5,95.4%,2018,3
18,Los Angeles Chargers (LAC),1,1,1,1,0,0,0,1,4,4,52.5%,2018,3
19,Houston Texans (HOU),4,0,0,1,0,0,0,1,4,4,3.8%,2018,3
20,New York Jets (NYJ),4,0,0,2,0,0,0,1,4,4,2.0%,2018,3
21,Kansas City Chiefs (KC),4,0,0,2,0,0,0,1,4,4,41.6%,2018,3
22,New England Patriots (NE),1,1,0,0,0,0,0,1,3,3,46.6%,2018,3
23,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,3,3,40.7%,2018,3
24,Minnesota Vikings (MIN),3,0,0,1,0,0,0,1,3,3,12.2%,2018,3
25,Denver Broncos (DEN),2,0,0,1,0,0,0,1,2,2,44.1%,2018,3
26,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,2,2,73.8%,2018,3
27,Green Bay Packers (GB),0,1,0,0,0,0,0,1,1,1,75.5%,2018,3
28,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,6.4%,2018,3
29,Cincinnati Bengals (CIN),1,0,0,1,0,0,0,1,0,0,22.4%,2018,3
30,New Orleans Saints (NO),3,0,0,0,0,0,0,1,-1,-1,80.6%,2018,3
31,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,-2,-2,83.9%,2018,3
32,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,-3,-3,0.5%,2018,3
