Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Kansas City Chiefs (KC),5,4,1,1,1,0,0,1,22,22,41.6%,2018,5
2,Cincinnati Bengals (CIN),3,2,1,1,2,0,0,1,22,22,22.4%,2018,5
3,Arizona Cardinals (ARI),4,2,3,3,1,0,0,1,21,21,14.4%,2018,5
4,Pittsburgh Steelers (PIT),6,0,1,1,1,0,0,1,15,15,23.6%,2018,5
5,Minnesota Vikings (MIN),3,0,2,1,1,0,0,1,13,13,12.2%,2018,5
6,Buffalo Bills (BUF),2,1,2,3,0,0,0,1,12,12,99.6%,2018,5
7,Carolina Panthers (CAR),1,2,1,0,1,0,0,1,12,12,6.1%,2018,5
8,Baltimore Ravens (BAL),5,1,0,1,0,0,0,1,11,11,44.1%,2018,5
9,Los Angeles Chargers (LAC),3,1,1,1,0,0,0,1,11,11,52.5%,2018,5
10,Cleveland Browns (CLE),2,1,1,1,0,0,0,1,10,10,21.9%,2018,5
11,Detroit Lions (DET),4,0,3,2,0,0,0,1,10,10,1.1%,2018,5
12,New Orleans Saints (NO),3,1,1,1,0,0,0,1,8,8,80.6%,2018,5
13,Tennessee Titans (TEN),1,1,0,0,0,0,0,1,7,7,8.1%,2018,5
14,New England Patriots (NE),1,2,1,1,0,0,0,1,7,7,46.6%,2018,5
15,Houston Texans (HOU),2,2,0,0,0,0,0,1,7,7,3.8%,2018,5
16,New York Jets (NYJ),4,1,0,2,0,0,0,1,7,7,2.0%,2018,5
17,Dallas Cowboys (DAL),1,1,1,1,0,0,0,1,6,6,73.8%,2018,5
18,New York Giants (NYG),1,2,0,1,0,0,0,1,5,5,1.8%,2018,5
19,Miami Dolphins (MIA),2,1,0,0,0,0,1,1,5,5,58.2%,2018,5
20,Jacksonville Jaguars (JAC),1,2,0,0,0,0,0,1,5,5,1.0%,2018,5
21,Philadelphia Eagles (PHI),1,0,1,0,0,0,0,1,4,4,40.7%,2018,5
22,Denver Broncos (DEN),1,1,1,1,0,0,0,1,4,4,44.1%,2018,5
23,Seattle Seahawks (SEA),1,2,0,1,0,0,0,1,4,4,5.1%,2018,5
24,Green Bay Packers (GB),3,0,0,0,0,0,0,1,2,2,75.5%,2018,5
25,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,1,1,6.4%,2018,5
26,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,1,1,83.9%,2018,5
27,Los Angeles Rams (LAR),2,0,0,0,0,0,0,1,1,1,69.6%,2018,5
28,Indianapolis Colts (IND),0,2,0,0,0,0,0,1,0,0,57.4%,2018,5
31,Washington Commanders (WAS),2,0,1,2,0,0,0,1,0,0,40.4%,2018,5
32,Atlanta Falcons (ATL),0,1,0,1,0,0,0,1,-2,-2,0.5%,2018,5
