Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),3,1,1,1,1,0,0,1,20,20,46.6%,2018,8
2,Cincinnati Bengals (CIN),6,4,0,0,1,0,0,1,19,19,22.4%,2018,8
3,Washington Commanders (WAS),7,2,0,0,0,0,0,1,15,15,40.4%,2018,8
4,New Orleans Saints (NO),4,1,1,1,1,0,0,1,15,15,80.6%,2018,8
5,San Francisco 49ers (SF),3,1,1,1,0,1,0,1,10,10,83.9%,2018,8
6,Seattle Seahawks (SEA),3,1,2,0,0,0,0,1,10,10,5.1%,2018,8
7,Kansas City Chiefs (KC),5,1,1,2,0,0,0,1,9,9,41.6%,2018,8
8,Jacksonville Jaguars (JAC),4,1,1,1,0,0,0,1,8,8,1.0%,2018,8
9,Carolina Panthers (CAR),2,2,1,1,0,0,0,1,8,8,6.1%,2018,8
10,Los Angeles Rams (LAR),3,0,1,0,0,1,0,1,7,7,69.6%,2018,8
11,Pittsburgh Steelers (PIT),2,1,0,0,0,1,0,1,7,7,23.6%,2018,8
12,Philadelphia Eagles (PHI),4,0,1,1,0,0,0,1,7,7,40.7%,2018,8
13,Arizona Cardinals (ARI),4,0,0,0,0,0,0,1,5,5,14.4%,2018,8
14,Chicago Bears (CHI),1,0,0,0,0,0,0,1,5,5,2.9%,2018,8
15,Green Bay Packers (GB),5,0,0,0,0,0,0,1,4,4,75.5%,2018,8
16,Houston Texans (HOU),2,1,0,0,0,0,0,1,4,4,3.8%,2018,8
17,Cleveland Browns (CLE),1,1,1,2,0,0,0,1,4,4,21.9%,2018,8
18,Denver Broncos (DEN),2,1,0,0,0,0,0,1,3,3,44.1%,2018,8
19,New York Giants (NYG),0,0,1,1,0,0,0,1,3,3,1.8%,2018,8
20,Buffalo Bills (BUF),2,0,0,1,0,0,0,1,3,3,99.6%,2018,8
21,Minnesota Vikings (MIN),0,1,0,0,0,0,0,1,2,2,12.2%,2018,8
22,New York Jets (NYJ),2,0,0,0,0,0,0,1,2,2,2.0%,2018,8
23,Indianapolis Colts (IND),0,0,1,1,0,0,0,1,1,1,57.4%,2018,8
24,Tampa Bay Buccaneers (TB),2,0,0,0,0,0,0,1,1,1,95.4%,2018,8
25,Detroit Lions (DET),2,0,0,0,0,0,0,1,1,1,1.1%,2018,8
30,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-4,-4,6.4%,2018,8
31,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,-4,-4,44.1%,2018,8
32,Miami Dolphins (MIA),0,0,0,0,0,0,0,1,-4,-4,58.2%,2018,8
