Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Rashaad Penny (SEA),25,170,6.8,37,0,2,2,3,15,7.5,0,0,1,32.5,32.5,88.3%,2021,17
2,Najee Harris (PIT),28,188,6.7,37,0,1,3,3,18,6,0,0,1,29.6,29.6,99.8%,2021,17
3,Darrel Williams (KC),14,88,6.3,19,0,2,3,3,19,6.3,0,0,1,25.7,25.7,1.7%,2021,17
4,Boston Scott (PHI),14,47,3.4,14,0,2,4,4,39,9.8,0,0,1,24.6,24.6,2.9%,2021,17
5,Devin Singletary (BUF),23,110,4.8,20,0,2,0,1,0,0,0,0,1,23,23,92.8%,2021,17
6,Rhamondre Stevenson (NE),19,107,5.6,15,0,2,0,0,0,0,0,0,1,22.7,22.7,84.2%,2021,17
7,AJ Dillon (GB),14,63,4.5,9,0,2,2,3,20,10,0,0,1,22.3,22.3,89.0%,2021,17
8,David Montgomery (CHI),22,64,2.9,10,0,2,2,2,17,8.5,0,0,1,21.1,21.1,98.6%,2021,17
9,Elijah Mitchell (SF),21,119,5.7,37,0,0,2,2,11,5.5,1,0,1,21,21,93.6%,2021,17
10,Alvin Kamara (NO),13,32,2.5,30,0,0,5,6,68,13.6,1,0,1,21,21,99.8%,2021,17
11,Jaret Patterson (WAS),12,57,4.8,11,0,1,5,5,41,8.2,0,0,1,20.8,20.8,0.8%,2021,17
12,Austin Ekeler (LAC),17,58,3.4,14,0,1,3,3,54,18,0,0,1,20.2,20.2,99.9%,2021,17
13,D'Onta Foreman (CAR),26,132,5.1,35,0,1,0,0,0,0,0,0,1,19.2,19.2,42.9%,2021,17
14,Sony Michel (MIA),19,74,3.9,14,0,1,3,5,25,8.3,0,0,1,18.9,18.9,31.3%,2021,17
15,Jonathan Taylor (IND),20,108,5.4,24,0,1,1,2,6,6,0,0,1,18.4,18.4,99.9%,2021,17
16,Josh Jacobs (LV),16,63,3.9,9,0,1,4,4,17,4.3,0,0,1,18,18,98.3%,2021,17
17,Damien Harris (NE),9,35,3.9,7,0,2,1,1,12,12,0,0,1,17.7,17.7,91.9%,2021,17
18,Ty Johnson (NYJ),5,35,7,22,0,1,3,4,47,15.7,0,0,1,17.2,17.2,1.1%,2021,17
19,Dontrell Hilliard (TEN),8,45,5.6,39,0,1,3,3,33,11,0,0,1,16.8,16.8,7.6%,2021,17
20,Chuba Hubbard (CAR),17,55,3.2,21,0,1,3,4,13,4.3,0,0,1,15.8,15.8,7.1%,2021,17
21,Aaron Jones (GB),8,76,9.5,28,0,0,5,6,30,6,0,0,1,15.6,15.6,99.5%,2021,17
22,Joe Mixon (CIN),12,46,3.8,13,0,0,7,8,40,5.7,0,0,1,15.6,15.6,99.8%,2021,17
23,Dare Ogunbowale (HOU),9,36,4,5,0,0,2,2,32,16,1,0,1,14.8,14.8,0.8%,2021,17
24,Rex Burkhead (HOU),16,47,2.9,8,0,0,6,6,32,5.3,0,0,1,13.9,13.9,11.8%,2021,17
25,Jamaal Williams (DET),11,22,2,6,0,1,3,3,22,7.3,0,0,1,13.4,13.4,47.8%,2021,17
