Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Dalvin Cook (MIN),27,205,7.6,30,0,2,1,3,17,17,0,0,1,35.2,35.2,99.9%,2021,14
2,James Conner (ARI),13,31,2.4,13,0,2,9,9,94,10.4,0,0,1,33.5,33.5,98.7%,2021,14
3,Rashaad Penny (SEA),16,137,8.6,47,0,2,1,1,1,1,0,0,1,26.8,26.8,88.3%,2021,14
4,Najee Harris (PIT),20,94,4.7,23,0,1,3,3,10,3.3,1,0,1,25.4,25.4,99.8%,2021,14
5,Alvin Kamara (NO),27,120,4.4,16,0,1,4,5,25,6.3,0,0,1,24.5,24.5,99.8%,2021,14
6,Leonard Fournette (TB),19,113,5.9,47,0,1,4,7,19,4.8,0,0,1,23.2,23.2,99.7%,2021,14
7,Melvin Gordon III (DEN),24,111,4.6,16,0,2,0,0,0,0,0,0,1,23.1,23.1,85.3%,2021,14
8,Aaron Jones (GB),5,35,7,15,0,1,3,3,30,10,1,0,1,21.5,21.5,99.5%,2021,14
9,Javonte Williams (DEN),15,73,4.9,9,0,1,1,2,10,10,1,0,1,21.3,21.3,99.4%,2021,14
10,Clyde Edwards-Helaire (KC),10,37,3.7,7,0,2,3,3,5,1.7,0,0,1,19.2,19.2,92.3%,2021,14
11,Saquon Barkley (NYG),16,64,4,13,0,0,3,3,31,10.3,1,0,1,18.5,18.5,98.7%,2021,14
12,Derrick Gore (KC),9,66,7.3,51,0,1,2,2,23,11.5,0,0,1,16.9,16.9,0.9%,2021,14
13,Austin Ekeler (LAC),12,67,5.6,17,0,1,2,4,17,8.5,0,0,1,16.4,16.4,99.9%,2021,14
14,Devin Singletary (BUF),4,52,13,29,0,0,6,7,37,6.2,0,0,1,14.9,14.9,92.8%,2021,14
15,D'Onta Foreman (CAR),13,47,3.6,8,0,1,2,2,15,7.5,0,0,1,14.2,14.2,42.9%,2021,14
16,David Montgomery (CHI),10,42,4.2,20,0,0,6,7,39,6.5,0,0,1,14.1,14.1,98.6%,2021,14
17,Cordarrelle Patterson (ATL),16,58,3.6,11,0,1,2,5,1,0.5,0,0,1,13.9,13.9,93.2%,2021,14
18,Mike Davis (BAL),11,44,4,11,0,0,5,6,42,8.4,0,0,1,13.6,13.6,1.9%,2021,14
19,Darrel Williams (KC),2,8,4,7,0,0,3,3,31,10.3,1,0,1,12.9,12.9,1.7%,2021,14
20,Royce Freeman (HOU),11,15,1.4,8,0,0,6,8,51,8.5,0,0,1,12.6,12.6,0.7%,2021,14
21,Devontae Booker (FA),8,56,7,9,0,0,4,5,28,7,0,0,1,12.4,12.4,0.5%,2021,14
22,Devonta Freeman (FA),13,64,4.9,21,0,0,5,5,8,1.6,0,0,1,12.2,12.2,0.8%,2021,14
23,Craig Reynolds (DET),11,83,7.5,35,0,0,2,2,16,8,0,0,1,11.9,11.9,0.5%,2021,14
24,Rex Burkhead (HOU),11,40,3.6,10,0,0,4,4,26,6.5,0,0,1,10.6,10.6,11.8%,2021,14
25,Jonathan Williams (WAS),4,16,4,7,0,1,1,1,19,19,0,0,1,10.5,10.5,0.1%,2021,14
26,Elijhaa Penny (NYG),1,8,8,8,0,0,1,1,3,3,1,0,1,10.1,10.1,0.0%,2021,14
27,Josh Jacobs (LV),9,24,2.7,5,0,0,5,6,46,9.2,0,1,1,10,10,98.3%,2021,14
28,Ty Johnson (NYJ),6,17,2.8,7,0,0,4,7,40,10,0,0,1,9.7,9.7,1.1%,2021,14
29,Nick Chubb (CLE),17,59,3.5,15,0,0,3,4,6,2,0,0,1,9.5,9.5,99.4%,2021,14
30,Chuba Hubbard (CAR),10,33,3.3,17,0,1,0,0,0,0,0,0,1,9.3,9.3,7.1%,2021,14
31,Ezekiel Elliott (DAL),12,45,3.8,7,0,0,1,6,15,15,0,0,1,9,9,96.8%,2021,14
32,Joe Mixon (CIN),18,58,3.2,17,0,0,2,2,10,5,0,0,1,8.8,8.8,99.8%,2021,14
33,Sony Michel (MIA),20,79,4,19,0,0,0,1,0,0,0,0,1,7.9,7.9,31.3%,2021,14
34,Samaje Perine (CIN),4,11,2.8,6,0,0,4,5,22,5.5,0,0,1,7.3,7.3,5.4%,2021,14
35,AJ Dillon (GB),15,71,4.7,11,0,0,0,0,0,0,0,0,1,7.1,7.1,89.0%,2021,14
36,Latavius Murray (FA),1,1,1,1,0,1,0,0,0,0,0,0,1,6.1,6.1,0.8%,2021,14
37,Corey Clement (FA),13,44,3.4,10,0,0,1,2,2,2,0,0,1,5.6,5.6,1.0%,2021,14
38,Jeff Wilson Jr. (SF),13,56,4.3,12,0,0,0,0,0,0,0,0,1,5.6,5.6,1.7%,2021,14
39,Ameer Abdullah (LV),4,16,4,4,0,0,2,4,17,8.5,0,0,1,5.3,5.3,0.8%,2021,14
40,Justin Jackson (FA),9,35,3.9,9,0,0,1,1,7,7,0,0,1,5.2,5.2,0.8%,2021,14
41,Joshua Kelley (LAC),10,33,3.3,12,0,0,1,1,5,5,0,0,1,4.8,4.8,0.9%,2021,14
42,Jaret Patterson (WAS),4,29,7.3,12,0,0,1,1,9,9,0,0,1,4.8,4.8,0.8%,2021,14
43,Antonio Gibson (WAS),10,36,3.6,13,0,0,2,2,5,2.5,0,1,1,4.1,4.1,98.3%,2021,14
44,Peyton Barber (FA),1,7,7,7,0,0,2,3,13,6.5,0,0,1,4,4,0.6%,2021,14
45,JaMycal Hasty (SF),0,0,0,0,0,0,3,3,10,3.3,0,0,1,4,4,8.7%,2021,14
46,D'Ernest Johnson (CLE),4,22,5.5,13,0,0,1,1,7,7,0,0,1,3.9,3.9,16.7%,2021,14
47,Tony Jones Jr. (NO),6,10,1.7,5,0,0,1,1,19,19,0,0,1,3.9,3.9,0.8%,2021,14
48,Kareem Hunt (CLE),2,5,2.5,3,0,0,2,2,13,6.5,0,0,1,3.8,3.8,91.2%,2021,14
49,Trey Ragas (FA),1,9,9,9,0,0,2,2,6,3,0,0,1,3.5,3.5,0.0%,2021,14
50,La'Mical Perine (NYJ),7,28,4,14,0,0,0,0,0,0,0,0,1,2.8,2.8,0.1%,2021,14
51,Alex Collins (FA),7,16,2.3,7,0,0,1,1,1,1,0,0,1,2.7,2.7,9.6%,2021,14
52,Alexander Mattison (MIN),6,27,4.5,14,0,0,0,1,0,0,0,0,1,2.7,2.7,72.5%,2021,14
53,Damien Williams (ATL),2,13,6.5,8,0,0,1,1,4,4,0,0,1,2.7,2.7,1.9%,2021,14
54,Dare Ogunbowale (HOU),0,0,0,0,0,0,2,3,5,2.5,0,0,1,2.5,2.5,0.8%,2021,14
55,Carlos Hyde (FA),1,2,2,2,0,0,1,2,6,6,0,0,1,1.8,1.8,0.2%,2021,14
56,Jeremy McNichols (FA),8,16,2,12,0,0,0,1,0,0,0,0,1,1.6,1.6,3.6%,2021,14
57,DeeJay Dallas (SEA),2,16,8,13,0,0,0,0,0,0,0,0,1,1.6,1.6,0.6%,2021,14
58,Kyle Juszczyk (SF),0,0,0,0,0,0,1,2,5,5,0,0,1,1.5,1.5,0.9%,2021,14
59,Andy Janovich (HOU),0,0,0,0,0,0,1,1,3,3,0,0,1,1.3,1.3,0.0%,2021,14
60,Dontrell Hilliard (TEN),6,13,2.2,4,0,0,0,2,0,0,0,0,1,1.3,1.3,7.6%,2021,14
61,Matt Breida (NYG),3,12,4,11,0,0,0,1,0,0,0,0,1,1.2,1.2,1.2%,2021,14
62,Ronald Jones II (KC),3,8,2.7,9,0,0,0,0,0,0,0,0,1,0.8,0.8,86.4%,2021,14
63,Godwin Igwebuike (DET),8,25,3.1,6,0,0,0,0,0,0,0,1,1,0.5,0.5,0.6%,2021,14
64,James Robinson (JAC),6,4,0.7,5,0,0,0,0,0,0,0,0,1,0.4,0.4,81.2%,2021,14
65,Michael Burton (KC),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%,2021,14
66,Qadree Ollison (ATL),5,23,4.6,11,0,0,0,0,0,0,0,1,1,0.3,0.3,0.1%,2021,14
67,JaQuan Hardy (DAL),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%,2021,14
68,Khalil Herbert (CHI),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,11.4%,2021,14
93,Sandro Platzgummer (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,14
96,Demetric Felton Jr. (CLE),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2021,14
117,Jason Cabinda (DET),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,14
139,Trayveon Williams (CIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,14
168,Elijah Mitchell (SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93.6%,2021,14
200,Adam Prentice (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,14
209,Nick Bellore (SEA),0,0,0,0,0,0,1,1,4,4,0,0,1,0,0,0.6%,2021,14
225,Dwayne Washington (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,14
226,Derek Watt (PIT),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2021,14
227,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,14
236,Kalen Ballage (PIT),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,14
244,Brandin Bryant (BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,14
259,Benny Snell Jr. (PIT),1,-2,-2,0,0,0,0,0,0,0,0,0,1,-0.2,-0.2,0.9%,2021,14
