Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Austin Ekeler (LAC),16,64,4,14,0,1,5,12,35,7,1,0,1,28.9,28.9,99.9%,2021,18
2,James Conner (ARI),15,52,3.5,19,0,1,6,6,41,6.8,1,0,1,27.3,27.3,98.7%,2021,18
3,Devin Singletary (BUF),19,88,4.6,40,0,1,2,2,24,12,1,0,1,25.2,25.2,92.8%,2021,18
4,Rashaad Penny (SEA),23,190,8.3,62,0,1,0,0,0,0,0,0,1,25,25,88.3%,2021,18
5,Josh Jacobs (LV),26,132,5.1,28,0,1,2,2,12,6,0,0,1,22.4,22.4,98.3%,2021,18
6,Antonio Gibson (WAS),21,146,7,27,0,1,1,3,5,5,0,0,1,22.1,22.1,98.3%,2021,18
7,Latavius Murray (FA),16,150,9.4,46,0,1,0,0,0,0,0,0,1,21,21,0.8%,2021,18
8,Brandon Bolden (LV),7,46,6.6,19,0,1,2,2,20,10,1,0,1,20.6,20.6,0.8%,2021,18
9,D'Ernest Johnson (CLE),25,123,4.9,13,0,1,1,1,10,10,0,0,1,20.3,20.3,16.7%,2021,18
10,Duke Johnson Jr. (BUF),25,117,4.7,27,0,1,1,1,5,5,0,0,1,19.2,19.2,4.4%,2021,18
11,Kenneth Gainwell (PHI),12,78,6.5,18,0,1,4,7,9,2.3,0,0,1,18.7,18.7,32.7%,2021,18
12,Alvin Kamara (NO),30,146,4.9,27,0,0,2,2,16,8,0,0,1,18.2,18.2,99.8%,2021,18
13,Corey Clement (FA),7,58,8.3,38,0,0,4,4,22,5.5,1,0,1,18,18,1.0%,2021,18
14,Damien Harris (NE),11,37,3.4,7,0,1,4,4,36,9,0,0,1,17.3,17.3,91.9%,2021,18
15,Ameer Abdullah (LV),7,26,3.7,10,0,0,9,11,56,6.2,0,0,1,17.2,17.2,0.8%,2021,18
16,Melvin Gordon III (DEN),12,110,9.2,47,0,1,1,2,6,6,0,1,1,16.6,16.6,85.3%,2021,18
17,Chris Evans (CIN),7,35,5,12,0,0,4,5,24,6,1,0,1,15.9,15.9,1.2%,2021,18
18,D'Andre Swift (DET),7,30,4.3,14,0,1,4,5,16,4,0,0,1,14.6,14.6,99.5%,2021,18
19,Jerick McKinnon (FA),5,24,4.8,7,0,0,3,3,26,8.7,1,0,1,14,14,28.6%,2021,18
20,Patrick Taylor Jr. (GB),11,53,4.8,12,0,1,2,2,3,1.5,0,0,1,13.6,13.6,0.1%,2021,18
21,Chuba Hubbard (CAR),9,48,5.3,19,0,0,2,2,8,4,1,0,1,13.6,13.6,7.1%,2021,18
22,Jonathan Taylor (IND),15,77,5.1,23,0,0,3,4,18,6,0,0,1,12.5,12.5,99.9%,2021,18
23,Damien Williams (ATL),0,0,0,0,0,0,3,5,33,11,1,0,1,12.3,12.3,1.9%,2021,18
24,Ke'Shawn Vaughn (TB),10,29,2.9,9,0,1,2,2,12,6,0,0,1,12.1,12.1,7.8%,2021,18
25,Demetric Felton Jr. (CLE),1,6,6,6,0,0,2,2,18,9,1,0,1,10.4,10.4,0.3%,2021,18
26,Ezekiel Elliott (DAL),18,87,4.8,26,0,0,1,3,3,3,0,0,1,10,10,96.8%,2021,18
27,David Montgomery (CHI),20,72,3.6,11,0,0,2,3,7,3.5,0,0,1,9.9,9.9,98.6%,2021,18
28,Eno Benjamin (ARI),7,31,4.4,10,0,0,4,4,25,6.3,0,0,1,9.6,9.6,2.3%,2021,18
29,Rex Burkhead (HOU),12,24,2,6,0,0,3,4,42,14,0,0,1,9.6,9.6,11.8%,2021,18
30,Najee Harris (PIT),11,28,2.5,15,0,0,4,4,27,6.8,0,0,1,9.5,9.5,99.8%,2021,18
31,D'Onta Foreman (CAR),21,69,3.3,16,0,0,1,2,15,15,0,0,1,9.4,9.4,42.9%,2021,18
32,Dalvin Cook (MIN),14,79,5.6,29,0,0,1,1,3,3,0,0,1,9.2,9.2,99.9%,2021,18
33,JaQuan Hardy (DAL),3,26,8.7,22,0,1,0,0,0,0,0,0,1,8.6,8.6,0.1%,2021,18
34,Dare Ogunbowale (HOU),11,30,2.7,12,0,0,3,6,25,8.3,0,0,1,8.5,8.5,0.8%,2021,18
35,Le'Veon Bell (FA),3,14,4.7,7,0,0,1,1,1,1,1,0,1,8.5,8.5,0.3%,2021,18
36,Elijah Mitchell (SF),21,85,4,13,0,0,0,0,0,0,0,0,1,8.5,8.5,93.6%,2021,18
37,Javonte Williams (DEN),12,46,3.8,15,0,0,2,2,18,9,0,0,1,8.4,8.4,99.4%,2021,18
38,Ryquell Armstead (JAC),9,52,5.8,26,0,0,2,2,10,5,0,0,1,8.2,8.2,0.3%,2021,18
39,Qadree Ollison (ATL),1,19,19,19,0,1,0,1,0,0,0,0,1,7.9,7.9,0.1%,2021,18
40,Saquon Barkley (NYG),11,30,2.7,6,0,0,3,4,19,6.3,0,0,1,7.9,7.9,98.7%,2021,18
41,Darrel Williams (KC),7,17,2.4,5,0,0,3,4,30,10,0,0,1,7.7,7.7,1.7%,2021,18
42,AJ Dillon (GB),14,63,4.5,9,0,0,1,1,4,4,0,0,1,7.7,7.7,89.0%,2021,18
43,Nick Chubb (CLE),9,58,6.4,35,0,0,1,1,2,2,0,0,1,7,7,99.4%,2021,18
44,Dontrell Hilliard (TEN),9,57,6.3,16,0,0,1,1,1,1,0,0,1,6.8,6.8,7.6%,2021,18
45,David Johnson (FA),5,28,5.6,15,0,0,3,4,8,2.7,0,0,1,6.6,6.6,0.8%,2021,18
46,Ito Smith (FA),1,4,4,4,0,1,0,0,0,0,0,0,1,6.4,6.4,0.0%,2021,18
47,Jamaal Williams (DET),13,43,3.3,9,0,0,1,1,9,9,0,0,1,6.2,6.2,47.8%,2021,18
48,Sony Michel (MIA),21,43,2,14,0,0,1,4,6,6,0,0,1,5.9,5.9,31.3%,2021,18
49,Jaret Patterson (WAS),6,21,3.5,7,0,0,2,2,14,7,0,0,1,5.5,5.5,0.8%,2021,18
50,Trayveon Williams (CIN),9,38,4.2,10,0,0,1,2,4,4,0,0,1,5.2,5.2,0.1%,2021,18
51,Jason Huntley (PHI),13,51,3.9,18,0,0,0,1,0,0,0,0,1,5.1,5.1,0.1%,2021,18
52,Jalen Richard (FA),2,24,12,23,0,0,2,2,3,1.5,0,0,1,4.7,4.7,1.0%,2021,18
53,Devonta Freeman (FA),5,21,4.2,22,0,0,2,2,6,3,0,0,1,4.7,4.7,0.8%,2021,18
54,Devontae Booker (FA),8,14,1.8,6,0,0,2,2,12,6,0,0,1,4.6,4.6,0.5%,2021,18
55,Rhamondre Stevenson (NE),4,34,8.5,12,0,0,1,2,2,2,0,0,1,4.6,4.6,84.2%,2021,18
56,Jonathan Williams (WAS),7,45,6.4,23,0,0,0,0,0,0,0,0,1,4.5,4.5,0.1%,2021,18
57,JaMycal Hasty (SF),1,4,4,4,0,0,2,3,21,10.5,0,0,1,4.5,4.5,8.7%,2021,18
58,Cam Akers (LAR),5,3,0.6,2,0,0,3,3,10,3.3,0,0,1,4.3,4.3,98.0%,2021,18
59,Myles Gaskin (MIA),1,-1,-1,0,0,0,3,3,11,3.7,0,0,1,4,4,23.6%,2021,18
60,Phillip Lindsay (MIA),11,40,3.6,7,0,0,0,0,0,0,0,0,1,4,4,0.7%,2021,18
61,Nyheim Hines (IND),0,0,0,0,0,0,2,3,19,9.5,0,0,1,3.9,3.9,51.7%,2021,18
62,Travis Homer (SEA),1,4,4,4,0,0,1,3,23,23,0,0,1,3.7,3.7,0.2%,2021,18
63,Zack Moss (BUF),5,8,1.6,5,0,0,2,2,6,3,0,0,1,3.4,3.4,4.8%,2021,18
64,Alexander Mattison (MIN),5,18,3.6,9,0,0,1,1,3,3,0,0,1,3.1,3.1,72.5%,2021,18
65,Derrick Gore (KC),7,30,4.3,6,0,0,0,1,0,0,0,0,1,3,3,0.9%,2021,18
66,Cordarrelle Patterson (ATL),4,11,2.8,4,0,0,1,1,1,1,0,0,1,2.2,2.2,93.2%,2021,18
67,Benny Snell Jr. (PIT),12,22,1.8,9,0,0,0,0,0,0,0,0,1,2.2,2.2,0.9%,2021,18
68,Tony Jones Jr. (NO),7,22,3.1,6,0,0,0,1,0,0,0,0,1,2.2,2.2,0.8%,2021,18
69,Justin Jackson (FA),3,20,6.7,11,0,0,0,1,0,0,0,0,1,2,2,0.8%,2021,18
70,Michael Carter (NYJ),9,19,2.1,10,0,0,0,3,0,0,0,0,1,1.9,1.9,92.2%,2021,18
71,Mike Davis (BAL),6,30,5,9,0,0,3,3,-2,-0.7,0,2,1,1.8,1.8,1.9%,2021,18
72,C.J. Ham (MIN),0,0,0,0,0,0,1,1,7,7,0,0,1,1.7,1.7,0.2%,2021,18
73,Khari Blasingame (CHI),0,0,0,0,0,0,1,1,5,5,0,0,1,1.5,1.5,0.1%,2021,18
74,Adam Prentice (NO),1,1,1,1,0,0,1,1,2,2,0,0,1,1.3,1.3,0.1%,2021,18
75,Keith Smith (ATL),0,0,0,0,0,0,1,1,3,3,0,0,1,1.3,1.3,0.1%,2021,18
76,Jonathan Ward (ARI),0,0,0,0,0,0,1,1,2,2,0,0,1,1.2,1.2,0.3%,2021,18
77,Khalil Herbert (CHI),4,11,2.8,4,0,0,0,0,0,0,0,0,1,1.1,1.1,11.4%,2021,18
78,Ty Montgomery (NE),0,0,0,0,0,0,1,2,1,1,0,0,1,1.1,1.1,0.1%,2021,18
79,Tevin Coleman (NYJ),5,6,1.2,5,0,0,0,1,0,0,0,0,1,0.6,0.6,1.0%,2021,18
80,Kene Nwangwu (MIN),1,4,4,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.7%,2021,18
81,Ty'Son Williams (BAL),1,4,4,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.7%,2021,18
82,Mekhi Sargent (JAC),1,2,2,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.1%,2021,18
83,Craig Reynolds (DET),3,2,0.7,6,0,0,0,0,0,0,0,0,1,0.2,0.2,0.5%,2021,18
84,DeeJay Dallas (SEA),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.6%,2021,18
85,Nathan Cottrell (JAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
94,Reggie Gilliam (BUF),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0%,2021,18
96,Giovanni Ricci (CAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,18
104,Jeff Wilson Jr. (SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7%,2021,18
114,Jordan Wilkins (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,18
117,Godwin Igwebuike (DET),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6%,2021,18
147,Cullen Gillaspia (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
163,Josh Johnson (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
203,Royce Freeman (HOU),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,18
206,Taiwan Jones (BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
226,Elijhaa Penny (NYG),0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0%,2021,18
234,Kalen Ballage (PIT),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
239,Elijah McGuire (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
247,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,18
254,Kenjon Barner (TB),4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6%,2021,18
260,Ty Johnson (NYJ),1,-1,-1,0,0,0,0,1,0,0,0,0,1,-0.1,-0.1,1.1%,2021,18
