Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Michael Carter (NYJ),15,77,5.1,18,0,1,9,14,95,10.6,0,0,1,32.2,32.2,92.2%,2021,8
2,Joe Mixon (CIN),14,33,2.4,8,0,1,4,5,58,14.5,1,0,1,25.1,25.1,99.8%,2021,8
3,Austin Ekeler (LAC),11,64,5.8,28,0,1,6,10,60,10,0,0,1,24.4,24.4,99.9%,2021,8
4,Aaron Jones (GB),15,59,3.9,16,0,1,7,11,51,7.3,0,0,1,24,24,99.5%,2021,8
5,Darrell Henderson Jr. (LAR),14,90,6.4,19,0,1,1,2,3,3,1,0,1,22.3,22.3,59.8%,2021,8
6,Jonathan Taylor (IND),16,70,4.4,12,0,1,3,4,52,17.3,0,0,1,21.2,21.2,99.9%,2021,8
7,Najee Harris (PIT),26,91,3.5,11,0,1,3,3,29,9.7,0,0,1,21,21,99.8%,2021,8
8,Elijah Mitchell (SF),18,137,7.6,39,0,1,0,0,0,0,0,0,1,19.7,19.7,93.6%,2021,8
9,Ty Johnson (NYJ),4,15,3.8,8,0,0,5,6,71,14.2,1,0,1,19.6,19.6,1.1%,2021,8
10,Melvin Gordon III (DEN),10,47,4.7,11,0,1,3,3,15,5,1,1,1,19.2,19.2,85.3%,2021,8
11,Cordarrelle Patterson (ATL),9,35,3.9,14,0,0,5,5,37,7.4,1,0,1,18.2,18.2,93.2%,2021,8
12,Boston Scott (PHI),12,60,5,19,0,2,0,1,0,0,0,0,1,18,18,2.9%,2021,8
13,Jordan Howard (FA),12,57,4.8,10,0,2,0,0,0,0,0,0,1,17.7,17.7,8.7%,2021,8
14,Devontae Booker (FA),15,60,4,14,0,0,5,6,65,13,0,0,1,17.5,17.5,0.5%,2021,8
15,J.D. McKissic (WAS),3,10,3.3,4,0,0,8,8,83,10.4,0,0,1,17.3,17.3,65.5%,2021,8
16,Darrel Williams (KC),13,49,3.8,12,0,0,6,6,61,10.2,0,0,1,17,17,1.7%,2021,8
17,Alvin Kamara (NO),19,61,3.2,15,0,1,3,4,15,5,0,0,1,16.6,16.6,99.8%,2021,8
18,Chase Edmonds (MIA),7,30,4.3,11,0,1,3,4,39,13,0,0,1,15.9,15.9,90.2%,2021,8
19,James Conner (ARI),5,22,4.4,9,0,2,0,0,0,0,0,0,1,14.2,14.2,98.7%,2021,8
20,Chuba Hubbard (CAR),24,82,3.4,9,0,1,1,2,9,9,0,1,1,14.1,14.1,7.1%,2021,8
21,Damien Harris (NE),23,80,3.5,10,0,1,0,1,0,0,0,0,1,14,14,91.9%,2021,8
22,Rex Burkhead (HOU),4,21,5.3,14,0,1,3,4,27,9,0,0,1,13.8,13.8,11.8%,2021,8
23,Carlos Hyde (FA),9,32,3.6,7,0,0,6,8,40,6.7,0,0,1,13.2,13.2,0.2%,2021,8
24,Jermar Jefferson (DET),2,6,3,8,0,1,4,4,23,5.8,0,0,1,12.9,12.9,0.7%,2021,8
25,Zack Moss (BUF),8,19,2.4,7,0,0,6,7,39,6.5,0,0,1,11.8,11.8,4.8%,2021,8
26,Mike Davis (BAL),9,44,4.9,18,0,0,5,6,22,4.4,0,0,1,11.6,11.6,1.9%,2021,8
27,Ezekiel Elliott (DAL),16,50,3.1,8,0,0,4,6,23,5.8,0,0,1,11.3,11.3,96.8%,2021,8
28,Derrick Gore (KC),11,48,4.4,10,0,1,0,0,0,0,0,0,1,10.8,10.8,0.9%,2021,8
29,Giovani Bernard (TB),2,30,15,24,0,0,1,1,7,7,1,0,1,10.7,10.7,0.9%,2021,8
30,D'Ernest Johnson (CLE),4,22,5.5,11,0,1,1,3,7,7,0,0,1,9.9,9.9,16.7%,2021,8
31,Ameer Abdullah (LV),8,31,3.9,9,0,0,3,5,35,11.7,0,0,1,9.6,9.6,0.8%,2021,8
32,Khalil Herbert (CHI),23,72,3.1,22,0,0,2,2,-4,-2,0,0,1,8.8,8.8,11.4%,2021,8
33,Myles Gaskin (MIA),12,36,3,7,0,0,3,4,19,6.3,0,0,1,8.5,8.5,23.6%,2021,8
34,Antonio Gibson (WAS),8,34,4.3,12,0,0,3,3,20,6.7,0,0,1,8.4,8.4,98.3%,2021,8
35,Travis Homer (SEA),4,9,2.3,7,0,0,1,1,3,3,0,0,1,8.2,8.2,0.2%,2021,8
36,D'Andre Swift (DET),12,27,2.3,7,0,0,5,5,24,4.8,0,1,1,8.1,8.1,99.5%,2021,8
37,Justin Jackson (FA),3,79,26.3,75,0,0,0,0,0,0,0,0,1,7.9,7.9,0.8%,2021,8
38,Nick Chubb (CLE),16,61,3.8,21,0,0,1,1,8,8,0,0,1,7.9,7.9,99.4%,2021,8
39,Dalvin Cook (MIN),18,78,4.3,19,0,0,0,2,0,0,0,0,1,7.8,7.8,99.9%,2021,8
40,AJ Dillon (GB),16,78,4.9,12,0,0,0,0,0,0,0,0,1,7.8,7.8,89.0%,2021,8
41,Sony Michel (MIA),9,42,4.7,14,0,0,2,2,14,7,0,0,1,7.6,7.6,31.3%,2021,8
42,Leonard Fournette (TB),8,26,3.3,13,0,0,3,5,17,5.7,0,0,1,7.3,7.3,99.7%,2021,8
43,Mark Ingram II (NO),6,27,4.5,11,0,0,2,2,25,12.5,0,0,1,7.2,7.2,5.6%,2021,8
44,Alex Armah Jr. (WAS),0,0,0,0,0,0,1,1,1,1,1,0,1,7.1,7.1,0.1%,2021,8
45,Javonte Williams (DEN),9,35,3.9,14,0,0,2,4,13,6.5,0,0,1,6.8,6.8,99.4%,2021,8
46,Derrick Henry (TEN),28,68,2.4,9,0,0,0,0,0,0,0,0,1,6.8,6.8,99.8%,2021,8
47,Nyheim Hines (IND),1,2,2,2,0,0,4,5,22,5.5,0,0,1,6.4,6.4,51.7%,2021,8
48,Jeremy McNichols (FA),0,0,0,0,0,0,3,3,33,11,0,0,1,6.3,6.3,3.6%,2021,8
49,JaMycal Hasty (SF),3,4,1.3,2,0,0,2,2,29,14.5,0,0,1,5.3,5.3,8.7%,2021,8
50,James Robinson (JAC),4,22,5.5,14,0,0,1,2,17,17,0,0,1,4.9,4.9,81.2%,2021,8
51,Jaret Patterson (WAS),11,46,4.2,13,0,0,0,1,0,0,0,0,1,4.6,4.6,0.8%,2021,8
52,Alex Collins (FA),10,44,4.4,12,0,0,0,0,0,0,0,0,1,4.4,4.4,9.6%,2021,8
53,Rhamondre Stevenson (NE),8,26,3.3,8,0,0,1,2,5,5,0,0,1,4.1,4.1,84.2%,2021,8
54,Scottie Phillips (FA),5,11,2.2,4,0,0,2,3,9,4.5,0,0,1,4,4,0.0%,2021,8
55,Devin Singletary (BUF),7,28,4,13,0,0,1,1,1,1,0,0,1,3.9,3.9,92.8%,2021,8
56,Salvon Ahmed (MIA),7,22,3.1,12,0,0,1,2,6,6,0,0,1,3.8,3.8,0.3%,2021,8
57,Tony Pollard (DAL),7,26,3.7,7,0,0,1,1,1,1,0,0,1,3.7,3.7,90.4%,2021,8
58,Samaje Perine (CIN),0,0,0,0,0,0,2,2,16,8,0,0,1,3.6,3.6,5.4%,2021,8
59,C.J. Ham (MIN),1,0,0,0,0,0,3,3,3,1,0,0,1,3.3,3.3,0.2%,2021,8
60,Ronald Jones II (KC),3,13,4.3,9,0,0,1,1,6,6,0,0,1,2.9,2.9,86.4%,2021,8
61,Dare Ogunbowale (HOU),2,9,4.5,5,0,0,1,1,9,9,0,0,1,2.8,2.8,0.8%,2021,8
62,Demetric Felton Jr. (CLE),1,3,3,3,0,0,1,1,14,14,0,0,1,2.7,2.7,0.3%,2021,8
63,Kenneth Gainwell (PHI),13,27,2.1,8,0,0,0,0,0,0,0,0,1,2.7,2.7,32.7%,2021,8
64,Elijhaa Penny (NYG),0,0,0,0,0,0,1,1,16,16,0,0,1,2.6,2.6,0.0%,2021,8
65,Brandon Bolden (LV),4,26,6.5,14,0,0,0,0,0,0,0,0,1,2.6,2.6,0.8%,2021,8
66,Royce Freeman (HOU),6,25,4.2,6,0,0,0,1,0,0,0,0,1,2.5,2.5,0.7%,2021,8
67,Kyle Juszczyk (SF),0,0,0,0,0,0,1,2,11,11,0,0,1,2.1,2.1,0.9%,2021,8
68,Patrick Laird (MIA),0,0,0,0,0,0,1,1,10,10,0,0,1,2,2,0.0%,2021,8
69,Alexander Mattison (MIN),2,5,2.5,4,0,0,2,2,-5,-2.5,0,0,1,2,2,72.5%,2021,8
70,Benny Snell Jr. (PIT),0,0,0,0,0,0,1,1,7,7,0,0,1,1.7,1.7,0.9%,2021,8
71,Ty Montgomery (NE),0,0,0,0,0,0,1,2,4,4,0,0,1,1.4,1.4,0.1%,2021,8
72,David Johnson (FA),2,4,2,4,0,0,1,1,-1,-1,0,0,1,1.3,1.3,0.8%,2021,8
73,Jakob Johnson (LV),0,0,0,0,0,0,1,2,2,2,0,0,1,1.2,1.2,0.1%,2021,8
74,Larry Rountree III (LAC),4,11,2.8,4,0,0,0,0,0,0,0,0,1,1.1,1.1,0.7%,2021,8
75,Buddy Howell (LAR),5,11,2.2,4,0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%,2021,8
76,Phillip Lindsay (MIA),3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.7%,2021,8
77,Rashaad Penny (SEA),7,7,1,5,0,0,0,0,0,0,0,0,1,0.7,0.7,88.3%,2021,8
78,DeeJay Dallas (SEA),1,6,6,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.6%,2021,8
79,Ryan Nall (DAL),1,4,4,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.1%,2021,8
80,La'Mical Perine (NYJ),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%,2021,8
81,Anthony McFarland Jr. (PIT),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,8.7%,2021,8
83,Giovanni Ricci (CAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,8
91,Jonathan Ward (ARI),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2021,8
120,Dontrell Hilliard (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6%,2021,8
127,David Montgomery (CHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.6%,2021,8
130,Trenton Cannon (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2021,8
136,Godwin Igwebuike (DET),3,18,6,9,0,0,3,3,40,13.3,0,0,1,0,0,0.6%,2021,8
148,Kylin Hill (GB),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3%,2021,8
149,Cam Akers (LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.0%,2021,8
155,Darwin Thompson (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,8
187,Tory Carter (TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,8
209,Taiwan Jones (BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,8
210,Nick Bellore (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2021,8
225,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,8
236,Wayne Gallman Jr. (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,8
238,Marlon Mack (HOU),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.5%,2021,8
257,Kalen Ballage (PIT),1,-3,-3,0,0,0,0,0,0,0,0,0,1,-0.3,-0.3,0.0%,2021,8
258,Damien Williams (ATL),2,-3,-1.5,0,0,0,0,0,0,0,0,0,1,-0.3,-0.3,1.9%,2021,8
