Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,James Conner (ARI),21,96,4.6,35,0,2,5,5,77,15.4,1,0,1,40.3,40.3,98.7%,2021,9
2,Jonathan Taylor (IND),19,172,9.1,78,0,2,2,2,28,14,0,0,1,34,34,99.9%,2021,9
3,Nick Chubb (CLE),14,137,9.8,70,0,2,2,2,26,13,0,0,1,30.3,30.3,99.4%,2021,9
4,Joe Mixon (CIN),13,64,4.9,21,0,2,5,5,46,9.2,0,0,1,28,28,99.8%,2021,9
5,Nyheim Hines (IND),6,74,12.3,34,0,1,4,6,34,8.5,0,0,1,20.8,20.8,51.7%,2021,9
6,Alvin Kamara (NO),13,50,3.8,14,0,1,4,7,54,13.5,0,0,1,20.4,20.4,99.8%,2021,9
7,Cordarrelle Patterson (ATL),9,10,1.1,4,0,0,6,6,126,21,0,0,1,19.6,19.6,93.2%,2021,9
8,Melvin Gordon III (DEN),21,80,3.8,14,0,1,2,2,15,7.5,0,0,1,17.5,17.5,85.3%,2021,9
9,Najee Harris (PIT),22,62,2.8,13,0,1,3,3,16,5.3,0,0,1,16.8,16.8,99.8%,2021,9
10,Devonta Freeman (FA),13,79,6.1,19,0,0,2,3,4,2,1,0,1,16.3,16.3,0.8%,2021,9
11,Kenyan Drake (LV),4,30,7.5,21,0,0,6,8,70,11.7,0,0,1,16,16,24.7%,2021,9
12,Myles Gaskin (MIA),20,34,1.7,6,0,1,6,6,23,3.8,0,1,1,15.7,15.7,23.6%,2021,9
13,Dalvin Cook (MIN),17,110,6.5,66,0,0,3,3,12,4,0,0,1,15.2,15.2,99.9%,2021,9
14,Devontae Booker (FA),21,99,4.7,20,0,0,3,3,23,7.7,0,0,1,15.2,15.2,0.5%,2021,9
15,Christian McCaffrey (CAR),14,52,3.7,10,0,0,4,5,54,13.5,0,0,1,14.6,14.6,99.8%,2021,9
16,Josh Jacobs (LV),13,76,5.8,14,0,0,4,4,19,4.8,0,0,1,13.5,13.5,98.3%,2021,9
17,Jordan Howard (FA),17,71,4.2,18,0,1,0,0,0,0,0,0,1,13.1,13.1,8.7%,2021,9
18,AJ Dillon (GB),8,46,5.8,15,0,0,4,4,44,11,0,0,1,13,13,89.0%,2021,9
19,Devin Singletary (BUF),6,16,2.7,5,0,0,7,8,43,6.1,0,0,1,12.9,12.9,92.8%,2021,9
20,Elijah Mitchell (SF),8,36,4.5,14,0,0,5,5,43,8.6,0,0,1,12.9,12.9,93.6%,2021,9
21,Rhamondre Stevenson (NE),10,62,6.2,13,0,0,2,2,44,22,0,0,1,12.6,12.6,84.2%,2021,9
22,Ezekiel Elliott (DAL),10,51,5.1,11,0,0,3,3,25,8.3,0,0,1,12.6,12.6,96.8%,2021,9
23,Patrick Ricard (BAL),0,0,0,0,0,0,3,5,35,11.7,1,0,1,12.5,12.5,0.1%,2021,9
24,Ty Johnson (NYJ),4,21,5.3,9,0,0,2,3,40,20,1,1,1,12.1,12.1,1.1%,2021,9
25,Mark Ingram II (NO),9,43,4.8,11,0,0,5,5,21,4.2,0,0,1,11.4,11.4,5.6%,2021,9
26,Austin Ekeler (LAC),17,59,3.5,16,0,0,3,3,23,7.7,0,0,1,11.2,11.2,99.9%,2021,9
27,Javonte Williams (DEN),17,111,6.5,30,0,0,0,0,0,0,0,0,1,11.1,11.1,99.4%,2021,9
28,Le'Veon Bell (FA),11,48,4.4,12,0,1,0,0,0,0,0,0,1,10.8,10.8,0.3%,2021,9
29,Darrel Williams (KC),19,70,3.7,11,0,0,3,4,7,2.3,0,0,1,10.7,10.7,1.7%,2021,9
30,Sony Michel (MIA),7,20,2.9,8,0,0,2,3,6,3,1,0,1,10.6,10.6,31.3%,2021,9
31,Damien Harris (NE),15,30,2,8,0,1,1,1,3,3,0,0,1,10.3,10.3,91.9%,2021,9
32,Brandon Bolden (LV),8,54,6.8,16,0,0,2,2,27,13.5,0,0,1,10.1,10.1,0.8%,2021,9
33,David Montgomery (CHI),13,63,4.8,21,0,0,2,2,17,8.5,0,0,1,10,10,98.6%,2021,9
34,Eno Benjamin (ARI),9,39,4.3,21,0,1,0,0,0,0,0,0,1,9.9,9.9,2.3%,2021,9
35,Michael Carter (NYJ),13,49,3.8,16,0,0,1,2,37,37,0,0,1,9.6,9.6,92.2%,2021,9
36,Adrian Peterson (FA),10,21,2.1,6,0,1,1,1,5,5,0,0,1,9.6,9.6,2.1%,2021,9
37,Darrell Henderson Jr. (LAR),11,55,5,14,0,0,3,4,3,1,0,0,1,8.8,8.8,59.8%,2021,9
38,Ameer Abdullah (LV),1,0,0,0,0,0,4,5,30,7.5,0,0,1,7,7,0.8%,2021,9
39,David Johnson (FA),4,11,2.8,4,0,0,3,5,29,9.7,0,0,1,7,7,0.8%,2021,9
40,Kene Nwangwu (MIN),1,9,9,9,0,0,0,0,0,0,0,0,1,6.9,6.9,0.7%,2021,9
41,Jeremy McNichols (FA),7,24,3.4,14,0,0,3,3,11,3.7,0,0,1,6.5,6.5,3.6%,2021,9
42,Carlos Hyde (FA),21,67,3.2,15,0,0,1,2,6,6,0,1,1,6.3,6.3,0.2%,2021,9
43,Kenneth Gainwell (PHI),2,3,1.5,2,0,1,0,0,0,0,0,0,1,6.3,6.3,32.7%,2021,9
