Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Alvin Kamara (NO),20,51,2.6,12,0,0,10,11,128,12.8,1,0,1,33.9,33.9,99.8%,2021,7
2,D'Andre Swift (DET),13,48,3.7,14,0,0,8,10,96,12,1,0,1,28.4,28.4,99.5%,2021,7
3,Damien Harris (NE),14,106,7.6,32,0,2,2,2,7,3.5,0,0,1,25.3,25.3,91.9%,2021,7
4,D'Ernest Johnson (CLE),22,146,6.6,20,0,1,2,2,22,11,0,0,1,24.8,24.8,16.7%,2021,7
5,Brandon Bolden (LV),2,0,0,0,0,0,6,7,79,13.2,1,0,1,19.9,19.9,0.8%,2021,7
6,Khalil Herbert (CHI),18,100,5.6,29,0,0,5,5,33,6.6,0,0,1,18.3,18.3,11.4%,2021,7
7,Jonathan Taylor (IND),18,107,5.9,33,0,1,3,3,3,1,0,1,1,18,18,99.9%,2021,7
8,Myles Gaskin (MIA),15,67,4.5,16,0,0,4,4,10,2.5,1,0,1,17.7,17.7,23.6%,2021,7
9,Javonte Williams (DEN),4,20,5,7,0,0,6,7,32,5.3,1,0,1,17.2,17.2,99.4%,2021,7
10,Leonard Fournette (TB),15,81,5.4,15,0,1,2,4,9,4.5,0,0,1,17,17,99.7%,2021,7
11,Kenyan Drake (LV),14,69,4.9,12,0,1,3,3,10,3.3,0,0,1,16.9,16.9,24.7%,2021,7
12,Elijah Mitchell (SF),18,107,5.9,20,0,1,0,0,0,0,0,0,1,16.7,16.7,93.6%,2021,7
13,Derrick Henry (TEN),29,86,3,11,0,0,2,2,16,8,0,0,1,16.4,16.4,99.8%,2021,7
14,Michael Carter (NYJ),11,37,3.4,6,0,0,8,9,67,8.4,0,1,1,16.4,16.4,92.2%,2021,7
15,Josh Jacobs (LV),6,29,4.8,9,0,1,3,3,39,13,0,0,1,15.8,15.8,98.3%,2021,7
16,J.J. Taylor (NE),9,21,2.3,15,0,2,1,1,5,5,0,0,1,15.6,15.6,0.4%,2021,7
17,Devontae Booker (FA),14,51,3.6,19,0,1,2,3,15,7.5,0,0,1,14.6,14.6,0.5%,2021,7
18,Samaje Perine (CIN),11,52,4.7,46,0,1,1,1,23,23,0,0,1,14.5,14.5,5.4%,2021,7
19,Cordarrelle Patterson (ATL),14,60,4.3,13,0,1,2,5,1,0.5,0,0,1,14.1,14.1,93.2%,2021,7
20,Kenneth Gainwell (PHI),5,20,4,7,0,0,4,8,41,10.3,1,1,1,14.1,14.1,32.7%,2021,7
21,Ty Johnson (NYJ),5,6,1.2,5,0,0,6,7,65,10.8,0,0,1,13.1,13.1,1.1%,2021,7
22,Devonta Freeman (FA),4,14,3.5,10,0,1,3,3,25,8.3,0,0,1,12.9,12.9,0.8%,2021,7
23,James Conner (ARI),10,64,6.4,18,0,1,0,0,0,0,0,0,1,12.4,12.4,98.7%,2021,7
24,Joe Mixon (CIN),12,59,4.9,21,0,1,0,0,0,0,0,0,1,11.9,11.9,99.8%,2021,7
25,Melvin Gordon III (DEN),8,18,2.3,5,0,0,2,3,14,7,1,0,1,11.2,11.2,85.3%,2021,7
26,David Johnson (FA),7,25,3.6,13,0,0,5,6,27,5.4,0,0,1,10.2,10.2,0.8%,2021,7
27,Chase Edmonds (MIA),15,81,5.4,16,0,0,1,3,9,9,0,0,1,10,10,90.2%,2021,7
28,Boston Scott (PHI),7,24,3.4,5,0,1,1,2,5,5,0,0,1,9.9,9.9,2.9%,2021,7
29,J.D. McKissic (WAS),4,22,5.5,8,0,0,4,6,34,8.5,0,0,1,9.6,9.6,65.5%,2021,7
30,Chuba Hubbard (CAR),12,28,2.3,13,0,0,4,5,28,7,0,0,1,9.6,9.6,7.1%,2021,7
31,Darrell Henderson Jr. (LAR),15,45,3,10,0,0,3,6,19,6.3,0,0,1,9.4,9.4,59.8%,2021,7
32,Aaron Jones (GB),6,19,3.2,9,0,0,5,5,20,4,0,0,1,8.9,8.9,99.5%,2021,7
33,Darrel Williams (KC),5,20,4,11,0,0,3,4,30,10,0,0,1,8,8,1.7%,2021,7
34,Johnny Stanton (CLE),2,5,2.5,3,0,0,1,1,1,1,1,0,1,7.6,7.6,0.1%,2021,7
35,Antonio Gibson (WAS),14,51,3.6,6,0,0,2,2,5,2.5,0,0,1,7.6,7.6,98.3%,2021,7
36,Salvon Ahmed (MIA),7,26,3.7,7,0,0,2,2,26,13,0,0,1,7.2,7.2,0.3%,2021,7
37,Demetric Felton Jr. (CLE),2,13,6.5,12,0,0,3,3,21,7,0,0,1,6.4,6.4,0.3%,2021,7
38,Jamaal Williams (DET),12,57,4.8,14,0,0,0,0,0,0,0,0,1,5.7,5.7,47.8%,2021,7
39,Mark Ingram II (NO),6,9,1.5,4,0,0,3,3,18,6,0,0,1,5.7,5.7,5.6%,2021,7
40,Jalen Richard (FA),4,8,2,5,0,0,3,4,17,5.7,0,0,1,5.5,5.5,1.0%,2021,7
41,Alex Collins (FA),16,35,2.2,6,0,0,1,1,9,9,0,0,1,5.4,5.4,9.6%,2021,7
42,Ty'Son Williams (BAL),2,10,5,6,0,0,2,2,24,12,0,0,1,5.4,5.4,0.7%,2021,7
43,Jakob Johnson (LV),0,0,0,0,0,0,2,2,32,16,0,0,1,5.2,5.2,0.1%,2021,7
44,JaMycal Hasty (SF),3,1,0.3,2,0,0,3,6,15,5,0,0,1,4.6,4.6,8.7%,2021,7
45,Ronald Jones II (KC),10,63,6.3,19,0,0,0,0,0,0,0,1,1,4.3,4.3,86.4%,2021,7
46,Alec Ingold (MIA),1,1,1,1,0,0,1,1,29,29,0,0,1,4,4,0.1%,2021,7
47,Darrynton Evans (CHI),2,7,3.5,5,0,0,2,2,11,5.5,0,0,1,3.8,3.8,8.7%,2021,7
48,Jerick McKinnon (FA),0,0,0,0,0,0,2,4,17,8.5,0,0,1,3.7,3.7,28.6%,2021,7
49,Miles Sanders (PHI),6,30,5,9,0,0,1,1,-3,-3,0,0,1,3.7,3.7,91.9%,2021,7
50,Royce Freeman (HOU),3,18,6,7,0,0,1,2,1,1,0,0,1,2.9,2.9,0.7%,2021,7
51,Ke'Shawn Vaughn (TB),5,27,5.4,15,0,0,0,0,0,0,0,0,1,2.7,2.7,7.8%,2021,7
52,Giovani Bernard (TB),0,0,0,0,0,0,2,3,5,2.5,0,0,1,2.5,2.5,0.9%,2021,7
53,Elijhaa Penny (NYG),9,24,2.7,9,0,0,0,0,0,0,0,0,1,2.4,2.4,0.0%,2021,7
54,Nyheim Hines (IND),8,14,1.8,8,0,0,1,3,-2,-2,0,0,1,2.2,2.2,51.7%,2021,7
55,Jeremy McNichols (FA),0,0,0,0,0,0,1,1,10,10,0,0,1,2,2,3.6%,2021,7
56,Malcolm Brown (MIA),3,10,3.3,4,0,0,1,1,-1,-1,0,0,1,1.9,1.9,0.1%,2021,7
57,Damien Williams (ATL),3,5,1.7,4,0,0,1,1,3,3,0,0,1,1.8,1.8,1.9%,2021,7
58,Derrick Gore (KC),0,0,0,0,0,0,1,1,7,7,0,0,1,1.7,1.7,0.9%,2021,7
59,Keith Smith (ATL),0,0,0,0,0,0,1,1,6,6,0,0,1,1.6,1.6,0.1%,2021,7
60,Le'Veon Bell (FA),5,5,1,7,0,0,1,2,-1,-1,0,0,1,1.4,1.4,0.3%,2021,7
61,Ryan Nall (DAL),0,0,0,0,0,0,1,1,4,4,0,0,1,1.4,1.4,0.1%,2021,7
62,Devine Ozigbo (FA),1,-3,-3,0,0,0,1,1,7,7,0,0,1,1.4,1.4,0.1%,2021,7
63,Travis Homer (SEA),1,14,14,14,0,0,0,0,0,0,0,0,1,1.4,1.4,0.2%,2021,7
64,John Kelly (CLE),2,13,6.5,11,0,0,0,0,0,0,0,0,1,1.3,1.3,0.1%,2021,7
65,Mike Davis (BAL),4,10,2.5,3,0,0,0,0,0,0,0,0,1,1,1,1.9%,2021,7
66,Rashaad Penny (SEA),6,9,1.5,5,0,0,0,0,0,0,0,0,1,0.9,0.9,88.3%,2021,7
67,Phillip Lindsay (MIA),2,8,4,4,0,0,0,0,0,0,0,0,1,0.8,0.8,0.7%,2021,7
68,Eno Benjamin (ARI),2,7,3.5,8,0,0,0,0,0,0,0,0,1,0.7,0.7,2.3%,2021,7
69,Jonathan Ward (ARI),1,7,7,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.3%,2021,7
70,Sony Michel (MIA),2,4,2,4,0,0,0,0,0,0,0,0,1,0.4,0.4,31.3%,2021,7
71,Marlon Mack (HOU),3,4,1.3,3,0,0,0,0,0,0,0,0,1,0.4,0.4,29.5%,2021,7
72,Ty Montgomery (NE),1,4,4,4,0,0,0,1,0,0,0,0,1,0.4,0.4,0.1%,2021,7
73,Wayne Gallman Jr. (FA),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%,2021,7
74,Kylin Hill (GB),3,2,0.7,3,0,0,0,1,0,0,0,0,1,0.2,0.2,0.3%,2021,7
