Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Leonard Fournette (TB),17,100,5.9,28,0,3,7,8,31,4.4,1,0,1,44.1,44.1,99.7%,2021,12
2,Joe Mixon (CIN),28,165,5.9,32,0,2,4,4,-2,-0.5,0,0,1,32.3,32.3,99.8%,2021,12
3,Elijah Mitchell (SF),27,133,4.9,15,0,1,5,6,35,7,0,0,1,27.8,27.8,93.6%,2021,12
4,Cordarrelle Patterson (ATL),16,108,6.8,27,0,2,2,3,27,13.5,0,0,1,27.5,27.5,93.2%,2021,12
5,Antonio Gibson (WAS),29,111,3.8,17,0,0,7,7,35,5,0,0,1,23.6,23.6,98.3%,2021,12
6,J.D. McKissic (WAS),7,30,4.3,10,0,1,5,5,26,5.2,1,0,1,22.6,22.6,65.5%,2021,12
7,Austin Ekeler (LAC),12,31,2.6,6,0,0,6,8,68,11.3,1,0,1,21.9,21.9,99.9%,2021,12
8,Javonte Williams (DEN),14,54,3.9,12,0,1,3,4,57,19,0,0,1,20.1,20.1,99.4%,2021,12
9,AJ Dillon (GB),20,69,3.5,8,0,0,5,5,21,4.2,1,0,1,20,20,89.0%,2021,12
10,Jonathan Taylor (IND),16,83,5.2,15,0,1,4,5,14,3.5,0,0,1,19.7,19.7,99.9%,2021,12
11,Myles Gaskin (MIA),16,49,3.1,8,0,2,2,2,3,1.5,0,0,1,19.2,19.2,23.6%,2021,12
12,Josh Jacobs (LV),22,87,4,21,0,1,2,4,25,12.5,0,0,1,19.2,19.2,98.3%,2021,12
13,Dontrell Hilliard (TEN),12,131,10.9,68,0,1,1,2,2,2,0,1,1,18.3,18.3,7.6%,2021,12
14,Darrell Henderson Jr. (LAR),16,55,3.4,7,0,0,4,4,18,4.5,1,0,1,17.3,17.3,59.8%,2021,12
15,Ezekiel Elliott (DAL),9,25,2.8,8,0,1,6,8,24,4,0,0,1,16.9,16.9,96.8%,2021,12
16,Tony Pollard (DAL),10,36,3.6,12,0,0,4,4,32,8,0,0,1,16.8,16.8,90.4%,2021,12
17,Dalvin Cook (MIN),10,39,3.9,30,0,0,6,7,64,10.7,0,1,1,14.3,14.3,99.9%,2021,12
18,Matt Breida (NYG),9,26,2.9,9,0,0,2,2,29,14.5,1,0,1,13.5,13.5,1.2%,2021,12
19,Jamaal Williams (DET),15,65,4.3,19,0,0,5,5,18,3.6,0,0,1,13.3,13.3,47.8%,2021,12
20,Boston Scott (PHI),15,64,4.3,12,0,1,2,3,8,4,0,1,1,13.2,13.2,2.9%,2021,12
21,James Robinson (JAC),17,86,5.1,12,0,0,3,4,29,9.7,0,1,1,12.5,12.5,81.2%,2021,12
22,Damien Harris (NE),11,40,3.6,14,0,1,1,1,12,12,0,0,1,12.2,12.2,91.9%,2021,12
23,Alexander Mattison (MIN),7,21,3,7,0,1,2,3,7,3.5,0,0,1,10.8,10.8,72.5%,2021,12
24,David Montgomery (CHI),17,46,2.7,12,0,0,3,3,28,9.3,0,0,1,10.4,10.4,98.6%,2021,12
25,D'Onta Foreman (CAR),19,109,5.7,30,0,0,1,1,3,3,0,1,1,10.2,10.2,42.9%,2021,12
26,Austin Walter (FA),9,38,4.2,13,0,1,0,1,0,0,0,0,1,9.8,9.8,0.2%,2021,12
27,Melvin Gordon III (DEN),17,83,4.9,16,0,0,1,2,5,5,0,0,1,9.8,9.8,85.3%,2021,12
28,Ronald Jones II (KC),7,37,5.3,11,0,1,0,0,0,0,0,0,1,9.7,9.7,86.4%,2021,12
29,Ty Montgomery (NE),6,14,2.3,8,0,0,5,7,31,6.2,0,0,1,9.5,9.5,0.1%,2021,12
30,Brandon Bolden (LV),0,0,0,0,0,0,4,4,54,13.5,0,0,1,9.4,9.4,0.8%,2021,12
31,Saquon Barkley (NYG),13,40,3.1,32,0,0,4,5,13,3.3,0,0,1,9.3,9.3,98.7%,2021,12
32,Tevin Coleman (NYJ),16,67,4.2,19,0,0,2,3,3,1.5,0,0,1,9,9,1.0%,2021,12
33,Rex Burkhead (HOU),12,27,2.3,10,0,0,3,3,27,9,0,0,1,8.4,8.4,11.8%,2021,12
34,DeeJay Dallas (SEA),3,4,1.3,3,0,0,5,5,27,5.4,0,0,1,8.1,8.1,0.6%,2021,12
35,David Johnson (FA),10,39,3.9,7,0,0,2,3,16,8,0,0,1,7.5,7.5,0.8%,2021,12
36,Miles Sanders (PHI),9,64,7.1,27,0,0,1,1,0,0,0,0,1,7.4,7.4,91.9%,2021,12
37,Mike Davis (BAL),5,16,3.2,6,0,0,3,4,25,8.3,0,0,1,7.1,7.1,1.9%,2021,12
38,Devonta Freeman (FA),16,52,3.3,8,0,0,1,1,8,8,0,0,1,7,7,0.8%,2021,12
39,Najee Harris (PIT),8,23,2.9,5,0,0,3,5,14,4.7,0,0,1,6.7,6.7,99.8%,2021,12
