Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Derrick Henry (TEN),26,215,8.3,47,0,2,2,2,7,3.5,0,0,1,36.2,36.2,99.8%,2020,14
2,Jonathan Taylor (IND),20,150,7.5,62,0,2,2,2,15,7.5,0,0,1,30.5,30.5,99.9%,2020,14
3,Miles Sanders (PHI),14,115,8.2,82,0,2,4,5,21,5.3,0,0,1,29.6,29.6,91.9%,2020,14
4,Kareem Hunt (CLE),6,33,5.5,10,0,1,6,7,77,12.8,1,0,1,29,29,91.2%,2020,14
5,Mike Davis (BAL),11,51,4.6,10,0,2,5,6,42,8.4,0,0,1,26.3,26.3,1.9%,2020,14
6,David Montgomery (CHI),11,113,10.3,80,0,1,3,4,42,14,0,0,1,24.5,24.5,98.6%,2020,14
7,Nick Chubb (CLE),17,82,4.8,14,0,2,2,2,21,10.5,0,0,1,24.3,24.3,99.4%,2020,14
8,Austin Ekeler (LAC),15,79,5.3,13,0,0,9,9,67,7.4,0,0,1,23.6,23.6,99.9%,2020,14
9,Alvin Kamara (NO),11,50,4.5,16,0,1,7,10,44,6.3,0,0,1,22.4,22.4,99.8%,2020,14
10,Cam Akers (LAR),29,171,5.9,35,0,0,2,3,23,11.5,0,0,1,21.4,21.4,98.0%,2020,14
11,Dalvin Cook (MIN),22,102,4.6,14,0,1,2,4,8,4,0,0,1,19,19,99.9%,2020,14
12,Chris Carson (SEA),12,76,6.3,28,0,1,3,5,22,7.3,0,0,1,18.8,18.8,71.3%,2020,14
13,Gus Edwards (BAL),7,49,7,19,0,2,1,1,4,4,0,0,1,18.3,18.3,38.9%,2020,14
14,Kenyan Drake (LV),23,80,3.5,36,0,1,1,1,10,10,0,0,1,16,16,24.7%,2020,14
15,Ronald Jones II (KC),18,80,4.4,16,0,1,1,2,4,4,0,0,1,15.4,15.4,86.4%,2020,14
16,D'Andre Swift (DET),7,24,3.4,5,0,1,4,5,26,6.5,0,0,1,15,15,99.5%,2020,14
17,Clyde Edwards-Helaire (KC),16,32,2,12,0,0,5,6,59,11.8,0,0,1,14.1,14.1,92.3%,2020,14
18,J.K. Dobbins (BAL),13,53,4.1,13,0,1,0,0,0,0,0,0,1,13.3,13.3,95.5%,2020,14
19,Tony Pollard (DAL),11,39,3.5,17,0,0,2,2,9,4.5,1,0,1,12.8,12.8,90.4%,2020,14
20,James Robinson (JAC),12,67,5.6,47,0,0,4,4,16,4,0,0,1,12.3,12.3,81.2%,2020,14
21,Melvin Gordon III (DEN),13,68,5.2,15,0,0,3,3,23,7.7,0,0,1,12.1,12.1,85.3%,2020,14
22,Nyheim Hines (IND),7,58,8.3,31,0,0,4,4,17,4.3,0,0,1,11.5,11.5,51.7%,2020,14
23,J.D. McKissic (WAS),11,68,6.2,17,0,0,2,4,18,9,0,0,1,10.6,10.6,65.5%,2020,14
24,Josh Jacobs (LV),13,49,3.8,18,0,0,3,5,25,8.3,0,0,1,10.4,10.4,98.3%,2020,14
25,Wayne Gallman Jr. (FA),12,57,4.8,16,0,0,3,4,16,5.3,0,0,1,10.3,10.3,0.1%,2020,14
26,Kyle Juszczyk (SF),1,3,3,3,0,0,2,3,15,7.5,1,0,1,9.8,9.8,0.9%,2020,14
27,Aaron Jones (GB),15,69,4.6,11,0,0,2,3,6,3,0,0,1,9.5,9.5,99.5%,2020,14
28,Jeff Wilson Jr. (SF),11,31,2.8,11,0,1,1,3,13,13,0,1,1,9.4,9.4,1.7%,2020,14
29,Chase Edmonds (MIA),7,32,4.6,11,0,0,4,5,21,5.3,0,0,1,9.3,9.3,90.2%,2020,14
30,Raheem Mostert (MIA),14,65,4.6,14,0,0,2,4,5,2.5,0,0,1,9,9,83.4%,2020,14
31,Kerryon Johnson (FA),2,3,1.5,2,0,1,1,1,10,10,0,0,1,8.3,8.3,0.1%,2020,14
32,Jalen Richard (FA),2,10,5,6,0,0,4,5,31,7.8,0,0,1,8.1,8.1,1.0%,2020,14
33,Ezekiel Elliott (DAL),12,48,4,26,0,0,2,3,11,5.5,0,0,1,7.9,7.9,96.8%,2020,14
34,Duke Johnson Jr. (BUF),8,26,3.3,10,0,0,2,2,53,26.5,0,1,1,7.9,7.9,4.4%,2020,14
35,Trayveon Williams (CIN),12,49,4.1,9,0,0,3,3,14,4.7,0,1,1,7.3,7.3,0.1%,2020,14
36,DeAndre Washington (FA),13,35,2.7,7,0,0,2,4,17,8.5,0,0,1,7.2,7.2,11.0%,2020,14
37,Devine Ozigbo (FA),0,0,0,0,0,0,4,4,30,7.5,0,0,1,7,7,0.1%,2020,14
38,Carlos Hyde (FA),15,66,4.4,18,0,0,0,0,0,0,0,0,1,6.6,6.6,0.2%,2020,14
39,Jaylen Samuels (ARI),4,15,3.8,6,0,0,3,4,18,6,0,0,1,6.3,6.3,0.1%,2020,14
40,Samaje Perine (CIN),10,32,3.2,11,0,0,2,2,9,4.5,0,0,1,6.1,6.1,5.4%,2020,14
41,Damien Harris (NE),11,50,4.5,12,0,0,1,2,0,0,0,0,1,6,6,91.9%,2020,14
42,Peyton Barber (FA),12,37,3.1,9,0,0,2,3,1,0.5,0,0,1,5.8,5.8,0.6%,2020,14
43,Buddy Howell (LAR),11,42,3.8,9,0,0,1,2,3,3,0,0,1,5.5,5.5,0.0%,2020,14
44,Ito Smith (FA),11,42,3.8,8,0,0,1,1,3,3,0,0,1,5.5,5.5,0.0%,2020,14
45,Le'Veon Bell (FA),2,21,10.5,13,0,0,2,3,14,7,0,0,1,5.5,5.5,0.3%,2020,14
46,Dion Lewis (FA),2,14,7,13,0,1,0,0,0,0,0,1,1,5.4,5.4,2.0%,2020,14
47,C.J. Ham (MIN),1,0,0,0,0,0,3,3,22,7.3,0,0,1,5.2,5.2,0.2%,2020,14
48,Phillip Lindsay (MIA),11,24,2.2,9,0,0,2,2,7,3.5,0,0,1,5.1,5.1,0.7%,2020,14
49,Todd Gurley II (FA),6,19,3.2,8,0,0,2,3,12,6,0,0,1,5.1,5.1,0.2%,2020,14
50,Josh Adams (FA),6,27,4.5,12,0,0,2,2,3,1.5,0,0,1,5,5,0.1%,2020,14
51,Justin Jackson (FA),3,9,3,5,0,0,3,3,10,3.3,0,0,1,4.9,4.9,0.8%,2020,14
52,Devontae Booker (FA),4,8,2,6,0,0,3,3,11,3.7,0,0,1,4.9,4.9,0.5%,2020,14
53,LeSean McCoy (FA),4,32,8,14,0,0,1,1,3,3,0,0,1,4.5,4.5,2.0%,2020,14
54,Devin Singletary (BUF),7,32,4.6,14,0,0,1,1,2,2,0,0,1,4.4,4.4,92.8%,2020,14
55,Rodney Smith (FA),2,10,5,6,0,0,2,2,14,7,0,0,1,4.4,4.4,0.0%,2020,14
56,Zack Moss (BUF),13,43,3.3,13,0,0,0,1,0,0,0,0,1,4.3,4.3,4.8%,2020,14
57,Ameer Abdullah (LV),3,11,3.7,4,0,0,2,2,10,5,0,0,1,4.1,4.1,0.8%,2020,14
58,Adrian Peterson (FA),4,7,1.8,3,0,0,1,1,23,23,0,0,1,4,4,2.1%,2020,14
59,Jamaal Williams (DET),10,38,3.8,9,0,0,0,0,0,0,0,0,1,3.8,3.8,47.8%,2020,14
60,Patrick Laird (MIA),4,19,4.8,9,0,0,1,1,4,4,0,0,1,3.3,3.3,0.0%,2020,14
61,Giovani Bernard (TB),3,8,2.7,4,0,0,3,3,15,5,0,1,1,3.3,3.3,0.9%,2020,14
62,Kalen Ballage (PIT),7,14,2,5,0,0,1,2,6,6,0,0,1,3,3,0.0%,2020,14
63,James White (NE),3,16,5.3,9,0,0,1,2,2,2,0,0,1,2.8,2.8,5.2%,2020,14
64,Boston Scott (PHI),3,6,2,3,0,0,1,1,11,11,0,0,1,2.7,2.7,2.9%,2020,14
