Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Aaron Jones (GB),18,168,9.3,75,0,2,4,8,68,17,1,0,1,45.6,45.6,99.5%,2020,2
6,Aaron Jones (GB),20,145,7.3,46,0,1,3,4,13,4.3,0,0,1,24.8,24.8,99.5%,2020,15
3,Aaron Jones (GB),15,130,8.7,77,0,1,3,3,18,6,0,0,1,23.8,23.8,99.5%,2020,13
7,Aaron Jones (GB),15,71,4.7,23,0,0,5,5,40,8,1,0,1,22.1,22.1,99.5%,2020,4
13,Aaron Jones (GB),11,42,3.8,10,0,1,4,5,43,10.8,0,0,1,18.5,18.5,99.5%,2020,17
12,Aaron Jones (GB),16,66,4.1,15,0,1,4,6,10,2.5,0,0,1,17.6,17.6,99.5%,2020,1
9,Aaron Jones (GB),10,41,4.1,15,0,1,4,4,30,7.5,0,0,1,17.1,17.1,99.5%,2020,11
15,Aaron Jones (GB),16,69,4.3,19,0,1,2,4,17,8.5,0,0,1,16.6,16.6,99.5%,2020,3
17,Aaron Jones (GB),13,46,3.5,20,0,0,5,6,49,9.8,0,0,1,14.5,14.5,99.5%,2020,10
15,Aaron Jones (GB),10,15,1.5,7,0,1,3,5,26,8.7,0,0,1,13.1,13.1,99.5%,2020,6
14,Aaron Jones (GB),15,58,3.9,11,0,0,5,5,21,4.2,0,0,1,12.9,12.9,99.5%,2020,9
23,Aaron Jones (GB),10,94,9.4,59,0,0,2,3,14,7,0,0,1,12.8,12.8,99.5%,2020,16
26,Aaron Jones (GB),17,90,5.3,16,0,0,1,2,0,0,0,0,1,10,10,99.5%,2020,12
27,Aaron Jones (GB),15,69,4.6,11,0,0,2,3,6,3,0,0,1,9.5,9.5,99.5%,2020,14
106,Adrian Killins Jr. (FA),1,-12,-12,0,0,0,1,1,2,2,0,0,1,0,0,0.0%,2020,4
9,Adrian Peterson (FA),16,57,3.6,15,0,2,0,1,0,0,0,0,1,17.7,17.7,2.1%,2020,13
10,Adrian Peterson (FA),15,55,3.7,19,0,2,0,0,0,0,0,0,1,17.5,17.5,2.1%,2020,12
18,Adrian Peterson (FA),14,93,6.6,21,0,0,3,3,21,7,0,0,1,14.4,14.4,2.1%,2020,1
16,Adrian Peterson (FA),15,40,2.7,8,0,1,1,1,18,18,0,0,1,12.8,12.8,2.1%,2020,6
26,Adrian Peterson (FA),7,63,9,38,0,1,0,0,0,0,0,0,1,12.3,12.3,2.1%,2020,17
34,Adrian Peterson (FA),11,36,3.3,10,0,1,0,2,0,0,0,0,1,9.6,9.6,2.1%,2020,4
29,Adrian Peterson (FA),22,75,3.4,27,0,0,1,1,10,10,0,0,1,9.5,9.5,2.1%,2020,3
36,Adrian Peterson (FA),8,29,3.6,8,0,0,3,5,14,4.7,0,0,1,7.3,7.3,2.1%,2020,9
61,Adrian Peterson (FA),7,41,5.9,25,0,0,0,0,0,0,0,0,1,4.1,4.1,2.1%,2020,2
45,Adrian Peterson (FA),11,29,2.6,7,0,0,1,1,1,1,0,0,1,4,4,2.1%,2020,7
46,Adrian Peterson (FA),4,21,5.3,13,0,0,1,1,9,9,0,0,1,4,4,2.1%,2020,10
58,Adrian Peterson (FA),4,7,1.8,3,0,0,1,1,23,23,0,0,1,4,4,2.1%,2020,14
67,Adrian Peterson (FA),6,23,3.8,8,0,0,0,0,0,0,0,0,1,2.3,2.3,2.1%,2020,15
60,Adrian Peterson (FA),5,7,1.4,7,0,0,1,1,5,5,0,0,1,2.2,2.2,2.1%,2020,8
61,Adrian Peterson (FA),7,18,2.6,4,0,0,0,1,0,0,0,0,1,1.8,1.8,2.1%,2020,11
77,Adrian Peterson (FA),4,10,2.5,9,0,0,0,0,0,0,0,0,1,1,1,2.1%,2020,16
6,AJ Dillon (GB),21,124,5.9,30,0,2,1,1,5,5,0,0,1,25.9,25.9,89.0%,2020,16
49,AJ Dillon (GB),5,21,4.2,8,0,0,1,1,16,16,0,0,1,4.7,4.7,89.0%,2020,8
53,AJ Dillon (GB),5,31,6.2,20,0,0,0,0,0,0,0,0,1,3.1,3.1,89.0%,2020,6
