Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Alvin Kamara (NO),22,155,7,40,0,6,3,5,17,5.7,0,0,1,56.2,56.2,99.8%,2020,16
2,Myles Gaskin (MIA),14,87,6.2,24,0,0,5,5,82,16.4,2,0,1,33.9,33.9,23.6%,2020,16
3,Samaje Perine (CIN),13,95,7.3,46,0,2,4,4,41,10.3,0,0,1,29.6,29.6,5.4%,2020,16
4,David Johnson (FA),12,128,10.7,48,0,1,3,3,11,3.7,1,0,1,28.9,28.9,0.8%,2020,16
5,Jeff Wilson Jr. (SF),22,183,8.3,34,0,0,1,2,21,21,1,0,1,27.4,27.4,1.7%,2020,16
6,AJ Dillon (GB),21,124,5.9,30,0,2,1,1,5,5,0,0,1,25.9,25.9,89.0%,2020,16
7,J.D. McKissic (WAS),4,15,3.8,9,0,0,8,10,77,9.6,1,0,1,23.2,23.2,65.5%,2020,16
8,Giovani Bernard (TB),16,65,4.1,11,0,0,7,8,66,9.4,0,0,1,20.1,20.1,0.9%,2020,16
9,David Montgomery (CHI),23,95,4.1,26,0,1,2,2,26,13,0,0,1,20.1,20.1,98.6%,2020,16
10,Jonathan Taylor (IND),18,74,4.1,18,0,2,0,1,0,0,0,0,1,19.4,19.4,99.9%,2020,16
11,Miles Sanders (PHI),15,57,3.8,7,0,1,4,6,27,6.8,0,0,1,18.4,18.4,91.9%,2020,16
12,Ezekiel Elliott (DAL),19,105,5.5,31,0,0,4,4,34,8.5,0,0,1,17.9,17.9,96.8%,2020,16
13,James Conner (ARI),5,21,4.2,12,0,1,5,5,45,9,0,0,1,17.6,17.6,98.7%,2020,16
14,Nick Chubb (CLE),11,28,2.5,16,0,1,5,5,38,7.6,0,0,1,17.6,17.6,99.4%,2020,16
15,Dalvin Cook (MIN),15,73,4.9,15,0,1,2,2,12,6,0,0,1,16.5,16.5,99.9%,2020,16
16,Austin Ekeler (LAC),10,45,4.5,23,0,0,3,3,23,7.7,1,0,1,15.8,15.8,99.9%,2020,16
17,Leonard Fournette (TB),9,34,3.8,8,0,1,3,3,32,10.7,0,0,1,15.6,15.6,99.7%,2020,16
18,Kyle Juszczyk (SF),1,3,3,3,0,0,2,3,10,5,2,0,1,15.3,15.3,0.9%,2020,16
19,Gus Edwards (BAL),15,85,5.7,32,0,0,2,2,37,18.5,0,0,1,14.2,14.2,38.9%,2020,16
20,Kareem Hunt (CLE),4,11,2.8,6,0,1,3,5,41,13.7,0,0,1,14.2,14.2,91.2%,2020,16
21,J.K. Dobbins (BAL),11,77,7,25,0,1,0,1,0,0,0,0,1,13.7,13.7,95.5%,2020,16
22,Kenyan Drake (LV),18,45,2.5,10,0,1,2,2,5,2.5,0,0,1,13,13,24.7%,2020,16
23,Aaron Jones (GB),10,94,9.4,59,0,0,2,3,14,7,0,0,1,12.8,12.8,99.5%,2020,16
24,Zack Moss (BUF),12,57,4.8,12,0,1,1,1,0,0,0,0,1,12.7,12.7,4.8%,2020,16
25,Latavius Murray (FA),12,72,6,21,0,0,3,3,24,8,0,0,1,12.6,12.6,0.8%,2020,16
26,Darrel Williams (KC),10,46,4.6,11,0,0,4,6,27,6.8,0,0,1,11.3,11.3,1.7%,2020,16
27,Chris Carson (SEA),16,69,4.3,15,0,0,3,3,10,3.3,0,0,1,10.9,10.9,71.3%,2020,16
28,Dare Ogunbowale (HOU),14,71,5.1,25,0,0,3,5,7,2.3,0,0,1,10.8,10.8,0.8%,2020,16
29,Nyheim Hines (IND),8,44,5.5,11,0,0,4,4,20,5,0,0,1,10.4,10.4,51.7%,2020,16
30,Antonio Gibson (WAS),10,61,6.1,22,0,0,3,4,8,2.7,0,0,1,9.9,9.9,98.3%,2020,16
31,Derrick Henry (TEN),23,98,4.3,10,0,0,0,0,0,0,0,0,1,9.8,9.8,99.8%,2020,16
32,Brian Hill (SF),7,36,5.1,17,0,0,3,3,25,8.3,0,0,1,9.1,9.1,0.0%,2020,16
33,D'Andre Swift (DET),10,45,4.5,14,0,0,4,5,25,6.3,0,1,1,9,9,99.5%,2020,16
34,Mike Davis (BAL),14,28,2,7,0,1,0,0,0,0,0,0,1,8.8,8.8,1.9%,2020,16
35,Artavis Pierce (FA),2,26,13,23,0,1,0,0,0,0,0,0,1,8.6,8.6,0.0%,2020,16
36,Todd Gurley II (FA),4,16,4,6,0,0,3,3,34,11.3,0,0,1,8,8,0.2%,2020,16
37,Ke'Shawn Vaughn (TB),15,62,4.1,14,0,0,1,2,7,7,0,0,1,7.9,7.9,7.8%,2020,16
38,Melvin Gordon III (DEN),16,79,4.9,17,0,0,0,0,0,0,0,0,1,7.9,7.9,85.3%,2020,16
39,Wayne Gallman Jr. (FA),6,27,4.5,9,0,0,2,2,26,13,0,0,1,7.3,7.3,0.1%,2020,16
40,Devin Singletary (BUF),10,36,3.6,11,0,0,2,2,16,8,0,0,1,7.2,7.2,92.8%,2020,16
41,Josh Jacobs (LV),13,69,5.3,15,0,0,0,2,0,0,0,0,1,6.9,6.9,98.3%,2020,16
42,Sony Michel (MIA),10,69,6.9,29,0,0,0,0,0,0,0,0,1,6.9,6.9,31.3%,2020,16
43,James White (NE),4,14,3.5,8,0,0,3,3,23,7.7,0,0,1,6.7,6.7,5.2%,2020,16
44,Mike Boone (DEN),1,4,4,4,0,1,0,0,0,0,0,0,1,6.4,6.4,1.2%,2020,16
45,Frank Gore (FA),14,48,3.4,7,0,0,1,1,5,5,0,0,1,6.3,6.3,12.2%,2020,16
46,Jerick McKinnon (FA),1,4,4,4,0,0,3,4,28,9.3,0,0,1,6.2,6.2,28.6%,2020,16
47,Darrell Henderson Jr. (LAR),12,62,5.2,23,0,0,0,0,0,0,0,0,1,6.2,6.2,59.8%,2020,16
48,Ito Smith (FA),10,46,4.6,14,0,0,1,1,5,5,0,0,1,6.1,6.1,0.0%,2020,16
49,Rodney Smith (FA),7,23,3.3,7,0,0,2,2,15,7.5,0,0,1,5.8,5.8,0.0%,2020,16
50,La'Mical Perine (NYJ),9,30,3.3,9,0,0,1,2,14,14,0,0,1,5.4,5.4,0.1%,2020,16
51,Le'Veon Bell (FA),7,30,4.3,11,0,0,1,3,9,9,0,0,1,4.9,4.9,0.3%,2020,16
52,Kalen Ballage (PIT),4,14,3.5,5,0,0,2,3,12,6,0,0,1,4.6,4.6,0.0%,2020,16
53,Malcolm Brown (MIA),7,27,3.9,12,0,0,1,3,8,8,0,0,1,4.5,4.5,0.1%,2020,16
54,Royce Freeman (HOU),2,16,8,10,0,0,2,2,7,3.5,0,0,1,4.3,4.3,0.7%,2020,16
55,Devontae Booker (FA),6,11,1.8,3,0,0,2,2,8,4,0,0,1,3.9,3.9,0.5%,2020,16
56,J.J. Taylor (NE),6,38,6.3,28,0,0,0,0,0,0,0,0,1,3.8,3.8,0.4%,2020,16
57,Kerryon Johnson (FA),0,0,0,0,0,0,2,2,17,8.5,0,0,1,3.7,3.7,0.1%,2020,16
58,Carlos Hyde (FA),2,8,4,6,0,0,1,1,18,18,0,0,1,3.6,3.6,0.2%,2020,16
59,Keith Smith (ATL),0,0,0,0,0,0,2,2,14,7,0,0,1,3.4,3.4,0.1%,2020,16
60,Jalen Richard (FA),2,19,9.5,18,0,0,1,1,4,4,0,0,1,3.3,3.3,1.0%,2020,16
61,Tony Pollard (DAL),9,12,1.3,7,0,0,1,2,8,8,0,0,1,3,3,90.4%,2020,16
62,Chase Edmonds (MIA),0,0,0,0,0,0,2,3,8,4,0,0,1,2.8,2.8,90.2%,2020,16
63,LeVante Bellamy (FA),3,11,3.7,8,0,0,1,1,5,5,0,0,1,2.6,2.6,0.0%,2020,16
64,Michael Burton (KC),2,10,5,7,0,0,1,1,4,4,0,0,1,2.4,2.4,0.1%,2020,16
65,Alfred Morris (FA),3,4,1.3,2,0,0,1,1,9,9,0,0,1,2.3,2.3,0.1%,2020,16
66,Craig Reynolds (DET),1,4,4,4,0,0,1,1,3,3,0,0,1,1.7,1.7,0.5%,2020,16
67,Boston Scott (PHI),2,17,8.5,12,0,0,0,0,0,0,0,0,1,1.7,1.7,2.9%,2020,16
68,Jeremy McNichols (FA),0,0,0,0,0,0,1,1,6,6,0,0,1,1.6,1.6,3.6%,2020,16
69,Dion Lewis (FA),1,15,15,15,0,0,0,0,0,0,0,0,1,1.5,1.5,2.0%,2020,16
70,LeSean McCoy (FA),0,0,0,0,0,0,1,1,5,5,0,0,1,1.5,1.5,2.0%,2020,16
