Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jonathan Taylor (IND),30,253,8.4,56,0,2,1,2,1,1,0,0,1,38.4,38.4,99.9%,2020,17
2,Derrick Henry (TEN),34,250,7.4,52,0,2,0,0,0,0,0,1,1,35,35,99.8%,2020,17
3,Darwin Thompson (SEA),14,45,3.2,10,0,1,7,7,65,9.3,1,0,1,30,30,0.1%,2020,17
4,Alexander Mattison (MIN),21,95,4.5,20,0,1,3,3,50,16.7,1,0,1,29.5,29.5,72.5%,2020,17
5,David Montgomery (CHI),22,69,3.1,8,0,1,9,9,63,7,0,0,1,28.2,28.2,98.6%,2020,17
6,J.K. Dobbins (BAL),13,160,12.3,72,0,2,0,0,0,0,0,0,1,28,28,95.5%,2020,17
7,Jeff Wilson Jr. (SF),20,76,3.8,18,0,1,3,7,12,4,1,0,1,23.8,23.8,1.7%,2020,17
8,Sony Michel (MIA),16,76,4.8,13,0,0,3,3,60,20,1,0,1,22.6,22.6,31.3%,2020,17
9,Antonio Williams (NYG),12,63,5.3,18,0,2,1,1,20,20,0,0,1,21.3,21.3,0.2%,2020,17
10,David Johnson (FA),14,84,6,26,0,1,3,5,36,12,0,0,1,21,21,0.8%,2020,17
11,Melvin Gordon III (DEN),26,93,3.6,15,0,1,4,6,17,4.3,0,0,1,21,21,85.3%,2020,17
12,Josh Jacobs (LV),15,89,5.9,28,0,2,0,1,0,0,0,0,1,20.9,20.9,98.3%,2020,17
13,Aaron Jones (GB),11,42,3.8,10,0,1,4,5,43,10.8,0,0,1,18.5,18.5,99.5%,2020,17
14,Myles Gaskin (MIA),7,20,2.9,7,0,1,4,5,57,14.3,0,0,1,17.7,17.7,23.6%,2020,17
15,Austin Ekeler (LAC),7,18,2.6,6,0,0,6,7,33,5.5,1,0,1,17.1,17.1,99.9%,2020,17
16,Nick Chubb (CLE),14,108,7.7,47,0,1,0,1,0,0,0,0,1,16.8,16.8,99.4%,2020,17
17,Brian Hill (SF),9,94,10.4,62,0,0,3,3,42,14,0,0,1,16.6,16.6,0.0%,2020,17
18,D'Andre Swift (DET),12,54,4.5,13,0,1,3,3,16,5.3,0,0,1,16,16,99.5%,2020,17
19,Ezekiel Elliott (DAL),14,42,3,13,0,1,3,4,19,6.3,0,0,1,15.1,15.1,96.8%,2020,17
20,Josh Adams (FA),11,47,4.3,10,0,1,2,4,12,6,0,0,1,13.9,13.9,0.1%,2020,17
21,Ronald Jones II (KC),12,78,6.5,16,0,1,0,0,0,0,0,0,1,13.8,13.8,86.4%,2020,17
22,Salvon Ahmed (MIA),6,29,4.8,16,0,1,3,3,19,6.3,0,0,1,13.8,13.8,0.3%,2020,17
23,Justin Jackson (FA),9,72,8,34,0,0,1,2,32,32,0,0,1,13.4,13.4,0.8%,2020,17
24,James White (NE),0,0,0,0,0,0,4,7,31,7.8,1,0,1,13.1,13.1,5.2%,2020,17
25,Nyheim Hines (IND),2,17,8.5,20,0,0,6,7,50,8.3,0,0,1,12.7,12.7,51.7%,2020,17
26,Adrian Peterson (FA),7,63,9,38,0,1,0,0,0,0,0,0,1,12.3,12.3,2.1%,2020,17
27,Ty Montgomery (NE),18,105,5.8,36,0,0,1,2,2,2,0,0,1,11.7,11.7,0.1%,2020,17
28,Rodney Smith (FA),10,40,4,8,0,1,1,1,4,4,0,0,1,11.4,11.4,0.0%,2020,17
29,James Conner (ARI),9,37,4.1,9,0,0,5,8,25,5,0,0,1,11.2,11.2,98.7%,2020,17
30,Dare Ogunbowale (HOU),14,50,3.6,11,0,0,4,7,22,5.5,0,0,1,11.2,11.2,0.8%,2020,17
31,Cam Akers (LAR),21,34,1.6,10,0,0,4,4,52,13,0,1,1,10.6,10.6,98.0%,2020,17
32,Chris Carson (SEA),11,44,4,9,0,0,2,2,39,19.5,0,0,1,10.3,10.3,71.3%,2020,17
33,Boston Scott (PHI),15,65,4.3,20,0,0,2,5,14,7,0,0,1,9.9,9.9,2.9%,2020,17
34,Ameer Abdullah (LV),0,0,0,0,0,0,3,3,7,2.3,1,0,1,9.7,9.7,0.8%,2020,17
35,Kalen Ballage (PIT),13,36,2.8,9,0,1,0,0,0,0,0,0,1,9.6,9.6,0.0%,2020,17
36,Antonio Gibson (WAS),19,75,3.9,13,0,0,1,1,6,6,0,0,1,9.1,9.1,98.3%,2020,17
37,Alex Collins (FA),5,29,5.8,8,0,1,0,0,0,0,0,0,1,8.9,8.9,9.6%,2020,17
38,Ty Johnson (NYJ),11,45,4.1,9,0,0,2,2,23,11.5,0,0,1,8.8,8.8,1.1%,2020,17
39,Trayveon Williams (CIN),4,74,18.5,55,0,0,1,1,3,3,0,0,1,8.7,8.7,0.1%,2020,17
40,Kenyan Drake (LV),10,36,3.6,12,0,0,3,3,15,5,0,0,1,8.1,8.1,24.7%,2020,17
41,Jonathan Ward (ARI),0,0,0,0,0,0,1,1,11,11,1,0,1,8.1,8.1,0.3%,2020,17
42,Theo Riddick (FA),0,0,0,0,0,0,4,5,40,10,0,0,1,8,8,0.0%,2020,17
43,J.D. McKissic (WAS),2,0,0,3,0,0,5,8,30,6,0,0,1,8,8,65.5%,2020,17
44,Gus Edwards (BAL),12,60,5,11,0,0,1,1,10,10,0,0,1,8,8,38.9%,2020,17
45,Wayne Gallman Jr. (FA),11,65,5.9,14,0,0,0,0,0,0,0,0,1,6.5,6.5,0.1%,2020,17
46,Tony Pollard (DAL),5,15,3,6,0,0,3,5,19,6.3,0,0,1,6.4,6.4,90.4%,2020,17
47,C.J. Ham (MIN),0,0,0,0,0,0,2,3,44,22,0,0,1,6.4,6.4,0.2%,2020,17
48,Samaje Perine (CIN),9,51,5.7,15,0,0,0,0,0,0,0,0,1,5.1,5.1,5.4%,2020,17
49,Kareem Hunt (CLE),10,37,3.7,12,0,0,1,1,4,4,0,0,1,5.1,5.1,91.2%,2020,17
50,Leonard Fournette (TB),5,13,2.6,6,0,0,2,2,14,7,0,0,1,4.7,4.7,99.7%,2020,17
51,Chase Edmonds (MIA),3,-3,-1,3,0,0,2,2,28,14,0,0,1,4.5,4.5,90.2%,2020,17
52,Todd Gurley II (FA),9,18,2,5,0,0,1,2,17,17,0,0,1,4.5,4.5,0.2%,2020,17
53,Mark Ingram II (NO),9,39,4.3,16,0,0,0,0,0,0,0,0,1,3.9,3.9,5.6%,2020,17
54,Royce Freeman (HOU),2,21,10.5,20,0,0,1,1,1,1,0,0,1,3.2,3.2,0.7%,2020,17
55,Zack Moss (BUF),3,8,2.7,4,0,0,1,1,13,13,0,0,1,3.1,3.1,4.8%,2020,17
56,Mike Boone (DEN),5,29,5.8,19,0,0,0,0,0,0,0,0,1,2.9,2.9,1.2%,2020,17
57,Malcolm Brown (MIA),3,20,6.7,12,0,0,1,1,-2,-2,0,0,1,2.8,2.8,0.1%,2020,17
58,Ito Smith (FA),3,9,3,5,0,0,1,4,7,7,0,0,1,2.6,2.6,0.0%,2020,17
59,Jamaal Williams (DET),5,26,5.2,14,0,0,0,0,0,0,0,0,1,2.6,2.6,47.8%,2020,17
60,Devin Singletary (BUF),3,7,2.3,5,0,0,1,1,6,6,0,0,1,2.3,2.3,92.8%,2020,17
61,Justice Hill (BAL),2,21,10.5,16,0,0,0,0,0,0,0,0,1,2.1,2.1,0.2%,2020,17
62,Rashaad Penny (SEA),6,19,3.2,7,0,0,0,0,0,0,0,0,1,1.9,1.9,88.3%,2020,17
63,Corey Clement (FA),1,1,1,1,0,0,1,1,7,7,0,0,1,1.8,1.8,1.0%,2020,17
64,Anthony McFarland Jr. (PIT),5,17,3.4,6,0,0,0,1,0,0,0,0,1,1.7,1.7,8.7%,2020,17
65,Jerick McKinnon (FA),0,0,0,0,0,0,1,1,6,6,0,0,1,1.6,1.6,28.6%,2020,17
66,Devontae Booker (FA),5,16,3.2,6,0,0,0,0,0,0,0,0,1,1.6,1.6,0.5%,2020,17
67,Jason Huntley (PHI),2,5,2.5,5,0,0,1,1,0,0,0,0,1,1.5,1.5,0.1%,2020,17
68,Gabe Nabers (LAC),0,0,0,0,0,0,1,1,5,5,0,0,1,1.5,1.5,0.1%,2020,17
69,Kyle Juszczyk (SF),1,0,0,0,0,0,1,2,4,4,0,0,1,1.4,1.4,0.9%,2020,17
70,Tony Jones Jr. (NO),3,13,4.3,6,0,0,0,0,0,0,0,0,1,1.3,1.3,0.8%,2020,17
71,Darrel Williams (KC),0,0,0,0,0,0,1,1,2,2,0,0,1,1.2,1.2,1.7%,2020,17
72,Alfred Morris (FA),5,12,2.4,5,0,0,0,1,0,0,0,0,1,1.2,1.2,0.1%,2020,17
73,Benny Snell Jr. (PIT),3,10,3.3,6,0,0,0,0,0,0,0,0,1,1,1,0.9%,2020,17
74,Peyton Barber (FA),4,10,2.5,3,0,0,0,0,0,0,0,0,1,1,1,0.6%,2020,17
75,Dion Lewis (FA),1,7,7,7,0,0,0,1,0,0,0,0,1,0.7,0.7,2.0%,2020,17
76,Giovani Bernard (TB),3,7,2.3,4,0,0,0,1,0,0,0,0,1,0.7,0.7,0.9%,2020,17
77,Anthony Sherman (FA),1,6,6,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,17
78,AJ Dillon (GB),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,89.0%,2020,17
85,Rico Dowdle (DAL),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2020,17
88,Nathan Cottrell (JAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,17
97,Joshua Kelley (LAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9%,2020,17
