Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Dalvin Cook (MIN),22,206,9.4,70,0,2,2,2,46,23,0,0,1,39.2,39.2,99.9%,2020,9
2,Christian McCaffrey (CAR),18,69,3.8,13,0,1,10,10,82,8.2,1,0,1,37.1,37.1,99.8%,2020,9
3,J.D. McKissic (WAS),3,17,5.7,10,0,0,9,14,65,7.2,0,0,1,17.2,17.2,65.5%,2020,9
4,Kalen Ballage (PIT),15,69,4.6,14,0,1,2,3,15,7.5,0,0,1,16.4,16.4,0.0%,2020,9
5,James Robinson (JAC),25,99,4,12,0,1,0,2,0,0,0,0,1,15.9,15.9,81.2%,2020,9
6,Alvin Kamara (NO),9,40,4.4,17,0,1,5,6,9,1.8,0,0,1,15.9,15.9,99.8%,2020,9
7,Jerick McKinnon (FA),12,52,4.3,11,0,1,3,4,16,5.3,0,0,1,15.8,15.8,28.6%,2020,9
8,Rex Burkhead (HOU),12,56,4.7,10,0,1,3,3,11,3.7,0,0,1,15.7,15.7,11.8%,2020,9
9,Duke Johnson Jr. (BUF),16,41,2.6,8,0,1,4,4,32,8,0,1,1,15.3,15.3,4.4%,2020,9
10,Wayne Gallman Jr. (FA),14,68,4.9,12,0,1,1,2,9,9,0,0,1,14.7,14.7,0.1%,2020,9
11,Josh Jacobs (LV),14,65,4.6,14,0,1,1,1,3,3,0,0,1,13.8,13.8,98.3%,2020,9
12,Todd Gurley II (FA),19,53,2.8,13,0,1,2,2,2,1,0,0,1,13.5,13.5,0.2%,2020,9
13,Ryan Nall (DAL),0,0,0,0,0,0,4,4,35,8.8,1,0,1,13.5,13.5,0.1%,2020,9
14,Aaron Jones (GB),15,58,3.9,11,0,0,5,5,21,4.2,0,0,1,12.9,12.9,99.5%,2020,9
15,Devontae Booker (FA),8,68,8.5,23,0,1,0,0,0,0,0,0,1,12.8,12.8,0.5%,2020,9
16,Zack Moss (BUF),9,18,2,7,0,1,2,2,30,15,0,0,1,12.8,12.8,4.8%,2020,9
17,D'Andre Swift (DET),13,64,4.9,17,0,0,3,5,33,11,0,0,1,12.7,12.7,99.5%,2020,9
18,Antonio Gibson (WAS),6,20,3.3,11,0,1,3,3,35,11.7,0,1,1,12.5,12.5,98.3%,2020,9
19,Clyde Edwards-Helaire (KC),5,14,2.8,7,0,0,3,5,20,6.7,1,0,1,12.4,12.4,92.3%,2020,9
20,DeeJay Dallas (SEA),7,31,4.4,10,0,1,2,2,8,4,0,0,1,11.9,11.9,0.6%,2020,9
21,Chase Edmonds (MIA),25,70,2.8,6,0,0,3,3,18,6,0,0,1,11.8,11.8,90.2%,2020,9
22,Tyler Ervin (FA),8,24,3,8,0,0,4,5,48,12,0,0,1,11.2,11.2,0.0%,2020,9
23,Travis Homer (SEA),6,16,2.7,11,0,0,3,3,64,21.3,0,0,1,11,11,0.2%,2020,9
24,Joshua Kelley (LAC),9,28,3.1,9,0,0,5,5,31,6.2,0,0,1,10.9,10.9,0.9%,2020,9
25,Leonard Fournette (TB),1,0,0,0,0,0,6,6,41,6.8,0,0,1,10.1,10.1,99.7%,2020,9
26,Kerryon Johnson (FA),4,29,7.3,14,0,0,3,3,36,12,0,0,1,9.5,9.5,0.1%,2020,9
27,Jonathan Taylor (IND),6,27,4.5,11,0,1,2,2,7,3.5,0,1,1,9.4,9.4,99.9%,2020,9
28,Gus Edwards (BAL),11,23,2.1,5,0,1,2,2,11,5.5,0,1,1,9.4,9.4,38.9%,2020,9
29,Ameer Abdullah (LV),0,0,0,0,0,0,1,1,22,22,1,0,1,9.2,9.2,0.8%,2020,9
30,Ezekiel Elliott (DAL),18,51,2.8,10,0,0,2,3,18,9,0,0,1,8.9,8.9,96.8%,2020,9
31,Mike Davis (BAL),1,3,3,3,0,0,5,6,34,6.8,0,0,1,8.7,8.7,1.9%,2020,9
32,Alfred Morris (FA),9,67,7.4,20,0,0,1,1,4,4,0,0,1,8.1,8.1,0.1%,2020,9
33,Frank Gore (FA),12,46,3.8,15,0,0,2,2,13,6.5,0,0,1,7.9,7.9,12.2%,2020,9
34,Jordan Howard (FA),10,19,1.9,8,0,1,0,0,0,0,0,0,1,7.9,7.9,8.7%,2020,9
35,Chris Thompson (FA),1,3,3,3,0,0,4,4,35,8.8,0,0,1,7.8,7.8,0.0%,2020,9
36,Adrian Peterson (FA),8,29,3.6,8,0,0,3,5,14,4.7,0,0,1,7.3,7.3,2.1%,2020,9
37,Damien Harris (NE),14,71,5.1,21,0,0,0,0,0,0,0,0,1,7.1,7.1,91.9%,2020,9
38,Alexander Mattison (MIN),12,69,5.8,18,0,0,0,0,0,0,0,0,1,6.9,6.9,72.5%,2020,9
39,Derrick Henry (TEN),21,68,3.2,26,0,0,0,0,0,0,0,0,1,6.8,6.8,99.8%,2020,9
40,Tony Pollard (DAL),9,57,6.3,20,0,0,1,2,1,1,0,0,1,6.8,6.8,90.4%,2020,9
41,Devin Singletary (BUF),2,1,0.5,2,0,0,3,3,33,11,0,0,1,6.4,6.4,92.8%,2020,9
42,James White (NE),2,0,0,4,0,0,4,5,24,6,0,0,1,6.4,6.4,5.2%,2020,9
43,Latavius Murray (FA),10,39,3.9,17,0,0,2,2,3,1.5,0,0,1,6.2,6.2,0.8%,2020,9
44,La'Mical Perine (NYJ),6,19,3.2,7,0,0,2,2,19,9.5,0,0,1,5.8,5.8,0.1%,2020,9
45,Jordan Wilkins (TEN),11,39,3.5,11,0,0,2,2,-1,-0.5,0,0,1,5.8,5.8,0.1%,2020,9
46,Nyheim Hines (IND),2,18,9,14,0,0,2,3,20,10,0,0,1,5.8,5.8,51.7%,2020,9
47,J.K. Dobbins (BAL),12,30,2.5,8,0,0,2,2,5,2.5,0,0,1,5.5,5.5,95.5%,2020,9
48,David Montgomery (CHI),14,30,2.1,5,0,0,3,3,12,4,0,1,1,5.2,5.2,98.6%,2020,9
49,Ronald Jones II (KC),3,9,3,7,0,0,3,4,9,3,0,0,1,4.8,4.8,86.4%,2020,9
50,Anthony McFarland Jr. (PIT),3,7,2.3,6,0,0,2,2,15,7.5,0,0,1,4.2,4.2,8.7%,2020,9
51,Dion Lewis (FA),3,5,1.7,5,0,0,2,2,16,8,0,0,1,4.1,4.1,2.0%,2020,9
52,James Conner (ARI),9,22,2.4,6,0,0,2,2,-2,-1,0,0,1,4,4,98.7%,2020,9
53,Salvon Ahmed (MIA),7,38,5.4,19,0,0,0,0,0,0,0,0,1,3.8,3.8,0.3%,2020,9
54,Melvin Gordon III (DEN),6,18,3,9,0,0,1,1,9,9,0,0,1,3.7,3.7,85.3%,2020,9
55,JaMycal Hasty (SF),4,3,0.8,4,0,0,2,2,10,5,0,0,1,3.3,3.3,8.7%,2020,9
56,Jalen Richard (FA),1,3,3,3,0,0,1,1,19,19,0,0,1,3.2,3.2,1.0%,2020,9
57,Patrick Laird (MIA),1,-1,-1,0,0,0,1,1,17,17,0,0,1,2.6,2.6,0.0%,2020,9
58,Jakob Johnson (LV),0,0,0,0,0,0,2,2,6,3,0,0,1,2.6,2.6,0.1%,2020,9
59,Brian Hill (SF),8,24,3,8,0,0,0,1,0,0,0,0,1,2.4,2.4,0.0%,2020,9
60,Phillip Lindsay (MIA),8,23,2.9,6,0,0,0,3,0,0,0,0,1,2.3,2.3,0.7%,2020,9
61,Michael Burton (KC),1,1,1,1,0,0,1,1,12,12,0,0,1,2.3,2.3,0.1%,2020,9
62,D.J. Foster (FA),1,2,2,2,0,0,1,1,7,7,0,0,1,1.9,1.9,0.0%,2020,9
63,Alec Ingold (MIA),0,0,0,0,0,0,1,1,6,6,0,0,1,1.6,1.6,0.1%,2020,9
64,David Johnson (FA),2,16,8,18,0,0,0,1,0,0,0,0,1,1.6,1.6,0.8%,2020,9
65,Kyle Juszczyk (SF),0,0,0,0,0,0,1,1,4,4,0,0,1,1.4,1.4,0.9%,2020,9
66,Le'Veon Bell (FA),4,8,2,4,0,0,1,1,-5,-5,0,0,1,1.3,1.3,0.3%,2020,9
67,Darrel Williams (KC),0,0,0,0,0,0,1,1,3,3,0,0,1,1.3,1.3,1.7%,2020,9
68,D'Onta Foreman (CAR),5,11,2.2,3,0,0,0,0,0,0,0,0,1,1.1,1.1,42.9%,2020,9
69,Jeremy McNichols (FA),2,10,5,5,0,0,0,0,0,0,0,0,1,1,1,3.6%,2020,9
70,Dwayne Washington (NO),5,9,1.8,5,0,0,0,0,0,0,0,0,1,0.9,0.9,0.1%,2020,9
71,Dexter Williams (FA),2,8,4,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,2020,9
72,Alex Collins (FA),2,5,2.5,8,0,0,0,0,0,0,0,0,1,0.5,0.5,9.6%,2020,9
73,Elijhaa Penny (NYG),1,2,2,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.0%,2020,9
74,Keith Smith (ATL),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%,2020,9
75,Benny Snell Jr. (PIT),3,1,0.3,3,0,0,0,0,0,0,0,0,1,0.1,0.1,0.9%,2020,9
86,Gabe Nabers (LAC),0,0,0,0,0,0,1,1,4,4,1,0,1,0,0,0.1%,2020,9
