Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Aaron Jones (GB),18,168,9.3,75,0,2,4,8,68,17,1,0,1,45.6,45.6,99.5%,2020,2
2,Alvin Kamara (NO),13,79,6.1,21,0,2,9,9,95,10.6,0,0,1,38.4,38.4,99.8%,2020,2
3,Leonard Fournette (TB),12,103,8.6,46,0,2,4,5,13,3.3,0,0,1,27.6,27.6,99.7%,2020,2
4,Nick Chubb (CLE),22,124,5.6,26,0,2,1,1,9,9,0,0,1,26.3,26.3,99.4%,2020,2
5,Christian McCaffrey (CAR),18,59,3.3,9,0,2,4,5,29,7.3,0,0,1,24.8,24.8,99.8%,2020,2
6,Kareem Hunt (CLE),10,86,8.6,33,0,1,2,2,15,7.5,1,0,1,24.1,24.1,91.2%,2020,2
7,Ezekiel Elliott (DAL),22,89,4,11,0,1,6,7,33,5.5,0,1,1,22.2,22.2,96.8%,2020,2
8,David Montgomery (CHI),16,82,5.1,23,0,0,3,3,45,15,1,0,1,21.7,21.7,98.6%,2020,2
9,James Robinson (JAC),16,102,6.4,39,0,1,3,4,18,6,0,0,1,21,21,81.2%,2020,2
10,Darrell Henderson Jr. (LAR),12,81,6.8,40,0,1,2,3,40,20,0,0,1,20.1,20.1,59.8%,2020,2
11,James Conner (ARI),16,106,6.6,59,0,1,2,2,15,7.5,0,0,1,20.1,20.1,98.7%,2020,2
12,Miles Sanders (PHI),20,95,4.8,15,0,1,3,7,36,12,0,1,1,20.1,20.1,91.9%,2020,2
13,Chris Carson (SEA),17,72,4.2,13,0,0,3,3,36,12,1,0,1,19.8,19.8,71.3%,2020,2
14,Jonathan Taylor (IND),26,101,3.9,13,0,1,2,2,9,4.5,0,0,1,19,19,99.9%,2020,2
15,Austin Ekeler (LAC),16,93,5.8,13,0,0,4,4,55,13.8,0,0,1,18.8,18.8,99.9%,2020,2
16,Raheem Mostert (MIA),8,92,11.5,80,0,1,2,2,15,7.5,0,0,1,18.7,18.7,83.4%,2020,2
