Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mike Davis (BAL),16,89,5.6,15,0,0,9,10,60,6.7,1,0,1,29.9,29.9,1.9%,2020,5
2,Todd Gurley II (FA),14,121,8.6,35,0,1,4,5,29,7.3,0,0,1,25,25,0.2%,2020,5
3,Miles Sanders (PHI),11,80,7.3,74,0,2,2,4,19,9.5,0,0,1,23.9,23.9,91.9%,2020,5
4,Ezekiel Elliott (DAL),19,91,4.8,12,0,2,1,2,14,14,0,0,1,23.5,23.5,96.8%,2020,5
5,Josh Jacobs (LV),23,77,3.3,7,0,2,2,3,8,4,0,0,1,22.5,22.5,98.3%,2020,5
6,Darrell Henderson Jr. (LAR),15,38,2.5,7,0,1,3,4,30,10,1,0,1,21.8,21.8,59.8%,2020,5
7,Chase Edmonds (MIA),3,36,12,29,0,1,5,6,56,11.2,0,0,1,20.2,20.2,90.2%,2020,5
8,Myles Gaskin (MIA),16,57,3.6,21,0,1,5,5,34,6.8,0,0,1,20.1,20.1,23.6%,2020,5
9,Alvin Kamara (NO),11,45,4.1,10,0,0,8,10,74,9.3,0,0,1,19.9,19.9,99.8%,2020,5
10,Chris Carson (SEA),8,52,6.5,29,0,1,6,7,27,4.5,0,0,1,19.9,19.9,71.3%,2020,5
11,Dalvin Cook (MIN),17,65,3.8,10,0,1,5,5,24,4.8,0,0,1,19.9,19.9,99.9%,2020,5
12,Derrick Henry (TEN),19,57,3,12,0,2,1,2,6,6,0,0,1,19.3,19.3,99.8%,2020,5
13,David Montgomery (CHI),10,29,2.9,7,0,1,7,8,30,4.3,0,0,1,18.9,18.9,98.6%,2020,5
14,Kareem Hunt (CLE),20,72,3.6,10,0,0,3,4,21,7,1,0,1,18.3,18.3,91.2%,2020,5
15,Devonta Freeman (FA),17,60,3.5,9,0,1,2,3,27,13.5,0,0,1,16.7,16.7,0.8%,2020,5
16,Alexander Mattison (MIN),20,112,5.6,25,0,0,3,3,24,8,0,0,1,16.6,16.6,72.5%,2020,5
