Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
17,A.J. Derby (FA),1,2,19,19,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,2018,2
43,A.J. Derby (FA),1,1,16,16,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,2018,3
41,A.J. Derby (FA),1,2,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2018,10
110,A.J. Derby (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
13,Adam Shaheen (MIA),2,2,5,2.5,3,0,1,0,0,0,0,1,8.5,8.5,0.0%,2018,13
21,Adam Shaheen (MIA),2,2,39,19.5,23,1,0,0,0,0,0,1,5.9,5.9,0.0%,2018,15
40,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0%,2018,11
50,Adam Shaheen (MIA),1,2,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,2018,16
84,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,14
85,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,17
42,Alan Cross (FA),1,2,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,2018,7
51,Alan Cross (FA),1,1,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,2018,13
77,Alan Cross (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
76,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
76,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,3
73,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,4
72,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,6
69,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,8
63,Alan Cross (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,9
69,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,10
66,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,11
73,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,12
71,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,14
75,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,15
75,Alex Ellis (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
73,Alex Ellis (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
81,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
6,Anthony Firkser (ATL),3,3,42,14,25,1,1,0,0,0,0,1,13.2,13.2,0.2%,2018,13
18,Anthony Firkser (ATL),4,4,52,13,20,1,0,0,0,0,0,1,9.2,9.2,0.2%,2018,12
