Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Blake Jarwin (FA),7,8,119,17,39,2,3,0,0,0,0,1,36.9,36.9,2.1%,2018,17
2,George Kittle (SF),9,14,149,16.6,43,3,1,0,0,0,0,1,29.9,29.9,98.5%,2018,17
3,Evan Engram (JAC),5,8,81,16.2,51,1,1,0,0,0,0,1,21.1,21.1,16.6%,2018,17
4,Ian Thomas (CAR),5,7,61,12.2,31,1,1,0,0,0,0,1,17.1,17.1,0.1%,2018,17
5,Eric Ebron (FA),4,6,60,15,22,1,1,0,0,0,0,1,16,16,0.1%,2018,17
6,Levine Toilolo (FA),4,4,43,10.8,16,0,1,0,0,0,0,1,14.3,14.3,0.0%,2018,17
7,Austin Hooper (TEN),5,6,67,13.4,20,1,0,0,0,0,0,1,11.7,11.7,12.8%,2018,17
8,Travis Kelce (KC),5,9,62,12.4,25,1,0,0,0,0,0,1,11.2,11.2,99.9%,2018,17
9,Mark Andrews (BAL),4,5,54,13.5,28,1,0,0,0,0,0,1,9.4,9.4,99.9%,2018,17
10,Luke Stocker (FA),1,2,22,22,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,2018,17
11,David Njoku (CLE),3,7,62,20.7,42,1,0,0,0,0,0,1,9.2,9.2,46.7%,2018,17
12,Matt LaCosse (FA),5,8,33,6.6,12,0,0,0,0,0,0,1,8.3,8.3,0.0%,2018,17
13,Trey Burton (FA),5,6,33,6.6,9,0,0,0,0,0,0,1,8.3,8.3,0.0%,2018,17
14,Vance McDonald (FA),3,6,39,13,22,1,0,0,0,0,0,1,6.9,6.9,0.0%,2018,17
15,Hayden Hurst (CIN),2,4,43,21.5,32,1,0,0,0,0,0,1,6.3,6.3,11.3%,2018,17
16,Cameron Brate (TB),2,4,39,19.5,21,1,0,0,0,0,0,1,5.9,5.9,6.1%,2018,17
17,Kyle Rudolph (TB),4,5,19,4.8,9,0,0,0,0,0,0,1,5.9,5.9,3.1%,2018,17
18,Jared Cook (FA),3,5,28,9.3,13,0,0,0,0,0,0,1,5.8,5.8,1.2%,2018,17
19,Dallas Goedert (PHI),3,3,27,9,25,1,0,0,0,0,0,1,5.7,5.7,94.2%,2018,17
20,James O'Shaughnessy (CHI),3,4,25,8.3,10,0,0,0,0,0,0,1,5.5,5.5,0.2%,2018,17
21,Darren Waller (LV),3,3,23,7.7,11,0,0,0,0,0,0,1,5.3,5.3,99.1%,2018,17
22,Jason Croom (FA),2,4,32,16,26,1,0,0,0,0,0,1,5.2,5.2,0.0%,2018,17
23,Jimmy Graham (FA),3,5,21,7,16,0,0,0,0,0,0,1,5.1,5.1,0.1%,2018,17
24,Benjamin Watson (FA),2,3,29,14.5,18,0,0,0,0,0,0,1,4.9,4.9,2.8%,2018,17
25,John Phillips (FA),2,2,29,14.5,24,1,0,0,0,0,0,1,4.9,4.9,0.0%,2018,17
26,MyCole Pruitt (FA),2,2,26,13,17,0,0,0,0,0,0,1,4.6,4.6,0.0%,2018,17
27,Tyler Higbee (LAR),1,1,36,36,36,1,0,0,0,0,0,1,4.6,4.6,40.0%,2018,17
28,Zach Ertz (ARI),3,4,15,5,7,0,0,0,0,0,0,1,4.5,4.5,92.4%,2018,17
29,Durham Smythe (MIA),3,4,14,4.7,5,0,0,0,0,0,0,1,4.4,4.4,0.1%,2018,17
30,Rob Gronkowski (FA),2,2,24,12,14,0,0,0,0,0,0,1,4.4,4.4,30.5%,2018,17
31,Nick Vannett (NO),2,3,17,8.5,11,0,0,0,0,0,0,1,3.7,3.7,0.0%,2018,17
