Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Travis Kelce (KC),7,10,109,15.6,31,2,2,0,0,0,0,1,29.9,29.9,99.9%,2018,2
2,Jesse James (FA),5,5,138,27.6,46,4,1,0,0,0,0,1,24.8,24.8,0.0%,2018,2
3,Zach Ertz (ARI),11,13,94,8.5,34,1,0,0,0,0,0,1,20.4,20.4,92.4%,2018,2
4,Evan Engram (JAC),7,7,67,9.6,18,0,1,0,0,0,0,1,19.7,19.7,16.6%,2018,2
5,O.J. Howard (BUF),3,4,96,32,75,2,1,0,0,0,0,1,18.6,18.6,1.9%,2018,2
6,Austin Hooper (TEN),5,5,59,11.8,30,1,1,0,0,0,0,1,16.9,16.9,12.8%,2018,2
7,Jimmy Graham (FA),6,8,95,15.8,34,2,0,0,0,0,0,1,15.5,15.5,0.1%,2018,2
8,Kyle Rudolph (TB),7,8,72,10.3,23,1,0,0,0,0,0,1,14.2,14.2,3.1%,2018,2
9,Will Dissly (SEA),3,5,42,14,34,1,1,0,0,0,0,1,13.2,13.2,0.2%,2018,2
10,Trey Burton (FA),4,4,20,5,9,0,1,1,2,0,0,1,12.2,12.2,0.0%,2018,2
11,Eric Ebron (FA),3,4,26,8.7,13,0,1,0,0,0,0,1,11.6,11.6,0.1%,2018,2
12,Austin Seferian-Jenkins (FA),3,4,23,7.7,11,0,1,0,0,0,0,1,11.3,11.3,0.0%,2018,2
13,Mark Andrews (BAL),3,4,17,5.7,11,0,1,0,0,0,0,1,10.7,10.7,99.9%,2018,2
14,Garrett Celek (FA),2,2,22,11,11,0,1,0,0,0,0,1,10.2,10.2,0.0%,2018,2
15,Joshua Perkins (FA),4,6,57,14.3,30,1,0,0,0,0,0,1,9.7,9.7,0.0%,2018,2
16,Jordan Reed (FA),6,8,55,9.2,19,0,0,0,0,0,1,1,9.5,9.5,19.0%,2018,2
17,A.J. Derby (FA),1,2,19,19,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,2018,2
18,Jared Cook (FA),4,4,49,12.3,20,2,0,0,0,0,0,1,8.9,8.9,1.2%,2018,2
19,Jake Butt (FA),4,5,48,12,22,1,0,0,0,0,0,1,8.8,8.8,0.1%,2018,2
20,Virgil Green (FA),3,3,55,18.3,25,2,0,0,0,0,0,1,8.5,8.5,0.0%,2018,2
21,Michael Roberts (FA),1,1,15,15,15,0,1,0,0,0,0,1,8.5,8.5,0.0%,2018,2
22,C.J. Uzomah (NYJ),3,4,45,15,29,1,0,0,0,0,0,1,7.5,7.5,3.3%,2018,2
23,Tyler Higbee (LAR),1,2,3,3,3,0,1,0,0,0,0,1,7.3,7.3,40.0%,2018,2
24,Maxx Williams (ARI),3,3,31,10.3,25,1,0,1,7,0,0,1,6.8,6.8,0.1%,2018,2
25,Jacob Hollister (LV),3,3,35,11.7,23,1,0,0,0,0,0,1,6.5,6.5,0.0%,2018,2
26,David Njoku (CLE),4,7,20,5,8,0,0,0,0,0,0,1,6,6,46.7%,2018,2
27,Ricky Seals-Jones (NYG),4,6,17,4.3,8,0,0,0,0,0,0,1,5.7,5.7,0.7%,2018,2
28,Vance McDonald (FA),3,5,26,8.7,13,0,0,0,0,0,0,1,5.6,5.6,0.0%,2018,2
29,Nick Vannett (NO),3,5,23,7.7,11,0,0,0,0,0,0,1,5.3,5.3,0.0%,2018,2
30,Chris Herndon IV (NO),2,4,30,15,17,0,0,0,0,0,0,1,5,5,0.0%,2018,2
31,Charles Clay (FA),2,3,29,14.5,21,1,0,0,0,0,0,1,4.9,4.9,0.0%,2018,2
32,Benjamin Watson (FA),3,5,19,6.3,8,0,0,0,0,0,0,1,4.9,4.9,2.8%,2018,2
33,Nick Boyle (BAL),2,4,26,13,17,0,0,0,0,0,0,1,4.6,4.6,0.1%,2018,2
34,Tyler Eifert (FA),2,4,23,11.5,16,0,0,0,0,0,0,1,4.3,4.3,0.0%,2018,2
35,George Kittle (SF),2,4,22,11,17,0,0,0,0,0,0,1,4.2,4.2,98.5%,2018,2
36,Jordan Akins (NYG),2,2,21,10.5,13,0,0,0,0,0,0,1,4.1,4.1,0.2%,2018,2
37,Jack Doyle (FA),2,5,20,10,12,0,0,0,0,0,0,1,4,4,1.1%,2018,2
38,David Morgan II (FA),2,2,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,0.0%,2018,2
39,Rob Gronkowski (FA),2,4,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,30.5%,2018,2
40,Darren Fells (FA),2,2,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,0.0%,2018,2
41,Luke Stocker (FA),2,2,15,7.5,11,0,0,0,0,0,0,1,3.5,3.5,0.0%,2018,2
42,Eric Tomlinson (DEN),1,2,24,24,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,2018,2
43,Niles Paul (FA),1,1,22,22,22,1,0,0,0,0,0,1,3.2,3.2,0.0%,2018,2
44,Tyler Kroft (SF),2,2,11,5.5,6,0,0,0,0,0,0,1,3.1,3.1,0.0%,2018,2
45,Jeff Heuerman (FA),2,3,10,5,6,0,0,0,0,0,0,1,3,3,0.0%,2018,2
46,Ian Thomas (CAR),2,3,10,5,8,0,0,0,0,0,0,1,3,3,0.1%,2018,2
47,Ryan Griffin (CHI),1,1,19,19,19,0,0,0,0,0,0,1,2.9,2.9,0.1%,2018,2
48,James O'Shaughnessy (CHI),1,1,17,17,17,0,0,0,0,0,0,1,2.7,2.7,0.2%,2018,2
49,Gerald Everett (LAC),1,1,17,17,17,0,0,0,0,0,0,1,2.7,2.7,19.5%,2018,2
50,Jason Croom (FA),2,4,7,3.5,6,0,0,0,0,0,0,1,2.7,2.7,0.0%,2018,2
51,Rhett Ellison (FA),2,2,5,2.5,3,0,0,0,0,0,0,1,2.5,2.5,0.0%,2018,2
52,Luke Willson (FA),1,1,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2018,2
53,Logan Paulsen (FA),1,1,10,10,10,0,0,0,0,0,0,1,2,2,0.0%,2018,2
54,Logan Thomas (WAS),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,24.5%,2018,2
55,Vernon Davis (FA),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,1.6%,2018,2
56,Derek Carrier (FA),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,2018,2
57,Josh Hill (FA),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,2018,2
58,Lance Kendricks (FA),1,1,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,2018,2
59,Durham Smythe (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
60,Tyler Conklin (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3%,2018,2
61,Dwayne Allen (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
62,Orson Charles (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
63,Lee Smith (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
64,Kelvin Benjamin (FA),2,3,19,9.5,16,0,1,0,0,0,0,1,0,0,0.1%,2018,2
65,Xavier Grimble (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
66,Demetrius Harris (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
67,Dion Sims (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
68,Levine Toilolo (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
69,Antonio Gates (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,2
70,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
71,Marcedes Lewis (GB),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
72,Jordan Thomas (FA),0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
73,Alex Ellis (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
74,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
75,Cole Wick (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
76,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
77,Mitchell Loewen (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
78,Kevin McDermott (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
79,Rico Gathers (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
80,Ben Braunecker (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
81,Jonnu Smith (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1%,2018,2
82,Tyler Ott (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
83,Taysom Hill (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3%,2018,2
84,Shane Smith (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
85,Dallas Goedert (PHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.2%,2018,2
86,Mike Gesicki (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.5%,2018,2
87,Jeremy Sprinkle (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
88,Eric Saubert (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
89,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
90,Robert Tonyan (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.6%,2018,2
91,Mason Schreck (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
92,Darrell Daniels (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
93,Blake Jarwin (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1%,2018,2
94,Johnny Mundt (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
95,Anthony Firkser (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,2
96,Sean Culkin (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
97,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
98,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
99,Cameron Brate (TB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1%,2018,2
100,Scott Simonson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
101,Ryan Hewitt (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
102,Kyle Nelson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
103,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,2
104,Matt LaCosse (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
105,Daniel Brown (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
106,Gabe Holmes (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
107,Chris Manhertz (JAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
108,Devin Funchess (DET),7,9,77,11,27,1,0,0,0,0,0,1,0,0,0.0%,2018,2
109,MyCole Pruitt (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
110,Jake Fisher (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
111,Neal Sterling (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
112,Geoff Swaim (TEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
