Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
1,Cooper Kupp (LAR),145,191,"1,947",13.4,59,0,16,4,18,0,0,17,439.5,25.9,99.9%,2021
2,Davante Adams (LV),123,169,"1,553",12.6,59,0,11,0,0,0,0,16,344.3,21.5,99.9%,2021
3,Deebo Samuel (SF),77,121,"1,405",18.2,83,0,6,59,365,8,2,16,339,21.2,99.8%,2021
4,Justin Jefferson (MIN),108,167,"1,616",15,56,0,10,6,14,0,1,17,330.4,19.4,99.9%,2021
5,Ja'Marr Chase (CIN),81,128,"1,455",18,82,0,13,7,21,0,1,17,304.6,17.9,99.9%,2021
6,Tyreek Hill (MIA),111,159,"1,239",11.2,75,0,9,9,96,0,1,17,296.5,17.4,99.9%,2021
7,Stefon Diggs (BUF),103,164,"1,225",11.9,61,0,10,0,0,0,0,17,285.5,16.8,99.9%,2021
8,Diontae Johnson (PIT),107,169,"1,161",10.9,50,0,8,5,53,0,2,16,274.4,17.2,98.1%,2021
9,Mike Evans (TB),74,114,"1,035",14,46,0,14,1,10,0,0,16,262.5,16.4,99.1%,2021
10,Hunter Renfrow (LV),103,128,"1,038",10.1,54,0,9,3,3,0,1,17,259.1,15.2,91.5%,2021
11,Keenan Allen (LAC),106,157,"1,138",10.7,42,0,6,0,0,0,0,16,257.8,16.1,99.4%,2021
12,Mike Williams (LAC),76,129,"1,146",15.1,72,0,9,0,0,0,0,16,246.6,15.4,94.9%,2021
13,Jaylen Waddle (MIA),104,140,"1,015",9.8,57,0,6,2,3,1,1,16,245.8,15.4,98.6%,2021
14,DK Metcalf (SEA),75,129,967,12.9,84,0,12,1,6,0,0,17,244.3,14.4,98.3%,2021
15,Chris Godwin (TB),98,127,"1,103",11.3,44,0,5,4,21,1,2,14,242.4,17.3,94.4%,2021
16,Tyler Lockett (SEA),73,107,"1,175",16.1,69,0,8,2,9,0,0,16,241.4,15.1,92.2%,2021
