Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,CeeDee Lamb (DAL),9,11,149,16.6,35,0,2,1,2,0,0,1,36.1,36.1,99.7%,2021,6
2,Cooper Kupp (LAR),9,12,130,14.4,30,0,2,0,0,0,0,1,34,34,99.9%,2021,6
3,Adam Thielen (MIN),11,13,126,11.5,35,0,1,1,2,0,0,1,29.8,29.8,90.9%,2021,6
4,Jaylen Waddle (MIA),10,13,70,7,14,0,2,0,0,0,0,1,29,29,98.6%,2021,6
5,Donovan Peoples-Jones (CLE),4,5,101,25.3,57,0,2,0,0,0,0,1,26.1,26.1,29.5%,2021,6
6,Antonio Brown (FA),9,13,93,10.3,27,0,1,0,0,0,0,1,24.3,24.3,4.8%,2021,6
7,Stefon Diggs (BUF),9,11,89,9.9,17,0,1,0,0,0,0,1,23.9,23.9,99.9%,2021,6
8,Courtland Sutton (DEN),8,14,94,11.8,18,0,1,0,0,0,0,1,23.4,23.4,92.4%,2021,6
9,Marvin Jones Jr. (JAC),7,10,100,14.3,28,0,1,0,0,0,0,1,23,23,30.1%,2021,6
10,Tyreek Hill (MIA),9,12,76,8.4,19,0,1,0,0,0,0,1,22.6,22.6,99.9%,2021,6
11,Cole Beasley (FA),7,9,88,12.6,29,0,1,0,0,0,0,1,21.8,21.8,1.5%,2021,6
12,DeAndre Hopkins (ARI),3,4,55,18.3,33,0,2,0,0,0,0,1,20.5,20.5,96.4%,2021,6
13,K.J. Osborn (MIN),6,7,78,13,27,0,1,0,0,0,0,1,19.8,19.8,13.4%,2021,6
14,A.J. Green (ARI),5,6,79,15.8,34,0,1,0,0,0,0,1,18.9,18.9,5.5%,2021,6
15,Henry Ruggs III (FA),3,4,97,32.3,48,0,1,0,0,0,0,1,18.7,18.7,10.9%,2021,6
16,Diontae Johnson (PIT),9,13,71,7.9,23,0,0,1,25,0,0,1,18.6,18.6,98.1%,2021,6
17,Christian Kirk (JAC),5,8,75,15,21,0,1,0,0,0,0,1,18.5,18.5,87.4%,2021,6
18,Brandin Cooks (HOU),9,13,89,9.9,20,0,0,0,0,0,0,1,17.9,17.9,94.7%,2021,6
19,Sterling Shepard (NYG),10,14,76,7.6,14,0,0,0,0,0,0,1,17.6,17.6,25.6%,2021,6
20,A.J. Brown (PHI),7,9,91,13,22,0,0,0,0,0,0,1,16.1,16.1,99.4%,2021,6
21,Darnell Mooney (CHI),5,8,45,9,15,0,1,0,0,0,0,1,15.5,15.5,93.0%,2021,6
22,Kendrick Bourne (NE),1,2,75,75,75,0,1,0,0,0,0,1,14.5,14.5,21.5%,2021,6
23,Emmanuel Sanders (BUF),5,8,91,18.2,31,0,0,0,0,0,0,1,14.1,14.1,1.9%,2021,6
24,Justin Jefferson (MIN),8,14,80,10,26,0,0,0,0,0,1,1,14,14,99.9%,2021,6
25,Ja'Marr Chase (CIN),4,6,97,24.3,53,0,0,0,0,0,0,1,13.7,13.7,99.9%,2021,6
26,Demarcus Robinson (LV),3,6,46,15.3,24,0,1,0,0,0,0,1,13.6,13.6,0.5%,2021,6
27,Tim Patrick (DEN),3,6,42,14,23,0,1,0,0,0,0,1,13.2,13.2,39.3%,2021,6
28,Davante Adams (LV),4,5,89,22.3,41,0,0,0,0,0,0,1,12.9,12.9,99.9%,2021,6
29,Odell Beckham Jr. (FA),5,8,79,15.8,25,0,0,0,0,0,0,1,12.9,12.9,45.0%,2021,6
30,Jamal Agnew (JAC),5,6,78,15.6,29,0,0,0,0,0,0,1,12.8,12.8,0.3%,2021,6
31,Parris Campbell (IND),1,1,51,51,51,0,1,0,0,0,0,1,12.1,12.1,1.5%,2021,6
32,T.Y. Hilton (FA),4,4,80,20,52,0,0,0,0,0,0,1,12,12,0.9%,2021,6
33,DK Metcalf (SEA),6,7,58,9.7,14,0,0,0,0,0,0,1,11.8,11.8,98.3%,2021,6
34,Allen Lazard (GB),3,5,27,9,13,0,1,0,0,0,0,1,11.7,11.7,81.5%,2021,6
35,Laviska Shenault Jr. (JAC),6,10,54,9,12,0,0,0,0,0,0,1,11.4,11.4,1.8%,2021,6
36,Jakobi Meyers (NE),5,6,44,8.8,14,0,0,0,0,0,0,1,11.4,11.4,80.6%,2021,6
37,Robert Woods (TEN),2,5,31,15.5,16,0,1,0,0,0,0,1,11.1,11.1,86.5%,2021,6
38,DJ Moore (CAR),5,13,73,14.6,25,0,0,1,6,0,1,1,10.9,10.9,97.6%,2021,6
39,Amari Cooper (CLE),5,8,55,11,17,0,0,0,0,0,0,1,10.5,10.5,95.6%,2021,6
40,Mack Hollins (LV),4,5,61,15.3,20,0,0,0,0,0,0,1,10.1,10.1,0.1%,2021,6
41,Robby Anderson (CAR),3,11,11,3.7,7,0,1,0,0,0,0,1,10.1,10.1,23.2%,2021,6
42,Keenan Allen (LAC),5,5,50,10,21,0,0,0,0,0,0,1,10,10,99.4%,2021,6
43,Dante Pettis (NYG),5,11,48,9.6,15,0,0,0,0,0,0,1,9.8,9.8,0.0%,2021,6
44,Kalif Raymond (DET),6,7,37,6.2,10,0,0,0,0,0,0,1,9.7,9.7,0.7%,2021,6
45,Amon-Ra St. Brown (DET),5,7,26,5.2,9,0,0,0,0,0,0,1,9.6,9.6,95.9%,2021,6
46,Quez Watkins (PHI),3,5,44,14.7,24,0,0,0,0,0,0,1,9.4,9.4,0.6%,2021,6
47,Allen Robinson II (LAR),4,7,53,13.3,20,0,0,0,0,0,0,1,9.3,9.3,90.6%,2021,6
48,Chris Godwin (TB),5,5,43,8.6,16,0,0,0,0,0,0,1,9.3,9.3,94.4%,2021,6
49,Julio Jones (FA),3,5,59,19.7,48,0,0,0,0,0,0,1,8.9,8.9,14.2%,2021,6
50,Mecole Hardman (KC),4,5,62,15.5,49,0,0,1,6,0,1,1,8.8,8.8,70.0%,2021,6
51,Kendall Hinton (DEN),5,5,37,7.4,12,0,0,0,0,0,0,1,8.7,8.7,0.1%,2021,6
52,Bryan Edwards (LV),2,4,67,33.5,51,0,0,0,0,0,0,1,8.7,8.7,1.1%,2021,6
53,Byron Pringle (CHI),3,3,55,18.3,27,0,0,0,0,0,0,1,8.5,8.5,3.6%,2021,6
54,Nico Collins (HOU),4,6,44,11,18,0,0,0,0,0,0,1,8.4,8.4,2.7%,2021,6
55,Cedrick Wilson Jr. (MIA),4,7,42,10.5,13,0,0,0,0,0,0,1,8.2,8.2,1.4%,2021,6
56,Auden Tate (ATL),1,1,7,7,7,0,1,0,0,0,0,1,7.7,7.7,0.4%,2021,6
57,Marquise Brown (ARI),4,5,35,8.8,20,0,0,0,0,0,0,1,7.5,7.5,95.4%,2021,6
58,Tee Higgins (CIN),3,6,44,14.7,23,0,0,0,0,0,0,1,7.4,7.4,98.4%,2021,6
59,Rashod Bateman (BAL),4,6,29,7.3,11,0,0,0,0,0,0,1,6.9,6.9,86.6%,2021,6
60,Terry McLaurin (WAS),4,8,28,7,12,0,0,0,0,0,0,1,6.8,6.8,97.4%,2021,6
61,Noah Brown (DAL),2,2,47,23.5,27,0,0,0,0,0,0,1,6.7,6.7,0.2%,2021,6
62,Kadarius Toney (NYG),3,3,36,12,17,0,0,0,0,0,0,1,6.6,6.6,84.2%,2021,6
63,Hunter Renfrow (LV),3,5,36,12,25,0,0,0,0,0,0,1,6.6,6.6,91.5%,2021,6
64,Brandon Zylstra (CAR),3,3,32,10.7,21,0,0,0,0,0,0,1,6.2,6.2,0.1%,2021,6
65,Dyami Brown (WAS),3,6,30,10,13,0,0,0,0,0,0,1,6,6,0.8%,2021,6
66,Michael Pittman Jr. (IND),2,3,35,17.5,18,0,0,1,3,0,0,1,5.8,5.8,97.9%,2021,6
67,Nick Westbrook-Ikhine (TEN),3,3,27,9,14,0,0,0,0,0,0,1,5.7,5.7,9.1%,2021,6
68,Rondale Moore (ARI),3,4,16,5.3,10,0,0,3,10,0,0,1,5.6,5.6,63.7%,2021,6
69,Tyler Lockett (SEA),2,7,35,17.5,21,0,0,0,0,0,0,1,5.5,5.5,92.2%,2021,6
