Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,A.J. Brown (PHI),10,11,155,15.5,57,0,1,0,0,0,0,1,31.5,31.5,99.4%,2021,8
2,Michael Pittman Jr. (IND),10,15,86,8.6,38,0,2,0,0,0,0,1,30.6,30.6,97.9%,2021,8
3,Chris Godwin (TB),8,12,140,17.5,44,0,1,0,0,0,0,1,28,28,94.4%,2021,8
4,Tyreek Hill (MIA),12,18,94,7.8,15,0,1,0,0,0,0,1,27.4,27.4,99.9%,2021,8
5,Amari Cooper (CLE),8,13,122,15.3,33,0,1,0,0,0,0,1,26.2,26.2,95.6%,2021,8
6,Tyler Lockett (SEA),12,13,142,11.8,28,0,0,0,0,0,0,1,26.2,26.2,92.2%,2021,8
7,Cooper Kupp (LAR),7,9,115,16.4,52,0,1,0,0,0,0,1,24.5,24.5,99.9%,2021,8
8,Deebo Samuel (SF),6,9,171,28.5,83,0,0,0,0,0,0,1,23.1,23.1,99.8%,2021,8
9,DK Metcalf (SEA),6,6,43,7.2,16,0,2,0,0,0,0,1,22.3,22.3,98.3%,2021,8
10,Cole Beasley (FA),10,13,110,11,20,0,0,0,0,0,0,1,21,21,1.5%,2021,8
11,Robert Woods (TEN),3,9,35,11.7,28,0,1,3,22,1,0,1,20.7,20.7,86.5%,2021,8
12,Brandin Cooks (HOU),6,6,83,13.8,45,0,1,0,0,0,0,1,20.3,20.3,94.7%,2021,8
13,Adam Thielen (MIN),6,9,78,13,32,0,1,0,0,0,0,1,19.8,19.8,90.9%,2021,8
14,Tyler Boyd (CIN),5,8,69,13.8,21,0,1,0,0,0,0,1,19.7,19.7,66.3%,2021,8
15,Keenan Allen (LAC),6,11,77,12.8,41,0,1,0,0,0,0,1,19.7,19.7,99.4%,2021,8
16,Cedrick Wilson Jr. (MIA),3,3,84,28,73,0,1,0,0,0,0,1,18.8,18.8,1.4%,2021,8
17,CeeDee Lamb (DAL),6,8,112,18.7,35,0,0,0,0,0,0,1,17.2,17.2,99.7%,2021,8
18,DeVante Parker (NE),8,11,85,10.6,23,0,0,0,0,0,0,1,16.5,16.5,55.0%,2021,8
19,Randall Cobb (GB),3,5,15,5,7,0,2,0,0,0,0,1,16.5,16.5,5.8%,2021,8
20,Jamison Crowder (BUF),8,9,84,10.5,26,0,0,0,0,0,1,1,16.4,16.4,12.8%,2021,8
21,Diontae Johnson (PIT),6,13,98,16.3,50,0,0,0,0,0,0,1,15.8,15.8,98.1%,2021,8
22,Jamal Agnew (JAC),6,12,38,6.3,9,0,1,0,0,0,0,1,15.8,15.8,0.3%,2021,8
23,Stefon Diggs (BUF),5,7,40,8,19,0,1,0,0,0,0,1,15,15,99.9%,2021,8
24,DeAndre Carter (LAC),3,6,51,17,20,0,1,0,0,0,0,1,14.1,14.1,0.6%,2021,8
25,Tee Higgins (CIN),4,6,97,24.3,54,0,0,0,0,0,0,1,13.7,13.7,98.4%,2021,8
26,Ja'Marr Chase (CIN),3,9,32,10.7,21,0,1,1,9,0,0,1,13.1,13.1,99.9%,2021,8
27,Elijah Moore (NYJ),6,6,67,11.2,24,0,0,1,4,0,0,1,13.1,13.1,92.1%,2021,8
28,Gabriel Davis (BUF),4,5,29,7.3,11,0,1,0,0,0,0,1,12.9,12.9,90.5%,2021,8
29,Mike Evans (TB),2,4,48,24,41,0,1,0,0,0,0,1,12.8,12.8,99.1%,2021,8
30,Darnell Mooney (CHI),6,9,64,10.7,20,0,0,0,0,0,0,1,12.4,12.4,93.0%,2021,8
31,Tre'Quan Smith (NO),3,3,33,11,16,0,1,0,0,0,0,1,12.3,12.3,1.0%,2021,8
32,Cyril Grayson Jr. (TB),1,1,50,50,50,0,1,0,0,0,0,1,12,12,0.1%,2021,8
33,Van Jefferson (LAR),3,6,88,29.3,68,0,0,0,0,0,0,1,11.8,11.8,32.8%,2021,8
34,Tyler Johnson (TB),5,6,65,13,31,0,0,0,0,0,0,1,11.5,11.5,0.5%,2021,8
35,Mecole Hardman (KC),5,7,63,12.6,24,0,0,0,0,0,0,1,11.3,11.3,70.0%,2021,8
36,Tajae Sharpe (FA),5,6,58,11.6,17,0,0,0,0,0,0,1,10.8,10.8,0.1%,2021,8
37,Brandon Aiyuk (SF),4,7,45,11.3,23,0,0,0,0,0,0,1,10.5,10.5,86.5%,2021,8
38,Chase Claypool (PIT),4,5,45,11.3,16,0,0,2,16,0,0,1,10.1,10.1,89.1%,2021,8
39,A.J. Green (ARI),5,8,50,10,23,0,0,0,0,0,0,1,10,10,5.5%,2021,8
40,Jarvis Landry (FA),5,10,65,13,19,0,0,1,5,0,1,1,10,10,66.0%,2021,8
41,DJ Moore (CAR),4,8,59,14.8,23,0,0,0,0,0,0,1,9.9,9.9,97.6%,2021,8
42,Jakobi Meyers (NE),4,9,36,9,16,0,0,0,0,0,0,1,9.6,9.6,80.6%,2021,8
43,Nick Westbrook-Ikhine (TEN),2,3,16,8,11,0,1,0,0,0,0,1,9.6,9.6,9.1%,2021,8
44,Nico Collins (HOU),4,4,55,13.8,26,0,0,0,0,0,0,1,9.5,9.5,2.7%,2021,8
45,Tim Patrick (DEN),3,3,64,21.3,31,0,0,0,0,0,0,1,9.4,9.4,39.3%,2021,8
46,Joshua Palmer (LAC),1,1,24,24,24,0,1,0,0,0,0,1,9.4,9.4,4.4%,2021,8
47,Zach Pascal (PHI),5,8,43,8.6,11,0,0,0,0,0,0,1,9.3,9.3,0.8%,2021,8
48,Braxton Berrios (NYJ),2,2,13,6.5,8,0,1,0,0,0,0,1,9.3,9.3,16.8%,2021,8
49,John Ross (NYG),2,3,72,36,50,0,0,0,0,0,0,1,9.2,9.2,0.1%,2021,8
50,Nelson Agholor (NE),3,6,60,20,44,0,0,0,0,0,0,1,9,9,1.4%,2021,8
51,Mohamed Sanu Sr. (SF),3,4,59,19.7,21,0,0,0,0,0,0,1,8.9,8.9,0.0%,2021,8
52,Deonte Harty (NO),3,7,35,11.7,14,0,0,1,22,0,0,1,8.7,8.7,0.7%,2021,8
53,Christian Kirk (JAC),4,6,46,11.5,29,0,0,0,0,0,0,1,8.6,8.6,87.4%,2021,8
54,DeAndre Hopkins (ARI),2,2,66,33,55,0,0,0,0,0,0,1,8.6,8.6,96.4%,2021,8
55,Marvin Jones Jr. (JAC),5,8,35,7,13,0,0,0,0,0,0,1,8.5,8.5,30.1%,2021,8
56,Jerry Jeudy (DEN),4,4,39,9.8,18,0,0,1,0,0,0,1,7.9,7.9,93.6%,2021,8
57,Amon-Ra St. Brown (DET),3,5,46,15.3,34,0,0,0,0,0,0,1,7.6,7.6,95.9%,2021,8
58,Kadarius Toney (NYG),4,5,26,6.5,11,0,0,0,0,0,0,1,7.4,7.4,84.2%,2021,8
59,Juwann Winfree (GB),4,6,30,7.5,12,0,0,0,0,0,0,1,7,7,0.3%,2021,8
60,Jaylen Waddle (MIA),4,11,29,7.3,12,0,0,0,0,0,0,1,6.9,6.9,98.6%,2021,8
61,Sterling Shepard (NYG),4,7,25,6.3,19,0,0,0,0,0,0,1,6.5,6.5,25.6%,2021,8
62,Terry McLaurin (WAS),3,7,23,7.7,17,0,0,1,12,0,0,1,6.5,6.5,97.4%,2021,8
63,Marquez Callaway (NO),3,5,30,10,16,0,0,0,0,0,0,1,6,6,2.5%,2021,8
64,Ben Skowronek (LAR),3,3,30,10,20,0,0,0,0,0,0,1,6,6,0.2%,2021,8
65,Courtland Sutton (DEN),2,4,40,20,31,0,0,0,0,0,0,1,6,6,92.4%,2021,8
66,Kendrick Bourne (NE),4,7,38,9.5,14,0,0,0,0,0,1,1,5.8,5.8,21.5%,2021,8
67,Keelan Cole Sr. (NYJ),3,5,25,8.3,11,0,0,0,0,0,0,1,5.5,5.5,0.6%,2021,8
68,Adam Humphries (FA),2,3,35,17.5,23,0,0,0,0,0,0,1,5.5,5.5,0.6%,2021,8
69,Marquise Goodwin (FA),2,3,32,16,22,0,0,0,0,0,0,1,5.2,5.2,0.1%,2021,8
70,Allen Robinson II (LAR),3,4,21,7,10,0,0,0,0,0,0,1,5.1,5.1,90.6%,2021,8
71,N'Keal Harry (NE),2,2,30,15,15,0,0,0,0,0,0,1,5,5,0.5%,2021,8
72,Denzel Mims (NYJ),2,3,30,15,17,0,0,0,0,0,0,1,5,5,0.5%,2021,8
73,Kevin White (NO),1,1,38,38,38,0,0,0,0,0,0,1,4.8,4.8,0.0%,2021,8
74,Rashard Higgins (CAR),2,4,27,13.5,16,0,0,0,0,0,0,1,4.7,4.7,0.7%,2021,8
75,Laviska Shenault Jr. (JAC),2,4,13,6.5,7,0,0,1,8,0,0,1,4.1,4.1,1.8%,2021,8
76,Jaelon Darden (TB),3,3,11,3.7,8,0,0,0,0,0,0,1,4.1,4.1,0.2%,2021,8
77,Justin Jefferson (MIN),2,4,21,10.5,18,0,0,0,0,0,0,1,4.1,4.1,99.9%,2021,8
78,Mike Williams (LAC),2,5,19,9.5,14,0,0,0,0,0,0,1,3.9,3.9,94.9%,2021,8
79,Quez Watkins (PHI),2,2,18,9,16,0,0,0,0,0,0,1,3.8,3.8,0.6%,2021,8
80,T.Y. Hilton (FA),2,5,16,8,10,0,0,0,0,0,0,1,3.6,3.6,0.9%,2021,8
81,Chris Moore (HOU),2,2,16,8,8,0,0,0,0,0,0,1,3.6,3.6,0.1%,2021,8
82,Rondale Moore (ARI),3,4,24,8,9,0,0,2,1,0,1,1,3.5,3.5,63.7%,2021,8
83,Chris Conley (HOU),1,2,24,24,24,0,0,0,0,0,0,1,3.4,3.4,0.5%,2021,8
84,Equanimeous St. Brown (CHI),2,3,12,6,7,0,0,0,0,0,0,1,3.2,3.2,0.2%,2021,8
85,Dax Milne (WAS),1,2,22,22,22,0,0,0,0,0,0,1,3.2,3.2,0.1%,2021,8
86,Jalen Reagor (PHI),1,2,0,0,0,0,0,2,21,0,0,1,3.1,3.1,1.0%,2021,8
87,Collin Johnson (NYG),2,2,10,5,6,0,0,0,0,0,0,1,3,3,0.1%,2021,8
88,Cam Sims (WAS),1,2,20,20,20,0,0,0,0,0,0,1,3,3,0.1%,2021,8
89,K.J. Osborn (MIN),2,3,10,5,6,0,0,0,0,0,0,1,3,3,13.4%,2021,8
