Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Odell Beckham Jr. (FA),8,11,143,17.9,51,2,1,1,-1,0,0,1,28.2,28.2,23.0%,2018,7
2,Emmanuel Sanders (BUF),6,7,102,17,64,1,1,0,0,0,0,1,27.3,27.3,0.7%,2018,7
3,John Brown (FA),7,7,134,19.1,56,1,1,0,0,0,0,1,26.4,26.4,1.1%,2018,7
4,Adam Thielen (MIN),9,10,110,12.2,34,2,1,0,0,0,0,1,26,26,91.2%,2018,7
5,Jarvis Landry (NO),10,15,97,9.7,20,1,1,0,0,0,0,1,25.7,25.7,52.8%,2018,7
6,Tyrell Williams (FA),4,4,118,29.5,75,2,1,0,0,0,0,1,21.8,21.8,0.1%,2018,7
7,Alshon Jeffery (FA),7,10,88,12.6,29,2,1,0,0,0,0,1,21.8,21.8,0.0%,2018,7
8,Sterling Shepard (NYG),5,8,167,33.4,58,3,0,0,0,0,0,1,21.7,21.7,3.8%,2018,7
9,Tyreek Hill (MIA),7,10,68,9.7,27,1,1,2,8,0,0,1,20.6,20.6,99.9%,2018,7
10,Danny Amendola (FA),6,7,84,14,24,1,1,0,0,0,0,1,20.4,20.4,0.0%,2018,7
11,Michael Thomas (NO),7,9,69,9.9,32,1,1,0,0,0,0,1,19.9,19.9,92.1%,2018,7
12,A.J. Green (ARI),7,14,117,16.7,31,3,0,0,0,0,0,1,18.7,18.7,6.7%,2018,7
13,T.Y. Hilton (FA),4,4,25,6.3,11,0,2,0,0,0,0,1,18.5,18.5,0.7%,2018,7
14,Devin Funchess (DET),6,11,62,10.3,18,0,1,0,0,0,0,1,18.2,18.2,0.0%,2018,7
15,Mike Evans (TB),7,11,107,15.3,29,2,0,0,0,0,0,1,17.7,17.7,99.8%,2018,7
16,Julio Jones (TB),9,12,104,11.6,19,0,0,0,0,0,1,1,17.4,17.4,34.7%,2018,7
17,Tajae Sharpe (CHI),7,9,101,14.4,19,0,0,0,0,0,0,1,17.1,17.1,0.1%,2018,7
18,Michael Gallup (DAL),3,5,81,27,49,2,1,0,0,0,0,1,17.1,17.1,50.5%,2018,7
19,Brandin Cooks (HOU),4,5,64,16,23,2,1,1,7,0,0,1,17.1,17.1,94.1%,2018,7
20,Marvin Hall (JAC),3,3,63,21,47,1,1,0,0,0,0,1,15.3,15.3,0.0%,2018,7
21,Donte Moncrief (FA),7,10,76,10.9,24,1,0,0,0,0,0,1,14.6,14.6,0.0%,2018,7
22,Julian Edelman (FA),5,8,36,7.2,11,0,1,0,0,0,0,1,14.6,14.6,12.1%,2018,7
23,DeAndre Hopkins (ARI),3,8,50,16.7,31,1,1,0,0,0,0,1,14,14,88.9%,2018,7
24,Josh Gordon (KC),4,7,100,25,55,2,0,0,0,0,0,1,14,14,0.7%,2018,7
25,Larry Fitzgerald (FA),4,8,40,10,18,0,1,0,0,0,0,1,14,14,0.1%,2018,7
26,Robert Woods (TEN),5,7,78,15.6,32,2,0,1,6,0,0,1,13.4,13.4,77.1%,2018,7
27,Mike Williams (LAC),1,3,55,55,55,1,1,1,3,0,0,1,12.8,12.8,96.1%,2018,7
28,William Fuller V (FA),6,8,68,11.3,18,0,0,0,0,0,0,1,12.8,12.8,3.2%,2018,7
29,Cole Beasley (FA),7,8,56,8,18,0,0,0,0,0,0,1,12.6,12.6,1.3%,2018,7
30,Allen Hurns (FA),5,6,74,14.8,33,2,0,0,0,0,0,1,12.4,12.4,0.0%,2018,7
31,Chris Hogan (FA),6,7,63,10.5,20,1,0,0,0,0,0,1,12.3,12.3,0.0%,2018,7
32,Keenan Allen (LAC),5,5,72,14.4,24,1,0,0,0,0,0,1,12.2,12.2,99.8%,2018,7
33,Michael Crabtree (FA),5,9,66,13.2,18,0,0,0,0,0,0,1,11.6,11.6,0.0%,2018,7
34,Sammy Watkins (GB),4,7,74,18.5,50,1,0,0,0,0,0,1,11.4,11.4,6.4%,2018,7
35,DeSean Jackson (FA),2,4,25,12.5,14,0,0,2,8,1,0,1,11.3,11.3,2.6%,2018,7
36,Kelvin Benjamin (FA),4,5,71,17.8,32,1,0,0,0,0,0,1,11.1,11.1,0.1%,2018,7
37,Jarius Wright (FA),2,2,37,18.5,28,1,0,1,34,0,0,1,11.1,11.1,0.0%,2018,7
38,Chris Godwin (TB),5,6,59,11.8,23,1,0,0,0,0,0,1,10.9,10.9,91.9%,2018,7
39,Stefon Diggs (BUF),8,15,33,4.1,10,0,0,2,-7,0,0,1,10.6,10.6,99.9%,2018,7
40,Golden Tate (FA),4,6,36,9,22,1,0,1,30,0,0,1,10.6,10.6,0.0%,2018,7
41,Aldrick Robinson (FA),1,3,34,34,34,1,1,0,0,0,0,1,10.4,10.4,0.0%,2018,7
42,Torrey Smith (FA),4,6,61,15.3,35,1,0,0,0,0,0,1,10.1,10.1,0.0%,2018,7
43,Courtland Sutton (DEN),1,3,28,28,28,1,1,0,0,0,0,1,9.8,9.8,93.9%,2018,7
44,Curtis Samuel (WAS),1,1,16,16,16,0,0,2,9,1,0,1,9.5,9.5,6.2%,2018,7
45,Calvin Ridley (ATL),5,6,43,8.6,19,0,0,0,0,0,0,1,9.3,9.3,2.8%,2018,7
46,Demaryius Thomas (FA),5,6,42,8.4,12,0,0,0,0,0,0,1,9.2,9.2,0.1%,2018,7
47,Christian Kirk (JAC),3,6,57,19,27,2,0,0,0,0,0,1,8.7,8.7,78.4%,2018,7
48,Kevin White (NO),2,2,64,32,54,1,0,0,0,0,0,1,8.4,8.4,0.0%,2018,7
49,Chester Rogers (FA),4,4,40,10,29,1,0,0,0,0,0,1,8,8,1.0%,2018,7
50,Nelson Agholor (NE),6,7,20,3.3,13,0,0,0,0,0,0,1,8,8,1.4%,2018,7
51,Adam Humphries (FA),4,9,37,9.3,12,0,0,0,0,0,0,1,7.7,7.7,0.6%,2018,7
52,Kenny Stills (FA),1,3,5,5,5,0,1,0,0,0,0,1,7.5,7.5,0.0%,2018,7
53,Robbie Anderson (CAR),3,10,44,14.7,25,1,0,0,0,0,0,1,7.4,7.4,21.5%,2018,7
54,Tre'Quan Smith (NO),3,6,44,14.7,26,1,0,0,0,0,0,1,7.4,7.4,0.7%,2018,7
55,Chad Williams (FA),4,8,34,8.5,16,0,0,0,0,0,0,1,7.4,7.4,0.0%,2018,7
56,Josh Doctson (FA),3,6,42,14,15,0,0,0,0,0,0,1,7.2,7.2,0.0%,2018,7
57,DJ Chark Jr. (DET),4,7,31,7.8,15,0,0,0,0,0,0,1,7.1,7.1,22.9%,2018,7
58,Willie Snead IV (FA),3,7,23,7.7,9,0,0,1,13,0,0,1,6.6,6.6,0.0%,2018,7
59,Albert Wilson (MIN),3,3,32,10.7,25,1,0,2,4,0,0,1,6.6,6.6,0.0%,2018,7
60,Cody Core (FA),3,3,30,10,18,0,0,0,0,0,0,1,6,6,0.0%,2018,7
61,DJ Moore (CAR),3,5,29,9.7,16,0,0,0,0,0,0,1,5.9,5.9,98.3%,2018,7
62,Marvin Jones Jr. (JAC),3,4,29,9.7,16,0,0,0,0,0,0,1,5.9,5.9,19.5%,2018,7
63,Tyler Boyd (CIN),3,4,27,9,13,0,0,0,0,0,0,1,5.7,5.7,58.1%,2018,7
64,Kenny Golladay (NYG),2,2,37,18.5,22,1,0,0,0,0,0,1,5.7,5.7,55.0%,2018,7
65,Dede Westbrook (FA),4,4,17,4.3,6,0,0,0,0,0,0,1,5.7,5.7,0.0%,2018,7
66,Zay Jones (JAC),3,5,27,9,15,0,0,0,0,0,0,1,5.7,5.7,1.4%,2018,7
67,Taylor Gabriel (FA),3,4,26,8.7,11,0,0,1,0,0,0,1,5.6,5.6,0.1%,2018,7
68,Anthony Miller (PIT),2,7,35,17.5,21,1,0,0,0,0,0,1,5.5,5.5,0.1%,2018,7
69,Damion Ratley (FA),3,3,23,7.7,9,0,0,0,0,0,0,1,5.3,5.3,0.0%,2018,7
70,Maurice Harris (FA),3,3,22,7.3,10,0,0,0,0,0,0,1,5.2,5.2,0.0%,2018,7
71,Jakeem Grant Sr. (CLE),2,2,32,16,19,0,0,0,0,0,0,1,5.2,5.2,0.6%,2018,7
72,Justin Hardy (FA),2,2,24,12,15,0,0,0,0,0,0,1,4.4,4.4,0.0%,2018,7
73,Marquise Goodwin (SEA),2,5,24,12,17,0,0,0,0,0,0,1,4.4,4.4,0.1%,2018,7
74,Andre Roberts (CAR),2,6,21,10.5,20,1,0,0,0,0,0,1,4.1,4.1,0.0%,2018,7
75,Keelan Cole Sr. (LV),2,7,21,10.5,13,0,0,0,0,0,0,1,4.1,4.1,0.6%,2018,7
76,Laquon Treadwell (JAC),3,3,11,3.7,5,0,0,0,0,0,0,1,4.1,4.1,0.2%,2018,7
77,Mohamed Sanu Sr. (MIA),2,2,21,10.5,16,0,0,0,0,0,0,1,4.1,4.1,0.0%,2018,7
78,Corey Davis (NYJ),3,7,10,3.3,5,0,0,0,0,0,0,1,4,4,17.7%,2018,7
79,Nick Williams (FA),2,2,17,8.5,11,0,0,0,0,0,0,1,3.7,3.7,0.0%,2018,7
80,TJ Jones (FA),1,1,26,26,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,2018,7
81,J.J. Nelson (FA),2,4,8,4,5,0,0,1,7,0,0,1,3.5,3.5,0.0%,2018,7
82,Demarcus Robinson (LV),2,2,13,6.5,9,0,0,0,0,0,0,1,3.3,3.3,0.8%,2018,7
83,Chris Moore (HOU),1,2,14,14,14,0,0,1,9,0,0,1,3.3,3.3,0.0%,2018,7
84,Brandon Zylstra (CAR),1,1,23,23,23,1,0,0,0,0,0,1,3.3,3.3,0.1%,2018,7
85,Michael Floyd (FA),1,3,20,20,20,1,0,0,0,0,0,1,3,3,0.0%,2018,7
86,Josh Reynolds (DET),1,1,19,19,19,0,0,0,0,0,0,1,2.9,2.9,0.8%,2018,7
87,Antonio Callaway (FA),1,2,14,14,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,2018,7
88,Travis Benjamin (FA),1,1,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2018,7
89,Andre Holmes (FA),1,2,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2018,7
90,Bennie Fowler III (FA),1,1,11,11,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,2018,7
91,Deontay Burnett (FA),1,2,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,2018,7
92,Taywan Taylor (FA),1,2,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2018,7
93,Rashad Greene (FA),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2018,7
94,Phillip Dorsett II (HOU),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,2018,7
95,Damiere Byrd (ATL),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,2018,7
96,Trent Taylor (CIN),1,3,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.1%,2018,7
97,Chris Conley (HOU),1,1,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.5%,2018,7
98,Breshad Perriman (TB),1,1,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.2%,2018,7
99,Pierre Garcon (FA),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,2018,7
100,Allen Robinson II (LAR),1,5,4,4,4,0,0,0,0,0,0,1,1.4,1.4,92.4%,2018,7
101,Keke Coutee (IND),1,3,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.1%,2018,7
102,Cameron Batson (ATL),1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0%,2018,7
