Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Marvin Jones Jr. (JAC),7,10,117,16.7,39,1,2,0,0,0,0,1,30.7,30.7,19.5%,2018,8
2,Sammy Watkins (GB),8,9,107,13.4,24,2,2,0,0,0,0,1,30.7,30.7,6.4%,2018,8
3,Mike Evans (TB),6,13,179,29.8,72,4,1,0,0,0,0,1,29.9,29.9,99.8%,2018,8
4,Tyler Boyd (CIN),9,10,138,15.3,28,3,1,1,-2,0,0,1,28.6,28.6,58.1%,2018,8
5,Stefon Diggs (BUF),10,11,119,11.9,31,2,1,0,0,0,0,1,27.9,27.9,99.9%,2018,8
6,DeAndre Hopkins (ARI),6,7,82,13.7,49,1,2,0,0,0,0,1,26.2,26.2,88.9%,2018,8
7,Larry Fitzgerald (FA),8,12,102,12.8,37,2,1,0,0,0,0,1,26.2,26.2,0.1%,2018,8
8,Antonio Brown (FA),6,8,74,12.3,43,1,2,0,0,0,0,1,25.4,25.4,1.4%,2018,8
9,William Fuller V (FA),5,6,124,24.8,73,2,1,0,0,0,0,1,23.4,23.4,3.2%,2018,8
10,Adam Thielen (MIN),7,7,103,14.7,28,2,1,1,15,0,1,1,22.8,22.8,91.2%,2018,8
11,Odell Beckham Jr. (FA),8,11,136,17,44,3,0,0,0,0,0,1,21.6,21.6,23.0%,2018,8
12,Julian Edelman (FA),9,10,104,11.6,26,2,0,2,13,0,0,1,20.7,20.7,12.1%,2018,8
13,David Moore (CHI),4,4,97,24.3,45,2,1,0,0,0,0,1,19.7,19.7,0.0%,2018,8
14,DeVante Parker (NE),6,9,134,22.3,46,2,0,0,0,0,0,1,19.4,19.4,32.0%,2018,8
15,Josh Reynolds (DET),3,5,42,14,22,1,2,1,-2,0,0,1,19,19,0.8%,2018,8
16,A.J. Green (ARI),5,7,76,15.2,23,1,1,0,0,0,0,1,18.6,18.6,6.7%,2018,8
17,Davante Adams (LV),5,7,133,26.6,48,3,0,0,0,0,0,1,18.3,18.3,99.9%,2018,8
18,DJ Moore (CAR),5,6,90,18,33,1,0,2,39,0,0,1,17.9,17.9,98.3%,2018,8
19,DeSean Jackson (FA),3,8,68,22.7,60,1,1,1,4,0,0,1,16.2,16.2,2.6%,2018,8
20,Adam Humphries (FA),7,10,76,10.9,17,0,0,0,0,0,0,1,14.6,14.6,0.6%,2018,8
21,Antonio Callaway (FA),5,6,36,7.2,13,0,1,0,0,0,0,1,14.6,14.6,0.0%,2018,8
22,Danny Amendola (FA),5,6,43,8.6,13,0,0,0,0,0,0,1,14.4,14.4,0.0%,2018,8
23,Kendrick Bourne (NE),7,10,71,10.1,19,0,0,0,0,0,0,1,14.1,14.1,6.3%,2018,8
24,Anthony Miller (PIT),3,7,37,12.3,23,1,1,1,7,0,0,1,13.4,13.4,0.1%,2018,8
25,Jordan Matthews (SF),4,5,93,23.3,36,2,0,0,0,0,0,1,13.3,13.3,0.0%,2018,8
26,Christian Kirk (JAC),3,7,42,14,19,0,1,0,0,0,0,1,13.2,13.2,78.4%,2018,8
27,Michael Thomas (NO),5,6,81,16.2,44,2,0,0,0,0,0,1,13.1,13.1,92.1%,2018,8
28,Brandon LaFell (FA),3,4,39,13,18,0,1,0,0,0,0,1,12.9,12.9,0.0%,2018,8
29,Tyler Lockett (SEA),2,2,34,17,24,1,1,2,13,0,0,1,12.7,12.7,90.8%,2018,8
30,Marquise Goodwin (SEA),1,4,55,55,55,1,1,0,0,0,0,1,12.5,12.5,0.1%,2018,8
31,Marquez Valdes-Scantling (KC),2,5,45,22.5,40,1,1,0,0,0,0,1,12.5,12.5,54.0%,2018,8
32,Golden Tate (FA),7,12,50,7.1,12,0,0,1,3,0,0,1,12.3,12.3,0.0%,2018,8
33,Seth Roberts (FA),2,4,42,21,31,1,1,0,0,0,0,1,12.2,12.2,0.0%,2018,8
34,Dede Westbrook (FA),2,6,31,15.5,20,1,1,1,9,0,0,1,12,12,0.0%,2018,8
35,Robert Woods (TEN),5,7,70,14,19,0,0,0,0,0,0,1,12,12,77.1%,2018,8
36,Jarvis Landry (NO),8,12,39,4.9,21,1,0,0,0,0,0,1,11.9,11.9,52.8%,2018,8
